名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
象聚集团,河南象聚实业集团有限公司,河南象聚实业集团是一家横跨金融、保险、物流、能源化工、文化传播、电子商务、信息集成、软件开发等多领域的综合性企业集团。旗下拥有： 一、中国领先的保险代理中介平台——保险岛，致力于为保险从业人员和保险需求人员搭建广阔的网络平台。为保险从业人员提供一个展业、交流的平台。 二、中国领先的物流网站——九九物流网，提供即时物流信息服务为主的新型电子商务类信息服务平台为定位思想及物流资讯平台。 三、自助研发基于PC段领域的物流信息公共平台——九九通物流软件，一款满足车主、货主、配货站以及物流公司等多方面客户对物流信息需,河南象聚实业集团有限公司,郑州市高新区翠竹街1号33幢1单元01号,410199000066347,2014-04-28,李超旭,10000万元人民币,91410100099433972R,www.hncbd.com
厨小二,辽宁金厨网络科技有限公司,厨小二是一个餐饮一站式购销服务平台。搭建全国餐饮后端一站式购销服务平台，用移动互联网重塑餐饮供应链，引领餐饮行业进入互联网快车道，使餐饮采购信息化、透明化、为餐饮企业和供货商提供一个高效便捷、公平公正的交易平台。,辽宁金厨网络科技有限公司,沈阳市铁西区马壮街35号132,210106000183424,2015-11-16,王红,500万元人民币,91210106MA0P44WR7R,www.chuxiao2.com
汇盛汽车销售服务,广西汇盛汽车销售服务有限公司,汇盛汽车销售服务销售部门配置完善，并且维修服务拥有二类维修资质。其主要经营包括新车销售、售后服务、配件、客户服务中心等，形成广泛覆盖，快速响应，全面支持的立体化销售服务体系。且周边汽车品牌集中，汽车配套产品丰富并形成钦州市最大的汽车销商圈。,广西汇盛汽车销售服务有限公司,,450700200046574,2012-06-20,张美能,500万元人民币,91450700598430055A
东陆高科,河南东陆高科实业股份有限公司,河南东陆高科实业股份有限公司自成立以来，一直专注于基于物联网技术相关进行安全生产产品的自主研发，专为国内外客户提供安全管理解决方案。公司技术力量雄厚，拥有国内外知名的研发团队，获得了数十项自主知识产权，其中多项技术填补国内空白。,河南东陆高科实业股份有限公司,郑州市金水区农业路东16号1号楼20层2004号,410100000025686,2004-06-16,郭中堂,2880万元人民币,9141010576312743XN,www.dlrfid.com
藤野造型,广州米可美容美发有限公司,广州米可美容美发有限公司成立于2014年07月07日，主要经营范围为美容服务等。,广州米可美容美发有限公司,广州市越秀区北京路238号1222,440104000445182,2014-07-07,李杰,10万元人民币,91440101304380778T
横琴邦邻,珠海横琴邦邻科技有限公司,珠海横琴邦邻科技有限公司是一家集技术、产品、应用为一体专业开发律师软件和律师事务所管理软件的高科技公司 。旗下Lex是一个法务工作平台， 专为互联网法律时代的中国律师量身定制了Lex法务工作平台，致力于律师产品的研发和运营，是基于互联网为律师提供专业的办公管理软件和建站服务，全力打造法律与互联网融合的创新型企业。引领律师走在互联网法律时代的前端，展现互联网与法律的完美结合。,珠海横琴邦邻科技有限公司,珠海市横琴新区宝华路6号105室-9804,440003000130648,2015-12-16,杨凡,300万元人民币,91440400MA4UKNQL04,www.e-lex.cn
金朋达航空,北京金朋达航空科技有限公司,公司是集无人机和仿真系统研制、生产、销售和售后为一体的企业，也是国家、中关村高新技术企业。公司资质齐全，与多家科研院所、高校等建立良好的技术合作和供销关系。,北京金朋达航空科技有限公司,北京市房山区窦店镇启航街6号,110111014901235,2012-05-11,阮波,6000万元人民币,9111011159606037XJ,www.bjgfa.com
鹏程装备,北京鹏程安泰尔救援装备制造股份有限公司,北京鹏程安泰尔救援装备制造有限公司是鹏程装备集团的旗舰企业。公司注册于中关村高科技园区昌平园，注册资金500万元，经过十年的发展，产品已发展到个体防护装备，特勤救援装备、特种车辆改装、部队用烘干洗涤专用设备、特种应急通信器材、消防灭火装备、社区安防设备等十几个大类，上百种产品。市场覆盖消防系统、国防系统、铁路系统.石油系统.矿山救援、民政救灾、地震救援系统等许多领域。公司已成为中国重要的新型救援装备研发基地。并承担了国家安监局、部队项目若干、部分项目已结題投产。另外公司还有新型材料研发事业部，主要从車纳米涂,北京鹏程安泰尔救援装备制造股份有限公司,北京市昌平区崔村镇麻峪村西原弹簧厂院内,110114010324842,2007-07-06,乔畅,1380万元人民币,911101146646294502
量日光电,上海量日光电科技有限公司,量日光电专业从事LED路灯、工矿灯、泛光灯、隧道灯、庭院灯等照明产品的设计，开发、生产及销售，致力于为用户提供节能产品和方案，同时与多家国际金融机构、保险公司保持合作关系。,上海量日光电科技有限公司,,310141400024019,2015-05-05,沈琦,712.5万元人民币,91310000329521688G
瑞德磁材,安徽瑞德磁电科技有限公司,瑞德磁材提供与国外产品同等水平的高端软磁粉芯，并致力于配合客户的研发需求提供产品性能订制化服务。产品主要有铁硅粉芯、铁硅铝粉芯、非晶粉芯以及性能相当于昌星KS系列的复合粉芯产品。,安徽瑞德磁电科技有限公司,盱眙经济开发区玉兰大道与金源路交叉口东北角,340200000356915,2013-09-09,邹中秋,1799.4183万元人民币,91340200MA2Q3JK18Y,www.red-mag.com.cn
海格神舟,北京海格神舟通信科技有限公司,海格神舟是一家以无线通信、计算机网络为专业方向的公司，致力于无线通信技术与产品的研究与开发以及前瞻技术的突破与应用，为用户提供单机通信设备及网络通信的整体解决方案，开展无线网络、模拟射频和数字信号处理技术等的研究。,北京海格神舟通信科技有限公司,北京市丰台区南四环西路188号11区1号楼(园区),110106008601037,2005-07-01,余青松,12000万元人民币,91110106777666047N,www.haige.com
美蜂游,浙江美蜂网络科技有限公司,美蜂游是一个定制社交旅游平台，汇集目的地餐饮、住宿、景区、娱乐等产品信息，以及由旅行社、驴友、车友俱乐部全程视频分享线路景点，通过平台用户可寻找导游或当地用户定制旅行线路、1v1视频聊天、视频分享旅游过程。,浙江美蜂网络科技有限公司,浙江省杭州市江干区九环路9号4号楼3楼336室,330104000514682,2017-10-26,李智,1111.11万元人民币,91330104MA2AXP198T,www.mfengyou.com
精图教育,北京世纪精图教育文化发展有限公司,精图教育，是一家以公考资讯为主要经营项目的综合性公司。自成立以来，借助强大的师资力量和全新理念的服务，赢得了广大学员的一致认可，做好学员服务，提升学员考试通过率的公考类资讯公司。,北京世纪精图教育文化发展有限公司,北京市门头沟区石龙经济开发区永安路20号3号楼B1-5078室,110109015684390,2013-03-12,朱晓辉,5000万元人民币,91110109062761729U,www.chinagwy.net.cn
