名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
优维,优维科技（深圳）有限公司,优维致力于提供一站式IT运维解决方案，包括全栈DevOps运维平台和互联网运维最佳实践。团队成员来源于腾讯、阿里等，具有丰富的海量互联网一线运维经验，同时也是其核心运维系统的设计者、研发者和践行者。我们主要聚焦于互联网以及“互联网+”公司，为其提供服务。,优维科技（深圳）有限公司,深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）,440301113396351,2015-07-20,王金银,1366.8583万元人民币,91440300349627615L,www.easyops.cn
豌豆尖尖,深圳豌豆尖尖网络技术有限公司,豌豆尖尖是一家互联网营销公司，专注于互联网效果投放，拥有资深互联网营销及产品运营技术专家。深入互联网效果广告营销服务研究，在投放优化、用户画像处理等方面有丰富经验和大数据成果。隶属于深圳豌豆尖尖网络技术有限公司。,深圳豌豆尖尖网络技术有限公司,深圳市南山区海德二道好来居大厦914室,440301109118816,2014-04-09,丁文华,100万元人民币,914403000943637842,www.wandoujianjian.com
曌易科技,曌易（上海）信息科技有限公司,曌易科技语音监测分系统是为客户提供语音监测和分析的SaaS系统。其核心功能是利用深度学习神经网络对采集到的语音音频进行识别、分析、抽象、打分、矫正，帮助用户高效的监测和快速分析大量语音资料，获取直接和潜在产生商业价值。用户事先设置正面和负面关键字和短语，系统进行分词和语义分析，然后比对采集到的语音资料，判断语音资料的得分。之后给出统计结果，同时根据用户的修正，继续深度学习，提高监测和分析的准确率。,曌易（上海）信息科技有限公司,浦东新区南汇新城镇环湖西二路888号C楼,310115003349344,2017-04-05,金玉枝,500万元人民币,91310115MA1H8TAT84,www.ai-jw.com
宏继人力资源,甘肃宏继人力资源服务有限公司,"""甘肃宏继人力资源服务有限公司于2015年开始从事劳务派遣工作，是一家正式注册的劳务派遣公司，公司规模200人,位于兰州市。 我们的服务范围主要集中在甘肃、上海、深圳、东莞、广州及周边地区，涉及电子、玩具、塑胶、礼品、纸品、 五金、手袋等工厂。""",甘肃宏继人力资源服务有限公司,,620105200036836,2015-10-12,桂国宏,10万元人民币,91620105MA72HX9D8K,www.grzx2414.icoc.in
一心堂,云南鸿翔一心堂药业（集团）股份有限公司,自2001年1月第一家一心堂药店创建至，10多年来，在大健康的道路上，一心堂经历了由小到大、由弱到强的实力升级，3600余家直营连锁门店遍布滇、黔、桂、川、晋、渝、津、沪、琼等省、市，拥有1000多万会员，400多万微信粉丝。自2007年起，公司销售额及直营门店数连续八年进入中国连锁药店排行榜十强，近年来行业内综合竞争力排名稳居前列，市场份额逐步扩大，一心堂已成为云南省销售额最大、网点最多的药品零售企业。,云南鸿翔一心堂药业（集团）股份有限公司,云南省昆明市经济技术开发区鸿翔路1号,530000100018401,2000-11-08,阮鸿献,56776.9811万元人民币,91530000725287862K,www.hx8886.com
茶与布朗,成都茶与布朗餐饮管理有限公司,成都茶与布朗餐饮管理有限公司隶属于幸运熊猫餐饮集团，2006年，团队将发展重心转移到大陆，并选择成都建立总部，这也标志着“茶与布朗”品牌正式启航。在保留了台式茶饮特色口感基础上，茶与布朗根据当地消费者的饮食习惯，自创了“波霸奶茶”“布朗尼奶茶”等每小时可以售卖1000杯的明星产品。专业的制茶技术，体贴暖心的服务，自制甄选原料，历经11年，茶与布朗已立足四川、湖北、安徽、云南、江苏、辽宁等地，门店数量已经超过180余家。,成都茶与布朗餐饮管理有限公司,成都市锦江区一环路东五段55号阳光新业大厦1号楼19层03号,510107000027073,2008-03-27,黄子轩,50万元人民币,915101076721879638,teaandbrown.com
连连科技,浙江连连科技有限公司,连连科技是一个拥有线下渠道网点的通信产品经销商和通信服务提供商，致力于提供移动互联网领域生活综合服务，打造全新的B2B2C贸易生态圈，实现供货商、小微商户、消费者三方需求闭合生态链，为消费者提供综合便民服务。,浙江连连科技有限公司,杭州市滨江区滨安路1197号3幢320室,330000000015384,2004-08-13,肖瑟秋,12000万元人民币,91330000765239339C,www.10030.com.cn
西安天衡计量仪表,西安天衡计量仪表有限公司,,西安天衡计量仪表有限公司,未知,610132100019667,2010-11-26,吴新潮,5200万元人民币,91610132561499761X
中雁石斛,中雁石斛技术股份有限公司,"""中雁石斛技术股份有限公司是一家集铁皮石斛原品种选育、优良品种繁殖、GAP规模化种植、仿野生种植、现代中药研制加工及健康产品营销于一体的高科技企业，公司旗下拥有""""中雁石斛""""、""""清霾之道""""、""""斛祖堂""""、""""雁之斛""""和""""岩之斛""""等多个品牌，并有一只高素质、高效率、高凝聚力的专业团队。""",中雁石斛技术股份有限公司,乐清市虹桥镇南村（乐清市科技孵化创业服务中心内）,330382000254162,未知,翁振安,5000万元人民币,913303820605854188,www.zgzysh.cn
程江腌面店,深圳市捞厨餐饮管理有限责任公司,程江腌面店是一家腌面店。为保证每一家店都能提供同样新鲜美味的优质腌面程江腌面已打造集产品研发、生产加工、物流配送连锁销售为一体的食品产业链，具有强有力的后端供应链从原材料、加工、门店操作三个环节，把控每一份食物的品质。,深圳市捞厨餐饮管理有限责任公司,深圳市南山区西丽街道沙坑路伟豪高新工业园,440301116833752,2016-07-14,唐利庆,20万人民币,91440300MA5DGFGWXU,chengjiang-ym.com
