名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
同安千达成装饰,厦门千达成装饰设计工程有限公司,专注于:套房，楼中楼，二手房，别墅装修（同安千达成装饰设计工程有限公司）,厦门千达成装饰设计工程有限公司,厦门市同安区祥桥二里52号之二,350212200098288,2015-03-18,井国怀,100万元人民币,913502123032439823,www.qiandacheng.com
悠乐旅行网,江苏一号旅行网络科技股份有限公司,"""关于我们, UULUXE.P精致之旅, ——源于欧洲惬意精髓的高品质国际旅游供应商平台, 我们旨在为追求高品质旅游的您提供专属服务的高端国际旅行平台，业务遍布全球170多个国家。, 我们秉持“以客户个性化需求为核心，让睿智精致旅行进入国内”的愿景，以“轻奢，时尚，高性价比、私人定制”的路线，竭诚为世界各地的高品质旅游爱好者提供专属服务。, 我们优化整合海外高端旅游供应商,让追求高品质旅游的您与他们直接沟通，从而带给您高透明度高品质高性价比的卓越享受。, 我们提供集精品旅游、高档住宿、舒适交通、星级餐厅、精致购物、经典娱乐为一体的一站式采购平台,并为消费者提供自由行（DIY吃住行游购娱）、半自助游（当地参团）、私家团（旅行顾问专属定制）等旅游模式，满足旅游爱好者的各类需求。, 我们的创始人承袭欧洲浪漫精致的旅游情怀，是国内精致旅行的先锋开拓者。我们的核心成员均为旅游业内资深人士，对产品服务、高端客户的需求有着深刻的洞察和丰富的经验。, 期待更多志同道合的人才一同加入我们的大家庭。, 我们将携手奋进，竭诚为消费者提供高品质的技术支持，为您度身定制属于您的精致假期,打造中国第一个在线Virtuoso!""",江苏一号旅行网络科技股份有限公司,,320581000296652,2012-07-30,吴健,1115.3845万元人民币,91320500050291379A,Uulux.com
晶亨科技,郑州晶亨科技有限公司,企业简介,郑州晶亨科技有限公司,郑州市金水区花园路39号3号楼2单元22层2211号,410105000405119,2013-10-25,曹会娟,100万元,,www.zzkuaigou.com
中鼎科技,合肥中鼎信息科技股份有限公司,合肥中鼎信息科技股份有限公司是安徽中鼎控股（集团）股份有限公司旗下的控股子公司，成立于1998年12月。公司主要专注于物流自动化和产品信息化技术的发展，为众多企业由传统物流管理模式转向现代新型信息化物流管理模式提供全面的技术解决方案。产品主要包含物流中心建设方案的咨询、规划、设计，以及在仓储、分拣、包装、配送环节设备及系统的集成；为生产企业提供产品在生产、流通环节中的跟踪与溯源管理系统集成与电子化平台；目前产品已成功运用到烟草、医药、轮胎、机械、服装、乳品、卫生用品等多个行业。,合肥中鼎信息科技股份有限公司,安徽省合肥市高新区创新大道科技成果转化基地E栋,340106000025666,2003-08-12,夏鼎湖,2600万元人民币,91340100752969631J,www.zd315.net
荣湃半导体,荣湃半导体（上海）有限公司,荣湃半导体是一家模拟集成电路产品研发商，集研发、设计、生产制造及销售于一体，主要产品为π系列数字通道隔离器，广泛应用于移动通讯、特种通讯等领域，目前该公司的着力方向为隔离器系列、物联网通信系列以及电流感应器系列产品的研发和销售。,荣湃半导体（上海）有限公司,中国（上海）自由贸易试验区郭守敬路498号8幢19307室,310141000366908,2017-01-09,董志伟,1136.3636万元人民币,91310115MA1K3LEY82,www.rpsemi.com
泰来环保,浙江泰来环保科技有限公司,泰来环保科技股份有限公司是一家集研发制造、设备成套、项目咨询、投资运营及工程总承包为一体的国家级高科技环保公司，目前已获得及正在申请的国家专利有50余项。其自主研发的“立式旋转热解气化技术及装置”填补了国内中小规模垃圾处置的技术空白，由于该技术具有独特的环保优势及经济优势，现已荣获国家环境保护部科学技术二等奖、中国机械工业科学技术二等奖、国内装备制造业重点领域首台（套）产品、并入选国家工信部、科技部、环保部《国家鼓励发展的重大环保技术装备目录。,浙江泰来环保科技有限公司,浙江省宁波市海曙区望春工业园区科泰路149号,330212000015467,2005-09-20,鲍海明,10000万元人民币,913302127804008645,www.eco-waste.cn
扑克迷,智客纵横文化传媒（北京）有限公司,扑克迷——德州扑克第一视频门户，提供高清、快捷、流畅的视频直播和赛事直播服务，包含德州扑克直播、德州扑克现场赛事视频、美女直播等各类直播和各种德州扑克名家大神游戏直播。,智客纵横文化传媒（北京）有限公司,北京市通州区榆景东路6号院23号楼1至3层101,110112021352224,2016-06-01,孟隆,65.7875万元人民币,91110112MA005XTU47,www.pukemi.tv
Pizza Express,意璞思（北京）餐饮管理有限公司,Pizza Express是一家一家精于正宗意式比萨的连锁餐厅，1965年位于英国伦敦华尔多街的首间餐厅在正式对外营业，在今天已经遍布各国拥有超过500家餐厅。,意璞思（北京）餐饮管理有限公司,北京市朝阳区朝阳公园路6号院16号楼L-RS-07号,110000450251468,2014-01-14,王小龙,434万英镑,91110105089677623R,bj.pizzaexpress.cn
中兴农谷,中兴农谷湖北有限公司,中兴农谷湖北有限公司，位于荆门市高新区迎宾大道，2014年4月由中兴集团和荆门市政府联合成立。公司主要是研发应用现代粮油物联网技术，集粮油基地建设、收购、加工、销售、粮食银行、生物质新能源研发生产以及销售，是一家股份制公司。,中兴农谷湖北有限公司,荆门高新区兴隆大道（高新区管委会办公楼二楼）,420800000178952,2014-03-24,丁念峰,15000万元人民币,91420800094987394R,paper.jmnews.cn
领誉国旅,上海领誉国际旅行社有限公司,领誉国旅是一家企业定制整套商务活动方案提供商。其业务范围包含包括专业展会项目策划、国内国际旅游活动、各国签证代办服务、航空票务以及高级私人定制活动。,上海领誉国际旅行社有限公司,场中路2250号4幢3楼324室,310108000473520,2010-05-31,王海煜,1000万元人民币,9131010655596329XK,lingyuts.com
