名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
云拓传媒,武汉云拓文化传媒有限公司,云拓传媒是一家互联网媒体传播平台，专注于互联网广告、传媒、营销、策划、电子商务、餐饮、医疗、教育、游戏等行业媒体传播，隶属于武汉云拓文化传媒有限公司。,武汉云拓文化传媒有限公司,武昌区积玉桥万达广场二期第12幢14层17号房,420106000584942,2016-10-31,郭金全,100万元人民币,91420106MA4KP6P8XH
中肽生物,中肽生物科技（深圳）有限公司,中肽生物科技香港有限公司（简称“中肽生物香港”）于2015年2月在香港注册成立，2016年2月成立中国内地全资子公司，深圳前海中肽生物科技有限公司。公司拥有国家级生物科技、生物医学工程研发团队，并拥有十余项国家级发明专利项目，涵盖中草药深加工提取、新药研发、及生物医学工程领域的多个医疗器械研发，研发项目多为填补国内及国际空白。中肽生物香港注重创新研发，积极响应国家打造健康中国的国家战略，未来将主力在生物医药、生物医学工程中不断研发创新性项目，全面开展大健康领域的科技创新。,中肽生物科技（深圳）有限公司,深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司),440301503530056,2016-03-09,赵艳赢,500万元人民币,91440300MA5D870U61,www.peptide.hk
奕鑫禾,青岛奕鑫禾文化传播有限公司,奕鑫禾是一家创新型自媒体运营商。专注于短视频拍摄，后期剪辑，网络主播，电子商务等。目前，在各大短视频app平台和微信公众账号已开设“加鲁鲁街拍工作室”。,青岛奕鑫禾文化传播有限公司,山东省青岛市黄岛区双珠路266号西海岸壹号四楼公共办公区,,2018-09-14,姜颂,10万元人民币,91370211MA3N8DGT10
佰聆数据,广州佰聆数据股份有限公司,广州佰聆数据股份有限公司（简称BDA）由国际著名软件和咨询公司的前高管共同创立。佰聆自2008年起创立至今，一直秉承“专业，因为专注”的服务理念，始终专注于数据分析挖掘服务。佰聆致力于通过专业的数据分析和咨询业务支持，在政府、电信、电力、金融、互联网等行业，为具有数据挖掘需求的客户提供一套完善的从数据抽取到挖掘分析再到分析结果展现的全流程数据支持服务，帮助客户在大数据的洪流中把握正确的数据分析方向，获得数据潜在价值。佰聆愿景: 数 据 提 炼 价 值  Data refined Value 佰聆使命: 做中,广州佰聆数据股份有限公司,广州市萝岗区科学城科学大道162号创意大厦B3栋1301单元,440104000016865,2008-08-05,杨钊,5110万元人民币,914401016777934520,www.brilliant-solution.com
中顺科技,西安中顺网络科技有限公司,中顺科技是一家专业从事网络游戏软件研发销售、技术服务和市场运营的公司。致力于打造数字互动娱乐平台，为互联网游戏玩家打造游戏产品，提供高品质的游戏体验。,西安中顺网络科技有限公司,,610133100107729,2016-11-29,曹冬梅,500万元人民币,91610133MA6U0EPTX9,www.qkagame.com
运动课,广州华体体育科技有限公司,运动课是一个青少年体育培训服务平台，基于互联网大数据，为用户提供教务管理、财务中心、微校通等功能，并提供引流转化、日常运营、内部管理、行业资源对接、异业合作等服务。隶属于广州华体体育科技有限公司。,广州华体体育科技有限公司,广州市番禺区钟村街汉兴三街6号3栋1119,440126000599936,2015-08-18,于嘉,1000万人民币元,914401133557663396,www.huati.com
天才削熊猫,北京胖哒科技有限公司,天才削熊猫是一款与天才小熊猫联合出品的H5休闲手游，北京胖哒科技有限公司旗下产品。,北京胖哒科技有限公司,北京市海淀区丰慧中路7号新材料创业大厦10层10层南侧办公1146号,110108018686979,2015-02-28,张建伟,30万元人民币,91110108335502934C
尚客商城,广东中铭贸易有限公司,尚客商城是一家集生活超市、网上购物、仓储物流、配送到户于一体的B2C电子商务网上超市。由广东中铭贸易有限公司投资创办。给您带来一种全新的生活理念与购物方式，只需点击鼠标或拿起电话，就能让您足不出户，轻松逛遍超市每个角落。,广东中铭贸易有限公司,东源县城仙塘大道滨江花园2栋11号商铺,441625000019931,2014-06-11,许统祯,1000万元人民币,91441625304184160M,www.skmall.cc
朋友范,微投惠融（北京）网络科技有限公司,朋友范是一个专注朋友间匿名借贷理财的平台，依据对圈内朋友的工作情况、信任程度等综合因素，给朋友定义出不同的授信额度等级，用户再通过该平台把空余资金借出给平台中有需求的人。,微投惠融（北京）网络科技有限公司,北京市海淀区云会里金雅园过街楼三层3648室,110108016920772,2014-03-26,王华伟,1000万元人民币,91110108053553071P,www.pengyoufan.com
声讯网络,杭州声讯网络科技有限公司,杭州声讯网络科技有限公司是一个智能云端销售服务平台，专注于人机交互、语义理解等人工智能的科技型企业；基于深度神经学算法以及云数据平台，研发代替人工拨打电话的智能语音机器人。,杭州声讯网络科技有限公司,浙江省杭州市余杭区余杭街道文一西路1818-2号3幢203室,330184000559035,2016-12-14,祝磊,1057.1429万元人民币,91330110MA280NRG3K,www.listenrobot.com
