名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
成者科技,大连成者科技有限公司,"""成者科技是一家快速扫描技术和设备服务商，专注企业级的智能硬件服务，提供图书扫描、票据扫描等服务，主打产品为极速M1000等。隶属于大连成者科技有限公司。成者科技自主研发的""""电子卷宗专业扫描系统""""，荣获2017检法信息化(智慧检法)最佳实践奖。成者科技(CZUR)的行业级和专业级智能扫描仪产品，已越来越多应用于公检法，档案馆，图书馆，教育，金融，医疗，军工，社保，各级政府机关和各类企事业单位的办公室、档案、财务、人事、行政、业务办理窗口等部门。""",大连成者科技有限公司,辽宁省大连高新技术产业园区火炬路32号A座9层911室,210231000052862,2013-07-12,周康,75.1778万元人民币,9121023107156716XL,www.czur.com
诺影云,武汉华悦立远科技有限公司,诺影云是一个计算机软硬件研发与销售商。,武汉华悦立远科技有限公司,,420100000458857,2014-12-19,付峥,318.3333万元人民币,91420100303652858G
趣野运动,北京趣野户外运动有限公司,北京趣野户外运动有限公司成立于2015年，以在中国发展泛户外运动为己任，是一家通过线下户外运动基地建设，同时联合业界多家户外运动团体及品牌，进行资源共享，探寻户外，努力打造一个泛户外运动社交的平台。,北京趣野户外运动有限公司,北京市昌平区回龙观东大街338号创客广场A1-06-085,110108018834401,2015-03-31,李文阳,127.4万元人民币,91110108335520294U
铜都流体,安徽铜都流体科技股份有限公司,"""安徽铜都流体科技股份有限公司专业从事给排水阀门和环保水工设备的研发、生产、销售，主导产品为闸阀、蝶阀和环保水工设备。公司产品主要应用于城镇供水系统、工业及生活污水处理系统，还广泛用于水利工程、石油、化工、钢铁、矿山、电力等领域。公司的产品包括闸阀、蝶阀、止回阀、球阀、流量调节阀、多功能水泵控制阀、锥形阀、伸缩器和环保水工设备等3,000多个规格品种。公司自主开发的“法兰连接蝶阀”、“法兰连接铁制闸阀”、“多功能水泵控制阀”分别于2012年、2013年获得省级名牌产品称号。公司成立以来已先后获得多项专利技术，""",安徽铜都流体科技股份有限公司,安徽省铜陵市铜都大道北段188号,340700000034999,1993-07-19,杨成,6058万元人民币,91340700151170605J,www.ah-td.com
中农劲腾,北京中农劲腾生物技术股份有限公司,"""公司是一家专业从事天然植物精提、中药微生物发酵、绿色动保产品(抗生素替代品)的研发、生产及新技术推广应用为一体的“中关村高新技术企业”和“国家级高新技术企业”。公司是目前国内剂型最全的新型动保生产基地,生产线全部实现全智能联动,拥有国内一流的植物提取车间、微生物发酵车间、兽药GMP车间。产业涉及饲料及兽药原料(天然植物提取物原料、微生物饲料添加剂(I型、II型)、维生素饲料原料)、兽药制剂、功能性饲料添加剂及预混料3大板块。公司坚持自主研发和技术创新,形成了以天然药用植物提取物、益生菌发酵产物、植物提取物+""",北京中农劲腾生物技术股份有限公司,北京市昌平区科技园区富康路18号628室,110114010198184,2007-05-18,张世新,2500万元人民币,911101146621667718,www.ginten.cn
文和友,湖南文和餐饮有限公司,文和友是一家餐饮文化集团公司，致力于传统民俗餐饮文化的研究，挖掘地域民间小吃，结合潮流文化，形成了独具特色的“文和友文化餐饮模式”。,湖南文和餐饮有限公司,湖南省长沙市天心区韶山南路658号湖南省林业科学院内（原幼儿园场地）风华正茂办公楼1层,430103000131597,2013-09-17,何浩,1000万元人民币,91430103079188412R,www.wenheyou.com
金宇生物,金宇生物技术股份有限公司,金宇生物技术股份与限公司（原内蒙古金宇集团股份有限公司）成立于1993年3月，1999年1月在上海证券交易所上市，股票代码：600201。A股生物制药板块绩优上市公司。截止2014年底集团公司总资产21亿元，员工总数1050人。2014年实现销售收入10.63亿元，实现利润4.04亿元；同比增长58.3和61%。,金宇生物技术股份有限公司,内蒙古自治区呼和浩特市经济技术开发区沙尔沁工业园区金宇大街1号,150000000005047,1993-03-13,张翀宇,117053.744万元人民币,911500001141618816,www.jinyu.com.cn
莱美德济,西藏莱美德济医药有限公司,西藏莱美德济是一家医药用品批发商，主要产品包括大容量、小容量注射剂、粉针剂和冻干粉针剂在内的所有注射剂剂型。,西藏莱美德济医药有限公司,拉萨经济技术开发区林琼岗路以东、广州路延伸段以南孵化园区第四层右侧南段,540000700000026,2005-08-08,安林,1000万,91540091741927487B,www.cqlummy.com
晓行出行,珠海市横琴逸德邦信息科技有限公司,晓行出行是一个特色民宿短租平台，通过挖掘东南亚房屋闲置资源，为东南亚商务出差、国外旅游人群提供包括一室、两室、三室及群居民宿，房屋大部分为海景民宿、复式、别墅、主题民宿等特色民宿。同时提供导游、租车、餐饮、机票预订、景点门票预定等增值服务。,珠海市横琴逸德邦信息科技有限公司,,440003000313079,2017-06-22,吴品桦,1000万人民币,91440400MA4WQ9FK97,www.hilval.com
抖包包,北京埃洛科技有限责任公司,抖包包是个面向20~39岁都市女性的奢侈品箱包共享租赁平台。业务范围包括：全球一线品牌包包租赁、售卖。用户只需支付一定的押金和少量的租金就可以使用顶级品牌包，同时也可以加入会员享受更多优惠及个性化服务。致力于让大牌包包走进每个女性的生活。,北京埃洛科技有限责任公司,北京市海淀区丰慧中路7号新材料创业大厦8层819-134室，北京市海淀区学清路甲18号西小楼1层1506室,110108018065286,2014-10-24,文争春,100万元人民币,91110108318071570X,www.doubaobao.com.cn
