名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
飞猴电商,长治市飞猴电子商务有限公司,飞猴电商是一个本地O2O汽车服务平台，旗下“洗车啦”全城洗车e卡通主要提供全城洗车、养车会员价服务、本地汽车服务商品搜索与比价、周边洗车行和汽车服务商搜索及车主微社区等功能。,长治市飞猴电子商务有限公司,,140402100297625,2014-11-03,刘晓宇,50万元人民币,91140402397928850F,changzhi.ganji.com
爱迹记录爱,杭州米秀信息技术有限公司,杭州米秀信息技术有限公司总部位于杭州西湖区，是一家创新型的新兴互联网公司。旗下产品“爱迹”是国内最温暖的亲子图片社交服务平台，通过记录宝宝点滴瞬间，分享孩子成长快乐。,杭州米秀信息技术有限公司,杭州市西湖区留下街道留下村工业区块7号2幢527室,330106000391827,2015-03-09,余湘平,100万元人民币,91330106328122714D
微笑网络科技,深圳市百特尔微笑网络科技有限公司,我们是—,深圳市百特尔微笑网络科技有限公司,深圳市宝安区宝安中心区西城上筑3A2205室,440306107876749,2013-09-02,刘海兰,100万元人民币,91440300077538589N
上海史伟莎,上海史伟莎清洁灭虫服务有限公司,LBS Hygiene 史伟莎 – 提供全面卫生解决方案，包括洗手间卫生、商业及家居灭虫、纸类及垃圾袋、清洁剂及一众手部清洁及消毒产品，成为您的卫生专家，LBS Air Purification Services 史伟莎空气净化服务 – 采用光等离子技术，捕捉空气中的污染物，包括甲醛、挥发性有机化合物、臭味、细菌、病毒、霉菌、烟气及烟味，迅速分解并转化为二氧化碳及水分等无害物质，保障客户健康,上海史伟莎清洁灭虫服务有限公司,上海市嘉定工业区洪德路1365号6幢底层,310000400459958,2006-03-20,黄莉,14万美元,913100007858872299,www.lbshygiene.com.cn
紫鹿定位,深圳市紫鹿文化创意有限公司,紫鹿定位是一家VR/AR精准定位解决方案提供商。公司营业高技术壁垒的VR/AR，可以精准定位企业VR/AR技术及方向并提供解决方案。,深圳市紫鹿文化创意有限公司,深圳市福田区华强北街道深南中路2008号华联大厦12楼1208,440306109951992,2014-07-29,肖勇,100万人民币,91440300311700151Q,www.ziluculture.com
大师保养,上海宽世易汽车服务有限公司,大师保养是一家汽车上门保养O2O服务提供商，支持用户在线预约，可通过微信、电话预定，技师上门至任意停车位保养车辆，改变用户到门店保养的模式，上海宽世易汽车服务有限公司旗下产品。,上海宽世易汽车服务有限公司,上海市嘉定区嘉戬公路500号22幢3016室,310114002926251,2015-06-23,杨昊,300万元人民币,91310114342162800X,233921.kuaizhan.com
荟仁堂,河南荟仁堂生物科技有限公司,河南荟仁堂生物科技有限公司成立于2008年，是中国芦荟专业委员会的理事单位，多年来一直处于国内芦荟产品研发的前沿，是中原地区唯一研发、生产芦荟系列产品的专业厂家。主要研发生产“荟仁堂”品牌系列化妆品。产品畅销河南、山东、陕西、山西、河北、甘肃、新疆、安徽、北京、天津等省市；部分产品销往南非、泰国、马来西亚、新加坡、香港、澳门、台湾等国家和地区。公司被科技部命名为“中国芦荟产业科技创新示范基地”。,河南荟仁堂生物科技有限公司,漯河市郾城区龙江路与太白山路交叉口东南角1幢,411100000025753,2012-07-04,乔海志,1356万元人民币,91411103599143429E,www.hnhuirentang.com
优而生物,南京优而生物科技发展有限公司,南京优而生物科技发展有限公司是专业致力于人类辅助生殖技术的相关产品的研发，成体干细胞，染色体端粒技术在抗衰老及严重疾病防治中的应用，和大数据分析应用于新药开发的高潜力的高科技生物医学企业。,南京优而生物科技发展有限公司,南京市江北新区新锦湖路3-1号中丹生态生命科学产业园C栋2层,320121000237157,2012-10-15,JINXINGLIANG,2800万元人民币,9132011505327753X1,www.njyournewlife.com
土星网络,深圳市土星网络有限公司,土星网络是一家移动游戏开发商和运营商，专注于手机网络游戏的研发及运营，企业开发RPG手游《光明传说》等产品，致力于打造精品游戏。,深圳市土星网络有限公司,深圳市南山区粤海街道深南大道北科技路西桑达科技大厦602,440301111659814,2014-11-14,郭国平,200万元人民币,91440300319552528K,www.saturngame.com.cn
华美敦,华美敦贸易（上海）有限公司,华美敦贸易（上海）有限公司隶属于华敦国际集团(Fairton)于1955年在香港创立，现已发展成为实力雄厚的国际时装品牌管理公司，业务遍布整个大中华区——香港、中国内地及台湾。目前，旗下品牌共有8个。分别是iBLUES、Marella、Marina Rinaldi、MAX&Co.、Max Mara、PennyBlack、Sportmax、Weekend by Max Mara。除了在亚洲区主要潮流之都的香港设有总部，集团的业务版图亦不断扩张，在北京、上海、广州、深圳沈阳及台北等主要城市均设有地区分公司及货仓,华美敦贸易（上海）有限公司,上海市普陀区真北路915号7层812室,310000400569260,2008-04-16,钟少坚,5000万元人民币,91310000672728969B,www.fairton.com
