名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
法律小巴,北京律宝信息科技有限公司,法律小巴是一家法律服务公司，专注为创业者提供优质创业法律服务的专业平台，以及提供免费微课讲座和法律咨询。,北京律宝信息科技有限公司,北京市海淀区青云里满庭芳园小区9号楼青云当代大厦17层1707室02号房间,110108018366556,2014-12-23,丁晓东,150万元人民币,91110108327184710Y,www.lawyerbao.com
常容律师,杭州常容企业管理咨询有限公司,常容法务是一家致力于企业法律满意解决的互联网平台。提供一对一专业律师咨询，标准化的法律产品，高效负责的律师推荐和质量担保服务。立志通过商业手段推动中国法治进步。,杭州常容企业管理咨询有限公司,浙江省杭州市余杭区仓前街道龙潭路20号4幢616室,330108000185442,2014-11-21,吴刚,100万元人民币,91330108311224255Q
普众科技,普众科技（北京）有限公司,普众科技(北京)有限公司成立于2013年1月，公司于2014年7月底开始正式运营，业务定位于行业信息化应用软件与系统的研发与集成服务。自开始运营之日起，公司就以注重技术服务、注重人才培养、注重科学管理为一贯原则，努力打造一支训练有素、朝气蓬勃、努力进取、具有创新意识的技术开发、系统设计、市场销售、企业管理的精干队伍。公司深度聚焦行业客户的信息化应用需要，在全面了解客户信息化需求的基础上，致力于为行业客户提供优秀的信息化应用产品与综合解决方案。公司的软件研发团队在政府综合监管信息化及食品追溯应用等领域拥有较强,普众科技（北京）有限公司,北京市西城区新街口外大街28号C座617（德胜园区）,110108015521982,2013-01-08,刘万荣,1001万元人民币,911101020613398252
成都唯智,成都唯智科技有限公司,唯智科技是一家微电子研发商，该公司是一家专业研发生产厚膜/ 薄膜电路的企业，由多年从事微电子研发、生产和销售的团队组成，为产品的下游客户提供了强有力的技术支撑和品质保障。唯智生产的主要产品有：应用于射频/ 微波/毫米波通讯领域的片式电阻/负载/衰减器，同轴负载，衰减器等；应用于汽车电子/ 新能源/工业控制等领域的厚膜/薄膜电路等。这些产品广泛应用于航空、航天、航海、雷达、电子对抗、导航、遥感、遥测、勘探、交通、公共安全、卫星通信、微波通信、移动通信、医疗设备、图像传输、广播电视等电子通信设备和汽车、新能源、工业自动化等电子控制设备中。,成都唯智科技有限公司,成都市郫都区成都现代工业港北片区港通北三路269号,510124000188261,2017-11-06,唐志蓉,50万元人民币,91510124MA6C60335G,weizhtech.com
智意科技,深圳市智意科技有限公司,智意科技是一家专注于智能保洁机器人的国家级高新技术企业。“ILIFE智意”是公司旗下扫地机器人自主品牌，依靠领先的研发技术、完善的生产供应链系统，智意品牌以高品质、低返修率、高效的服务得到客户和市场的广泛认可。,深圳市智意科技有限公司,深圳市龙岗区宝龙街道宝龙社区宝龙四路3号兰普源工业厂区2号厂房301(在南约社区联和工业区南同大道西段4号厂房(C15)及宿舍(C16)、宝龙四路18号康沃工业园2栋五楼、六楼设有经营场所),440301106819624,2013-01-10,叶定涛,2000万元人民币,91440300060287736X,www.iliferobot.cn
华荞网,庆阳华荞电子商务有限公司,华荞网是一个农副产品垂直电商，产业涉及荞麦的种植、生产、加工与流通等多个领域，以荞麦产品为特色，以无糖食品为主打，涵盖五谷杂粮、地方特产等四大类产品领域，现已开辟出糖人街、荞友会等特色栏目，并于线下大力开发美食体验+产品体验+新零售实体店，结合种植基地与生产加工，打造产供销一体的大健康农业产业链，形成特有的“B2B+B2C+O2O”全产业链经营模式。,庆阳华荞电子商务有限公司,甘肃省庆阳市环县电子商务孵化中心329室,621000000008528,2015-08-05,章维,500万元人民币,916210003513747925,www.hqw360.com
速锋科技,深圳市速锋科技股份有限公司,深圳市速锋科技股份有限公司的主营业务为专业从事高速精密电主轴及其零配件的研发设计、生产、销售和配套维修服务，其主要产品和服务：各种型号的电主轴和配件，及其电主轴维修业务。,深圳市速锋科技股份有限公司,深圳市宝安区西乡街道西成工业区永昌楼302-303室,440306103007864,2006-08-09,李小琳,6500万元人民币,914403007925518381,www.sufeng.com.cn
展诚机械,浙江展诚机械股份有限公司,浙江展诚建设集团股份有限公司是全国首批具有房屋建筑工程施工总承包特级资质的大型施工企业，同时具有工程设计和工程咨询甲级、地基与基础工程专业承包壹级、建筑装修装饰工程专业承包壹级、钢结构工程专业承包壹级、建筑幕墙工程专业承包壹级等多项行业最高等级专业资质。,浙江展诚机械股份有限公司,诸暨市陶朱街道城西开发区建工路1号,330681000001969,2003-12-08,章洪斌,5000万元人民币,91330600146214968P
华易明新,北京华易明新科技有限公司,北京华易明新科技有限公司经营范围包括集成电路芯片、电子产品的技术开发、技术服务等。,北京华易明新科技有限公司,北京市昌平区科技园区振兴路28号绿创科技大厦906,110114020450213,2015-12-25,刘乃若,5586.592万元人民币,91110114MA002RJW4K
铭仕体育文化,北京铭仕体育文化有限责任公司,铭仕体育文化是一家专业体育运动服务商，旗下有北京羿术射箭俱乐部，主要提供射箭练习场地、专业教学、器材销售及保养维修等一条龙服务。,北京铭仕体育文化有限责任公司,,110105020715066,2016-02-23,崔雅石,100万元人民币,91110105MA003PAK9L
纸赞papersan,上海沃兰德群企业管理咨询有限公司,纸赞papersan是一个纸品设计品牌。纸，纸上的创意；赞，以心赞颂。PaperSan为伟大神圣之意，用心，纸为你感动。纸赞PaperSan精心采选来自于英国，法国，意大利，美国，日本等国的独立设计师和艺人工匠设计制作的贺卡，手账，装饰画及伴手礼。纸赞PaperSan是一家专注纸品传递温暖的设计集合品牌。,上海沃兰德群企业管理咨询有限公司,上海市邯郸路173号9号楼211室,310109000257114,2000-07-03,储思遥,668.1万元人民币,91310109631770132T,www.thepapersan.com
食企道,沈阳食企道信息技术有限公司,沈阳食企道信息技术有限公司成立于2014年10月29日，注册资金5000万人民币。食企道是一家互联网电子商务平台为依托，集计算机软硬件设计、网络系统集成、智能化云终端研发为主的高科技企业。我们将打造一套先进的集采购需求分析、自动化下单、市场虚拟化、动态库存管理、智能物流配送、实时在线交易、诚信评价机制等于一体的电子商务平台。我们的客户可以获得最高的效率、最优的服务、最低的成本、最快的物流。,沈阳食企道信息技术有限公司,沈阳市浑南新区金卡路16号A802门,210112000067473,2014-10-29,杨云涛,5000万元人民币,91210112313169595L,www.shiqido.com
德凯股份,重庆德凯实业股份有限公司,重庆德凯实业股份有限公司成立于2005年11月，是一家集研发、生产，销售为一体的民营高新科技企业。是目前中国西南片区最大的覆铜板和半固化片专业生产厂家。公司成套引进世界先进覆铜板生产及检测设备，主要生产 CEM-3、阻燃环氧玻璃布FR-4.0(DK-C140、DK-C150、DK-C170)、半固化片(DK-P140、DK-P150、DK-P170)以及FR-4.1无卤素材料。年产FR-4板材共400万张，半固化片3000万米，产品广泛应用于计算机、通讯设备、汽车、航空航天等高科技领域，可做内销、自营进出口,重庆德凯实业股份有限公司,重庆市开州区白鹤工业园区,500234000009663,2005-11-03,叶飞龙,7509万元人民币,91500234781575252U,www.dekgf.com
北京来美安眼修复机构,北京来美安眼整形修复医学研究院,来美安(LOMEYE)源于王振军院长创办北京来美安眼整形修复医学研究院，至今已有30年技术传承历史。专注于东方人眼整形修复技术的临床研究及应用，王振军院长研发创立的“CF系列眼整形修复技术”，更是奠定了以“眼科学的功能治愈标准”和“美容外科的医学美学标准”双重标准要求的眼部整形美容理论，并由此制定出严格的“CF系列眼整形修复技术”操作规范，该技术能有效保护和治疗眼睛的各项生理功能，同时塑造出眼部最高境界的自然美。与传统手术方法相比，不仅极大的提高了眼部美容效果，而且大幅度降低了手术并发症发生率，积极有力的推,北京来美安眼整形修复医学研究院,北京市朝阳区北苑路13号院1号楼2层2-13,110105014135130,2011-08-09,常金纳,100万人民币,91110105580850705P,www.lomeye.com
