名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
天成财富,宁波景行天成财富投资管理有限公司,公司规模不大，但晋升制度很好，只要你有能力，公司给你平台，做到就是你的。,宁波景行天成财富投资管理有限公司,,330215000043795,2012-01-12,王君正,515万元人民币,91330201587470692K
盛实百草,天津盛实百草中药科技股份有限公司,天津盛实百草中药科技股份有限公司通过强化产品质量控制、完善产品加工工艺、拓展销售渠道和实施“品牌”营销战略，以投资自有种植基地、与产地公司合作及向市场收购就地加工等模式，从事包括人参、甘草、细辛等高品质中药材及饮片的生产和销售。公司主要种植、加工、销售人参、甘草、细辛、三岛柴胡和半夏等中草药类产品。,天津盛实百草中药科技股份有限公司,,,2011-07-13,李刚,17420.1887万元人民币,91120000579057814M,www.shengshibaicao.com
海陆重工,苏州海陆重工股份有限公司,"""苏州海陆重工股份有限公司是一家节能环保设备及核电设备的专业生产企业。公司主要产品为余热锅炉、核电设备。产品广泛运用于钢铁、石油、化工、有色金属、电力、造纸、印染、玻璃、制酸、制碱等行业.公司是国内余热锅炉设计、制造的重要基地之一。在国内工业余热锅炉领域,公司产品一直保持市场占有率第一。""",苏州海陆重工股份有限公司,张家港市东南大道1号（张家港经济技术开发区）,320500000043614,2000-01-18,徐元生,84227.1055万元人民币,913205007185431004,www.hailu-boiler.cn
优视三维,北京优视三维科技有限公司,"""北京优视三维科技有限公司（以下简称公司）成立于2015年11月，注册资本300万元，专注于裸眼3D技术产业化和推广。公司技术团队2015年参加中国电科第二届熠星创意创新大赛，经过多个环节的遴选,最终成为参加决赛路演的8个优秀项目之一。""",北京优视三维科技有限公司,,110105020136265,2015-11-05,段木林,300万元人民币,91110105MA001NAY73
去哪耍,成都创之道科技有限公司,去哪耍旅行成立于2015年9月，由成都创之道科技有限公司开发，国内第一家专做青年旅行特卖的平台。为景区提供整体营销解决方案，通过场景分类、情节模式设计为青年人群设计打造创新好玩的旅行。公司目前市场主要覆盖西南片区，以高校为切入点，累计游客人次近2万。,成都创之道科技有限公司,成都市锦江区工业园区锦华路三段88号C座15楼H区7D号,510104000273906,2015-03-26,张方勇,50万元人民币,91510104331993369C
霍普科技,霍普科技（天津）股份有限公司,"""公司坐落于美丽的北方港口城市——天津,中心办公区域在历史悠久、文脉昌盛的西青区南运河沿岸经济强镇——中北镇。    公司是一家专业环境公司。霍普环保主营业务包括:有机废气综合治理、污泥资源化处置、城市循环经济综合利用。公司长期致力于环境可持续化、效益化发展模式,全力营造城市循环、节能经济,为缔造“绿色中国”不懈努力着。    公司经过多年实践,具备咨询、施工、设计、运营等资质,具备建设投资、市场开发、技术咨询、技术研发、设备及原料生产、总承包建设、系统集成为一体的项目服务能力。霍普环保技术实力雄厚,作为高新""",霍普科技（天津）股份有限公司,天津市西青区中北镇星光路80号天津节能大厦22层,120111000067693,2010-08-26,孙浩,3500万元人民币,91120111559481976W,www.tjhope.cn
天天衣网,昆明亿小科技有限公司,天天衣网是一家打通线上线下的服装新零售平台。,昆明亿小科技有限公司,云南省昆明市官渡区螺蛳湾国际商贸城仓储一期34幢1层110号,530127000036163,2017-06-27,胡克伟,50万元人民币,91530127MA6KRMCQ2G,www.ttyixiao.com
零之具盘古,大连零之具盘古科技有限公司,大连零之具盘古科技有限公司大连分公司，是一家专门为企业单位信息化建设、使用和推广进行系列化服务的公司；是一家专注于互联网服务的公司，公司目前主营业务以企业网站设计制作、商城网站建设、行业门户网站开发、网站SEO优化推广、FLASH动画设计行业网站运营等电子商务应用于一体的信息化服务机构。,大连零之具盘古科技有限公司,辽宁省大连市沙河口区成义街10号11层17号,210200000556292,2013-06-05,马杰,100万元人民币,91210204064443986B,www.dlpangu.com
新钢股份,新余钢铁股份有限公司,"""新余钢铁股份有限公司是中国冶金系统第一家先进技术型中外合资企业,主要生产经营各类锰铁,生铁,矽铁,钢材;钢丝,钢绞线,铝包钢线,电线,电缆,CATV 有线电视传输线,OPGW 光纤复合电缆及延伸产品;化工产品、设备制造与销售;并提供技术咨询和服务.主要产品为中厚板、线材(盘条)、棒材(螺纹).公司作为国内著名的线缆制造企业之一,连续多年荣获全国外商投资双优企业、江西省""""优秀企业""""等称号;产品也多次荣获""""出口名优产品""""、""""江西省名牌产品""""等称号。""",新余钢铁股份有限公司,江西省新余市铁焦路,360000521000025,2003-10-10,夏文勇,318872.2696万元人民币,913605001583084437,www.xinsteel.com.cn
蓝魂环保,上海蓝魂环保科技有限公司,蓝魂环保是一家新型船舶尾气脱硫装置开发商，致力于专门从事为船舶尾气排放（脱硫脱硝）治理提供一体化的解决方案，解决船舶尾气排放治理难题，让发动机排放问题不再成为船东困扰。国内首家获得英国劳氏船级社船舶脱硫产品设计认可证书，挪威德劳船级社（DNV GL）AiP认证及美国船级社（ABS）AiP认证的企业，并获得中国船级社CCS认证。,上海蓝魂环保科技有限公司,中国(上海)自由贸易试验区芳春路400号1幢3层,310141000201578,2015-09-11,姚皓,800万人民币,913100003508461023,www.blue-soul.cn
悦兑,杭州悦兑科技有限公司,趣蜂房车是国内首款以整车理念和标准设计并打造的房车，采用发烧式的电路设计、全新的内饰工艺、整车供应链体系，打造真正能够脱离水电束缚，自由出行的发烧级房车产品。,杭州悦兑科技有限公司,拱墅区祥园路38号1幢4层B区410室,330105000266834,2012-12-06,曹洪波,300万元人民币,913301050567312919,www.chejl.com
智一农业科技,河南智一农业科技有限公司,智一农业科技是一个农牧产品认领平台。认购农牧产品，公司完成养殖及加工，养殖及加工信息会定期的向客户反馈，届满之时用户可以得到加工后的农牧产品或20%的资金回报。本项目满足对人们对食品安全的需求，让客户看得见自己吃的产品是如何一步一步加工来的，同时还可以用来理财，保证高额的回报。,河南智一农业科技有限公司,,410122000023544,2013-10-24,胡一平,100万元,,henanzhiyi.ebdoor.com
北京博创尚和,北京博创尚和科技有限公司,北京博创尚和科技是一家专注于教育领域智能机器人的科技公司，致力于为高等院校及科研院所提供机器人、工业自动化、智能物流、3D打印等领域的产品、服务及应用解决方案。,北京博创尚和科技有限公司,北京市朝阳区小营北路19号四层402室,110108015886177,2013-05-15,胡涛,500万元人民币,91110105069631839A,www.uptech-robot.com
湖南博长,湖南博长钢铁贸易有限公司,博长钢铁面向广大钢铁客户提供冷江中心库、钢厂直发及各区域子公司店铺线上下单功能。卖家业务经理及管理人员可以线上处理订单，并对销售产品进行线上维护和处理，隶属于湖南博长钢铁贸易有限公司。,湖南博长钢铁贸易有限公司,湖南省长沙市雨花区万家丽中路三段36号喜盈门商业广场2栋30007房,430100000003430,2005-03-21,魏怡锋,11160万元人民币,91430100772271572N,hnbcgt.mysteel.com.cn
辉诺生物,深圳辉诺生物科技有限公司,辉诺生物是一家生物医药试剂研发商。深圳辉诺生物科技有限公司（深圳辉诺）拥有一批专业的博士、硕士研发人员，专注于生物产品的不断完善和创新。产品覆盖面广，品质可靠。先后开发了涵盖分子生物学、细胞生物学、免疫学、生物医学等领域的多种试剂及试剂盒。同时，本公司提供各种常规生化试剂，库存常备产品多达3000多种，可随时为广大科研工作者提供各类专业试剂。我司为北京百泰克（Bioteke）试剂盒、仪器等、上海唯地感受态（2nd lab）、杭州弗德生物（FD8030等）等深圳地区独家经销商，为广大用户提供的高品质 PCR、qPCR、核酸纯化、DNA Marker、蛋白Marker 和快速克隆表达载体等系列产品，同时坚持与国际接轨，注重和国际先进企业的合作与交流，目前已经和Sigma、Axygen、Merck、Roche、Amresco、Millipore、Whatman、Corning、Fluka、Serva、Pharmacia、Applichem、Acros以及Dragon等著名企业结成紧密的合作伙伴关系，并提供产品代理、市场咨询等多项服务。,深圳辉诺生物科技有限公司,深圳市南山区桂庙新村桂八栋510室,440301111397584,2014-09-28,林晓生,10万元人民币,91440300319328825A,hn-tj.net
特写科技,桂平市特写科技有限公司,特写科技是一家科技自媒体。产品是由资深媒体及公关人创办，旗下有三大优质内容品牌：创意商业化观察（vipidea.cn）;遇见人工智能（人工智能首席媒体）；疯狂的创意（创意生活方式品牌短视频）。,桂平市特写科技有限公司,,450881000134846,2014-10-01,王之波,100万元人民币,91450881MA5L7ML58R,www.vipidea.cn
Pioneer Sports,上海悦体文化传播有限公司,开拓体育是一家专业的体育服务和战略管理公司。我们致力于打造中国体育和国际体育长期交流的专业平台，同时为俱乐部和公共机构提供足球、篮球相关的战略、组织、运营和技术方面的咨询。开拓体育也正在努力帮助中国青少年体育项目的普及和发展，并积极寻求与在地区性体育部门合作，开展公益性或半公益性的体育活动。,上海悦体文化传播有限公司,上海市杨浦区民京路853号1幢3042室,310110000724156,2015-02-12,张晚悦,200万元人民币,91310110324599734A,www.pioneersports.cn
致家视游,成都致家视游网络技术有限公司,成都致家视游网络技术有限公司成立于2014年2月。 公司位于成都市高新区世纪城南路599号天府软件园D5-16，隶属于金亚科技股份有限公司（深交所股票代码300028），注册资本1000万元人民币。,成都致家视游网络技术有限公司,成都高新区世纪城南路599号5栋16层,510109000415669,2014-02-12,王海龙,1000万元人民币,91510100091278680N,www.gfamily.cn
地利生鲜,哈尔滨地利生鲜农产品企业管理有限公司,利生鲜是一家生鲜超市连锁品牌，主要布局在商业中心、居民社区及高校商圈等场所，服务于高端社区人群，产品涵盖水果、蔬菜、肉类、粮油、水产等品类，并通过建立中央仓储及物流系统，可为用户提供送货上门服务。,哈尔滨地利生鲜农产品企业管理有限公司,哈尔滨市道里区友谊路22号,230102101090329,2016-04-19,耿孝国,10000万元人民币,91230102MA18XLEE72
ESUN智鼾垫,广州逸善舒晨生物科技有限公司,ESUN智鼾垫是一款医疗智能硬件，其监测原理是体位疗法的优化，广州逸善舒晨生物科技有限公司旗下产品。,广州逸善舒晨生物科技有限公司,广州市天河区科韵路12号之一101自编之三十九,440106001254315,2015-07-07,刘瑶,117.2883万元人民币,91440106347391186M,www.helloesun.com
康乾大成,康乾大成（北京）科技股份有限公司,乾大成(北京)科技股份有限公司的主营业务为汽车零配件销售及相关服务。康乾大成(北京)科技股份有限公司的主要产品为汽车轮胎、汽车配件、汽车耗材、汽车机油四类。道路运输经营许可证(二类汽车维修)、保险兼业代理业务许可证、高新技术企业证书。,康乾大成（北京）科技股份有限公司,北京市海淀区上地信息产业基地开拓路1号1层1224,110108015886136,2013-05-15,王瑶,2000万元人民币,911101080696376320,www.kangqiandacheng.com
齐齐网,重庆我爱车电子商务有限公司,齐齐网是国内最新一代从事汽车用品在线销售的电子商城，首创线上线下“一体化”商务模式，占领网络平台的高度，让客户足不出户就能在齐齐网上找到详尽的商品资料、说明以及顾客评论等信息，顾客可以方便的从琳琅满目的各类汽车用品中快速锁定需要的产品，又能快速的收集顾客的需求信息，产品的使用心得及评价的反馈；以线下实体产业基地，厂家直供的方式减少中间环节运营成本和代理费用，以低廉的价格，让利于顾客。,重庆我爱车电子商务有限公司,重庆市大渡口区金桥路9号,500104000432030,2014-02-13,韩建,105.2631万元人民币,91500104091222652D,www.che777.com
唯特视科技,深圳市唯特视科技有限公司,深圳市唯特视科技有限公司成立于2013年9月9日，是一家致力于人工智能、图像识别技术的高科技企业，成功研发出全球顶尖的3D人脸识别核心算法，识别准确度高，识别速度快，受外界环境影响小，拥有自主知识产权。目前，该技术广泛应用于政府部门、军工、公安、银行、社保、学校、园区、物业管理、互联网信息安全等多个领域。公司投入巨资建设全球第一个“人工智能图像识别云计算服务平台”，面向全球开放。,深圳市唯特视科技有限公司,,440301107921013,2013-09-09,夏春秋,600万元人民币,914403000780111480,www.3dface.com.cn
森喜家具,上海森喜家具有限公司,森喜家具主营类目：住宅家具及居家日用，隶属于上海森喜家具有限公司，该公司的经营范围有：家具、木制品、不锈钢制品生产、加工、销售，办公设备、办公用品、日用百货、塑料制品销售等服务。,上海森喜家具有限公司,上海市松江区泖港镇中民路599弄1号1幢二层-A233,310117003297265,2015-08-12,夏广为,100万元人民币,913101173510808079,www.maocelo.com
