名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
金拇指文化,上海金拇指文化发展有限公司,金拇指文化发展有限公司由上海英特颂图书有限公司与（株）韩国奥乐达公司中韩合资共同成立。公司将出版资源与幼儿教育共享，挑选多种国际领先的教具和教材，经过悉心研发，并汲取韩国教学中心的经验，成就幼儿教育。金拇指尤其重视构建知识信息化社会所必需的思考力教育系统，是致力于培养幼儿创造力和情商的幼儿教育机构。,上海金拇指文化发展有限公司,上海市静安区中山北路838号820－2幢302室,310000400723579,2013-10-29,袁杰伟,1000万元人民币,91310000078151765R,www.gemstonecn.com
阿里西西网,南宁阿里西西网络科技有限公司,阿里西西成立于2010年，是一家专注于企业的数据挖掘和信息服务提供商，目的是为采购人员和采购工程师提供精确的产品和供应商信息搜索服务。,南宁阿里西西网络科技有限公司,,450102200007000,2009-01-21,曾锋,10万元人民币,91450107682144561J,www.13254.com
振华科技,中国振华（集团）科技股份有限公司,"""中国振华(集团)科技股份有限公司是一家主要从事电子信息产品的研制与生产经营的企业.经营范围包括自产自销电子产品、机械产品;贸易、建筑、经济信息咨询、技术咨询、开发、转让及服务,自产自销电子信息产品、光机电一体化产品、经济技术服务,电力电工产品、断路器、高低压开关柜、光电源产品、特种灯泡、输配电设备。""",中国振华（集团）科技股份有限公司,贵州省贵阳市乌当区新添大道北段２６８号,520000000004648,1997-06-26,杨林,46934.2218万元人民币,915200002146000364,www.czst.com.cn
天呈食材,四川天呈食材供应链管理有限公司,天呈食材是东方天呈信息产业集团有限公司旗下以餐饮场景为入口，致力打造构建餐饮渠道商业价值产业生态系统平台；东方天呈集团创立于2013年，是一家围绕安全食品上下游进行全产业链布局和资源信息数据整合的综合型企业。公司致力于打造安全食品产业的领先企业，为全社会提供智慧食安整体解决方案，为消费者提供安全高品质的食材食品，推动中国现代农业发展和乡村振兴，以“食安梦”助力“中国梦”，实现产业报国。集团旗下现有文化传媒、食材供应链、现代农业、文化旅游、商业管理、餐饮管理、基金管理、智能硬件、云大数据、研究院等多家子公司。,四川天呈食材供应链管理有限公司,成都市锦江区石牛堰街8号,510104000388387,2017-04-13,刘军,3830.3571万元人民币,91510104MA6CN8BA85,www.meiweigx.com
朗誉科技,天津朗誉科技发展有限公司,朗誉科技是一家AGV高新技术产品研发生产商，专注于研发生产AGV整机及各种零部件。,天津朗誉科技发展有限公司,华苑产业区榕苑路15号7-D-401-A,120193000017120,2008-07-21,任志勇,1000万元人民币,91120116675987501N,www.agv100.com
恒达食品,晋城市恒达食品有限公司,晋城市恒达食品有限公司创建于2002年，是一家集生产、营销于一体的现代化食品工业企业。以干果休闲食品（炒货、水果干制品、蜜饯、糖、休闲食品五大系列及各种不同档次的新型礼盒）为主导产品的标准化公司。,晋城市恒达食品有限公司,山西省晋城市城区北环街郭山村西,140500200022662,2005-08-09,蔡建平,100万元,91140500778142042E
瞻驰科技,常州瞻驰光电科技股份有限公司,常州瞻驰光电科技股份有限公司主营业务为光学晶体、特种陶瓷的研发、生产与销售。公司的主要产品为蒸镀材料，包括五氧化三钛、钛酸镧晶体、陶瓷钛酸镧、五氧化二钽、石英环。公司于2014年获得常州市高新技术产品认定证书。,常州瞻驰光电科技股份有限公司,江苏武进经济开发区腾龙路2号,320483000372743,2013-05-21,李新华,500万元人民币,91320412069467688K,www.prosrun.net
简融网,简融（上海）信息技术有限公司,简融网是一个提供一站式融资服务交易的平台，通过线上+线下、标准化+个性化的服务体系，为客户提供针对性的投融资信息对接和项目撮配服务，也为创业者提供全方位的融资服务，通过真资方、真服务完成真实融资交易，解决中小微企业融资难问题。,简融（上海）信息技术有限公司,上海市虹口区海宁路137号7层F座766R室,310109000789135,2016-07-13,赵慧奇,6900万元人民币,91310109MA1G55GP03,www.helloangell.com
向往人脉圈,广东向往创业投资有限公司,向往人脉圈是向往创投旗下人脉资源组织，目前已经落地运营的有花都人脉圈、番禺人脉圈、越秀人脉圈、天河人脉圈，已组织的公益性室内茶聊活动和户外活动超过100期，参与人数超过15000人。向往人脉圈计划在全国建立3000+人脉圈，遍布全国各地。在活动邀约、活动组织、会务管理等方面需要更多的人才参与进来，一起投入向往公益事业，帮助更多的人获取资源、朋友。,广东向往创业投资有限公司,广州市番禺区南村镇南村社区兴南大道798号601,440101000510552,2017-07-12,易龙,5000万元人民币,91440101MA59QCUK3J
赛威分离,江苏赛威分离科技有限公司,赛威分离是一家色谱分离技术与系统装置研发商，该公司以模拟移动床技术为基础，消化吸收了国外先进技术与经验，经自主研发和创新，针对淀粉糖、生物发酵、食品医药行业研发成功的色谱分离技术与系统装置、固定床连续离交技术与系统装置、模拟移动床连续脱色技术与系统和装置。这些技术和系统装置具有先进性、实用性、经济性、科学性的技术特点，部分技术综合性能已达到或超过国外同类水平。其中色谱分离系统具有系列工艺集成、树脂适应广泛的特点；固定床连续离交系统具有设计经济科学、系统低耗环保特色；成功开发的自控程度高、运行成本低、连续性好，性能高效的脱色系统也步入行业先进行列；梯度膜过滤工艺具有过滤时间长，过滤效率高，运行成本低等优势。,江苏赛威分离科技有限公司,徐州经济技术开发区绿地之窗商业广场(K地块)商办楼-1-1416,320301000089160,2017-10-24,王玉廷,1000万元人民币,91320301MA1T5K664Y,sepwell.com
