名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
创冠智能,深圳市创冠智能网络技术有限公司,深圳市创冠智能网络技术有限公司是一家机器人系统集成的研发及销售商。,深圳市创冠智能网络技术有限公司,深圳市南山区北环路与深云路交汇智慧广场C栋3楼(办公场所),440301103881303,1997-11-19,李月花,5010万元人民币,91440300279439431T,www.cgzn.com
视云融聚,视云融聚（广州）科技有限公司,视云融聚（广州）科技有限公司（简称：视云融聚）成立于2017年，是一家云视频应用领域的高科技创新企业，探索和开发云视频应用领域各项前沿技术，公司围绕CLOUDVOS（cloud video os）云视频操作系统，研究大数据与行业应用、AI与业务场景结合的落地解决方案，拥有的主要技术包括AR增强现实、人工智能、云计算、大数据、数据可视化等。公司成立之初，以其创新的技术理念获得了东方网力等多个资方的战略投资，目前，公司与东方网力、阿里云等知名企业达成战略合作伙伴关系，在产品和商业上深度融合，面向公安、交通、教育、旅游等多个行业提供优秀的解决方案和服务，以视频作为信息和服务的入口，梳理、改善、深化行业业务应用，通过视频即应用，视频即服务，再造用户价值。,视云融聚（广州）科技有限公司,广州高新技术产业开发区南翔二路1号自编一栋201房之A10,440112000223740,2017-12-22,宋建江,2070.67万元人民币,91440101MA5ANCTX8R,www.cloudvos.com
聚看点,霍尔果斯驰文网络科技有限公司,聚看点是一款基于数据挖掘的内容推荐型产品，旨在为用户提供有效的新闻资讯、热门话题、视频等。一方面能为用户带来零钱收益，另一方面还可以为广告主提供高效，精准，优质的广告营销服务。,霍尔果斯驰文网络科技有限公司,新疆伊犁州霍尔果斯经济开发区伊宁园区惠远路以西伊宁大街以南52号帅府公司办公楼101室,654000055160385,2017-12-13,朱晶微,100万元人民币,91654004MA77RJH97F
德视佳,北京德视佳眼科诊所有限公司,德视佳眼科（EuroEyes）是一家来自德国的眼科激光手术中心，专注于眼科手术诊疗各种屈光不正（近视、远视、散光、老花、白内障）。其位于德国、丹麦及中国的眼科手术中心共有20多家，迄今已成为德国乃至欧洲连锁的眼科激光手术中心。1993年至今，德视佳眼科（EuroEyes）已经成功实施超过40万例眼科手术，为近视、远视、散光及高度近视（ICL人工晶体），老花眼 （三焦人工晶体）、白内障患者提供专业可靠的手术方案。,北京德视佳眼科诊所有限公司,北京市西城区金城坊街2号楼03层302区-L319,110000450287637,2015-05-28,J rn Slot J rgensen,2000万元人民币,911101023222090183,www.euroeyes.cn
南方网通,深圳市南方网通网络技术开发有限公司,深圳市南方网通网络技术开发有限公司（简称南方网通集团）创立于2007年，集产品研发、销售、服务为一体，是一家拥有自主知识产权的创新型公司。南方网通集团专注于互联网+全网营销服务，其自主研发G3云推广全网营销自助应用平台，开创了PC互联网与移动互联网双模整合网络营销时代，曾获评“2017年广东省佳自主品牌”荣誉榜单、2017中阿博览会“中国自主品牌创新贡献奖”等。南方网通致力于全网营销推广和计算机互联网信息技术领域，帮助中小型企业从产品策划、网站建设、品牌运营、营销推广、低成本精准获客、提升转化率等方面提供一站式全网营销服务，真正落地解决中小企业经营管理危机难题，助力企业品牌创新持续性发展。,深圳市南方网通网络技术开发有限公司,深圳市南山区南头关口二路智恒战略性新兴产业园16栋3楼,440301103615821,2008-09-11,费勇,114.9425万元人民币,914403006803770545,www.51g3.net
慧煜,北京慧煜纳米科技有限公司,慧煜是一家纳米材料研发商,北京慧煜纳米科技有限公司,北京市北京经济技术开发区荣华南路9号院3号楼8层802室,110302019420068,2015-06-30,任伟,1000万元人民币,91110302348442432E
开店APP,西安开好店网络科技有限公司,开店APP是一家专注于实体店开店服务的多功能一站式开店服务平台。目前以微信小程序作为运营端口，主要功能板块包括开店问答、合伙开店、新店筹备、老店转让、新铺招租、项目加盟、求职招聘、二手物品和积分商城。,西安开好店网络科技有限公司,陕西省西安市莲湖区丰庆路东口景寓学府东区16单元1802室,,2018-03-21,乔景斌,111.1111万元人民币,91610104MA6URH7C1G,www.kaidianapp.com
翎云思创网络科技,深圳翎云思创网络科技有限公司,闪电熊主打24小时健身，并通过连接App实现‘智能健身’。用户用智能手环开启门禁，健身房的灯光、空调、窗帘自动打开；用户走进健身房，根据闪电熊App推送的健身计划，逐一扫码器械进行锻炼，锻炼中器材教学视频会跟着用户的运动节奏改变，人动机动人停机停，保证运动的有效性，运动完用户健身数据会实时上传并做效果评估。,深圳翎云思创网络科技有限公司,深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）,440301112894487,2015-05-18,雷敏,500万元,91440300342516031B,www.lightningbears.com
科微智能,安徽科微智能科技有限公司,安徽科微智能科技有限公司是一家国内领先的，专业从事水上机器人及水上无人船系统研发、生产、销售、服务为一体化的国家级高新技术企业，已获得中海达（300177）、高捷资本、艾瑞资本等国内知名产业基金和风投基金的战略投资。,安徽科微智能科技有限公司,安徽省合肥市高新区创新大道2800号合肥创新产业园二期F3楼2层,340191000012818,2012-07-17,张新钊,1139.94万元人民币,91340100050185699K,www.cowis.cn
熊爸爸,熊爸爸(武汉)教育科技有限公司,"""他们一个来自IBM，一个来自UC优视，因为孩子走上了亲子创业之路，创办了熊爸爸这家亲子互联网公司，他们的想法很简单，希望通过熊爸爸的服务，让更多中国家庭，尤其是爸爸们在节假日放下加班应酬，走出房间，陪伴自己的孩子去玩耍，去探索这个未知的世界，把时间浪费在这美好的“事物”上。, 他们就是“熊爸爸”创始人徐昭，张钰慧。, 他们的使命：, 从玩沙开始，通过价格革命，让亲子游乐不再昂贵奢侈。, 从玩沙开始，通过个性推荐，让亲子生活真正丰富多彩。, 从玩沙开始，陪伴孩子，一起把时间浪费在美好事物上。, 熊爸爸的核心价值观：陪伴！（没有什么比陪伴更宝贵，因为那才是孩子要的）, 熊爸爸的企业文化：永不加班！（高效，主观能动性，超强执行力，没错，我们要打造的团队就是这样，高效的工作，按时回家好好陪伴家人，孩子，这才是我们要的生活）, 我们期待更多的人才成为我们亲子事业的合伙人，我们不仅提供非常有竞争力的薪资待遇和超前的人性化制度，最关键，我们会提供你们更多的时间去陪伴家人，孩子，你们可以做到，熊爸爸可以做到。""",熊爸爸(武汉)教育科技有限公司,,420100000464261,2015-01-13,徐昭,11.1111万元人民币,,www.xiongbaba.com.cn
