名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
蚂蚁分工,陕西华路达公路勘察设计有限公司,蚂蚁分工是一家工程设计企业，致力于总结归纳本行业项目管理和任务协同的需求和规律，投入开发项目管理平台，专注于任务协同这一板块。,陕西华路达公路勘察设计有限公司,,610000100565673,2013-05-20,赵刚,3000万元人民币,91610000067931184P
ZEPP,泽普互动（北京）科技有限公司,Zepp是一个专注于海外运动市场的可穿戴设备研发商。致力于数字体育产品的研发、生产以及销售，公司的产品主要有ZEPP运动传感器、ZEPP Baseball和Zepp Golf。,泽普互动（北京）科技有限公司,北京市海淀区知春路51号慎昌大厦5086室,110108014166816,2011-08-18,韩铮,50万元人民币,91110108580844188P,cn.zepp.com
富春通信,富春科技股份有限公司,富春通信股份有限公司成立于2001年，是一家专业为中国移动、中国联通、中国电信等通信运营商提供通信网络建设技术服务的高新技术企业，主要从事通信网络规划、可行性研究、设计咨询、建设管理；通信信息化工程承包、设计、监理、软件开发。,富春科技股份有限公司,,350000100014650,2001-03-02,缪品章,72793.2017万元人民币,913500007264587158,www.forcom.com.cn
汇能精电,北京汇能精电科技股份有限公司,"""公司是一家成立于2007年3月,集研发、生产、销售为一体,属新能源电源跨行业高速成长的中关村海淀科技园所属的高新技术企业。公司注册资金3263.16万元,主要从事国际、国内先进水平智能网络化混合电源方案产品,如:太阳能电源控制器、太阳能电源控制逆变一体机、通信及电力专用逆变电源、专用混合电源网络配套智能备仪表等产品的研制、开发、生产及销售,以及各种电源应用系统的设计及工程服务。公司取得了ISO9001—2008质量体系认证,CGC金太阳认证、CE、ROHS认证等多项国内、国际权威产品认证;产品通过了国家级质""",北京汇能精电科技股份有限公司,北京市海淀区上地信息产业基地三街1号楼二层A段228号,110108010046155,2007-03-14,孙本新,4063.16万元人民币,91110108799973777Q,www.epsolarpv.com.cn
施泽福莱航空设备,新疆施泽福莱航空设备有限公司,施泽福莱航空设备是一家专注农业航空植保的高新科技企业。引进高科技植保无人机、航空植保农药和喷施肥技术，主营植保无人机销售、植保服务、航空植保农药及农业技术推广。,新疆施泽福莱航空设备有限公司,新疆乌鲁木齐市沙依巴克区西北路499号（新疆大学信息技术创新园）112-4室,650104050083795,2014-07-10,崔永明,500万元人民币,916501003965785612,cn.ttfly.com
拜腾,南京知行新能源汽车技术开发有限公司,拜腾智能电动车是一家智能电动车以及智能汽车研发商，公司已经对外发布了首款SUV五座车型的汽车，低配版会有四座版本，后排座空间比传统车延展了20厘米，车内每个人都配有类似iPhone大小的触屏屏幕。,南京知行新能源汽车技术开发有限公司,南京经济技术开发区红枫科技园A3栋201室,320192000071520,2017-06-13,DANIEL ISIDOR KIRCHERT,564571.117万元人民币,91320192MA1P6H1QXK,www.byton.cn
纬讯电子,秦皇岛炜翔商贸有限公司,纬讯电子是一家电子设备类项目。,秦皇岛炜翔商贸有限公司,,130302000027822,2006-04-20,李江,100万元人民币,911303007870426680
幻思文化,北京幻思文化传播有限公司,幻思文化是一个创意品牌策划提供商。,北京幻思文化传播有限公司,北京市朝阳区西大望路甲12号2号楼(国家广告产业园区孵化器27967号),110105016846860,2014-03-12,缐永晶,375万元人民币,91110105061253749P,huansiwenhua.com
环湾检测,青岛环湾检测评价股份有限公司,"""公司是一家独立的第三方检测服务机构。目前,公司主要从事职业卫生、公共卫生以及放射卫生等在内的第三方检测与评价服务,同时公司取得了食品检验资质并计划将其作为后续业务的增长点之一。报告期内,公司主要面向山东省内市场,并致力于成为检测行业具有一流公信力的第三方检测机构。""",青岛环湾检测评价股份有限公司,山东省青岛市崂山区株洲路168号11楼、12楼,370212230024346,2010-06-17,逄涛,800万元人民币,91370200557701066F,www.huanwan.com.cn
恋爱记,武汉滴滴网络科技有限公司,滴滴网络是一家情侣社交相关APP研发商，公司旗下产品有情侣社交APP恋爱记及婚恋社交APP半侣。公司推出恋爱记录免费印成书活动，在恋爱记APP连续签到21天的情侣用户可参与活动，由公司将其故事印成小册子。,武汉滴滴网络科技有限公司,武汉市东湖新技术开发区光谷大道77号金融后台服务中心基地建设项目二期B4栋1-2层03室321室,420100000377748,2013-12-04,付小龙,3.594105万元人民币,91420100081991335A,lianaibiji.com
清华大数据苏研院,聚云浩海（苏州）信息科技有限公司,清华大数据苏研院是一个大数据应用研究中心。,聚云浩海（苏州）信息科技有限公司,,320584000369899,2013-05-30,林辉,1600万元人民币,91320509069518078E,www.tsinghuabigdata.com
宅生活,西安西尚信息科技股份有限公司,宅生活1KM生活圈是创新型的智慧社区生活及商业云服务平台（社区生活APP），通过移动互联网为本地和本地周边提供大众生活消费服务，包括物业中心、社区便民、跳蚤市场等。,西安西尚信息科技股份有限公司,西安市高新区太白南路181号西部电子社区A座A区4层402室,610131100111631,2013-09-30,刘洪涛,935.1万元人民币,91610131073443902B,www.1km365.com
志诚信息,新疆志诚元创信息科技股份有限公司,新疆志诚元创信息科技股份有限公司主要从事信息系统业务咨询、方案设计、信息集成项目实施、运行维护、技术升级等方面的信息系统集成服务、相关硬件设备销售以及面向教育、医疗、政务等领域的软件平台开发。在信息系统集成业务方面，公司可以为客户提供从业务咨询、系统规划、开发实施到后续维护和技术升级改造的一站式IT综合解决方案，也可以单独为客户提供其中某一环节的服务。公司在为客户提供信息系统集成服务的同时，将根据客户的需求，采购相关硬件设备，将其与计算机软件有机结合，更好地实现解决方案。在软件平台开发方面，公司根据客户或市,新疆志诚元创信息科技股份有限公司,新疆乌鲁木齐高新技术产业开发区（新市区）北京南路442号新发大厦2709室,650102050055313,2010-09-09,陈虎城,750万元人民币,91650100560534852L,www.xjzhicheng.cn
数据堂,数据堂（北京）科技股份有限公司,数据堂（股票代码：831428）成立于2011年，为国内上市的大数据资源服务龙头企业，致力于成为全球最大的数据服务商。秉承“专注数据，共享价值”的服务理念，旨在盘活和融合各类大数据资源，挖掘数据价值，为客户产品和服务增值，为社会发展和进步献策。,数据堂（北京）科技股份有限公司,北京市海淀区中关村大街18号B座1801、1807、1809、1811、1813、1815、1817、1819、1821,110108013162411,2010-08-26,齐红威,15199.3687万元人民币,91110108560358422K,www.datatang.com
美冠博,成都美冠博商贸有限公司,美冠博是一家生产销售门禁系统、智能停车系统、酒店控制系统、智能一卡通的产品经销商和工程承接商。主要产品有：门禁系统、门禁考勤系统、门禁指纹系统、门禁视频监控系统、智能考勤系统、指纹打卡系统、售饭系统。,成都美冠博商贸有限公司,成都市武侯区龙腾西路3号,510107000879124,2015-05-07,朱照云,100万元人民币,915101073320600346
盛纺股份,江苏盛纺纳米材料科技股份有限公司,江苏盛纺纳米材料科技股份有限公司主要从事功能性无纺布的研发、生产和销售。公司以聚丙烯、色母粒、油剂为主要原料，利用亲水剂合成改性技术、“喷射平涂”亲水工技术对聚丙烯进行改性重组，经过高温熔融、喷丝成网、热轧粘合、卷绕分切等连续生产工艺，从而形成功能性无纺布系列产品。公司产品根据功能不同可分类为：普通无纺布（拒水无纺布）、亲水无纺布、超柔软无纺布、阻燃无纺布、抗菌无纺布、抗静电无纺布等。公司产品主要应用于医疗、卫生、农业生产、家具家纺、汽车装饰等领域。,江苏盛纺纳米材料科技股份有限公司,,320583000336514,2009-12-03,虞胜椿,5955.5572万元人民币,91320500697910759K,www.cnblj.net
熊猫优选,杭州铕璨网络科技有限公司,熊猫优选app是一家优惠券类导购电商平台，熊猫优选app为用户提供大量天猫淘宝购物优惠券，致力于让用户可以享受超实惠省钱的网络购物体验，购物更实惠。,杭州铕璨网络科技有限公司,杭州市西湖区玉古路138号玉泉饭店863室,330100400053142,2015-01-21,周健,2000万美元,91330100321716237Y,quan.lukou.com
承德避暑山庄,承德避暑山庄旅游股份有限公司,避暑山庄是清代皇帝夏天避暑和处理政务的场所。避暑山庄被公布为第一批全国重点文物保护单位，与同时公布的颐和园、拙政园、留园并称为中国四大名园，1994年12月被列入《世界遗产名录》。,承德避暑山庄旅游股份有限公司,河北省承德市双桥区丽正门大街1号,130800400000929,2001-01-18,谭永才,3900万元人民币,911308026012140983,www.bishushanzhuang.com.cn
镭图光电,苏州镭图光电科技有限公司,镭图光电是一个广电设备研发及生产制造商。,苏州镭图光电科技有限公司,苏州工业园区星湖街218号生物纳米园A4楼110室,320594000727826,2017-07-03,朱俊,200万元人民币,91320594MA1PAYEQ02
星辰探索,中山星辰探索工业有限公司,中山星辰探索工业有限公司是一家无人机制造商。,中山星辰探索工业有限公司,中山市石岐区龙井南路3号置贤大厦六层(47卡),,2018-07-10,杜煜祺,20万元人民币,91442000MA51YYHH2M
天奕股份,广州市天奕信息技术股份有限公司,广州市天奕信息技术股份有限公司主要业务为主要致力于综合数据管理系统、试验数据管理系统（TDM）、交互式电子技术手册（IETM）、模拟仿真平台、模拟仿真设备、自动测试系统（测试数据自动采集与分析系统）、智慧校园等软硬件产品的自主研发、生产和销售。公司主要产品为综合数据管理系统、智慧校园、交互式电子技术手册、测试数据自动采集与分析系统、天奕自主试验数据管理系统、模拟仿真平台、模拟仿真设备。,广州市天奕信息技术股份有限公司,广州市番禺区东环街番禺大道北555号天安总部中心15号楼801、802,440106000144232,2004-09-02,王忱,1050万元人民币,9144011376612850X2,www.skyi.com.cn
Bet310,广州云博体育科技有限公司,,广州云博体育科技有限公司,未知,440106001441591,未知,袁鹏,50万元人民币,91440106MA59BNCN16,sports.sxl.cn
浙江博蓝特,浙江博蓝特半导体科技股份有限公司,"""浙江东晶博蓝特光电有限公司,成立于2012年10月，坐落于金华市国家级经济技术开发区。博蓝特秉承“持续满足客户需求，为客户创造独特价值”的经营理念，以领先的技术水平、雄厚的资金实力、先进的生产设备，致力于大尺寸蓝宝石平片及图形化蓝宝石衬底的研发、生产和销售。""",浙江博蓝特半导体科技股份有限公司,,330700400012623,2012-10-15,徐良,11180万元人民币,913307010542465912,www.bst-group.cn
ChokStick极骚货,深圳市炒客文化传播有限公司,ChokStick极骚货 是一个主打时尚设计的媒体及社会化电商，提供独立设计师作品分享、访谈、商业推广、销售服务等。,深圳市炒客文化传播有限公司,深圳市罗湖区桂园街道解放路4068号名仕阁A座33层05号房,440301108158738,2013-10-21,陆遥,10万元人民币,9144030008126148XQ,chokstick.com
高老庄吧,北京乐彤科技有限公司,高老庄吧是一个装修服务社区，主要致力于提供装修施工的监管服务，并提供装修材料团购。,北京乐彤科技有限公司,北京市朝阳区东三环弘燕路10号德元九和大厦8层815室,110101016069749,2013-07-10,刘元俊,100万元人民币,91110105074187971K,www.glz8.com
鞋子网,上海为品网络科技有限公司,鞋子网，华坚集团旗下鞋业电子商务平台，下属有鞋子网零售平台（http://www.xiezi.com），鞋子网分销批发平台（http://www.xiezi.net）；,上海为品网络科技有限公司,浦东新区南汇新城镇环湖西二路888号2幢2区3070室,310115002652125,2017-06-16,王建学,1000万元人民币,913101153326316187,www.xiezi.com
菜鸟会展,深圳菜鸟会展科技有限公司,菜鸟会展是一个专注于会展与活动展览设计的公司，利用“互联网+”模式，致力打造一个会展活动一站式的服务平台。菜鸟会展打破传统的以设计公司为‘承包商’的交易模式，升级为参展商直接面对设计师，提供多套效果以供对比选择。同时也直接面对制作工厂，由多家工厂对相同方案提供报价，价格更透明，综合对比。,深圳菜鸟会展科技有限公司,深圳市南山区南头街道深南大道10128号南山数字文化产业基地东塔3008,440301113378257,2015-07-16,马利民,1000万元人民币,91440300349618276N,www.zlo2o.cn
心连心能源化工,新疆心连心能源化工有限公司,心连心能源化工是一家化肥生产商，主要从事化肥的研发和生产，并开展化学品研发和销售，以及煤炭的开采和销售等业务，采用欧技第四代高压非催化法技术和水煤浆气化技术.,新疆心连心能源化工有限公司,,652324030000604,2011-04-02,郭正,210000万元人民币,91652324572501476R,www.xjxlx.com.cn
赛易科,北京赛易科信息技术有限公司,赛易科是一家无源无线智能楼宇产品研发商，主要产品包括无源无线开关，照度、温湿度、CO2传感器，门磁传感器，振动传感器、中继器、灯光控制器、温控器、网关等。适用于公共建筑、办公场所、机场车站、宾馆酒店、学校医院等，更适用于旧房改造或后装工程。,北京赛易科信息技术有限公司,北京市朝阳区阜通东大街1号院5号楼2层3202,110105015387346,2012-11-19,丁丁,1000万元人民币,91110105057312259U,www.secotech.com.cn
