名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
龙雨电子,苏州龙雨电子设备有限公司,龙雨电子是一家主要为3C制造产业提供自动化配套服务的高新技术企业，主要致力于智能设备及解决方案、精密组装治具及功能测试治具的研发、生产与销售。其产品可广泛应用于智能消费电子、汽车及零部件、液晶面板、医疗器械、通讯工程等行业。2013 年以来，龙雨电子开始成为全球知名消费电子企业的合格供应商。,苏州龙雨电子设备有限公司,,320506000067677,2006-03-06,牛朝军,938万元人民币,913205837849762705,www.longyumax.com
天宇智能,沈阳天宇智能设备有限公司,天宇智能是一家智能装备制造服务商，是一家以“机器人应用为核心，为客户提供自动化解决方案的智能装备制造”高科技有限公司。 公司依托先进的项目管理理念和尖端的技术人才，具备独立研发、设计、加工、装配、调试中小型工业机器人装备、激光设备、超声波焊接工作站、自动化生产线及系列化服务的能力。产品有机器人抓手，机器人搬运，机器人焊接，机器人码垛，非标工装，公司现有机械设计、焊接工艺编程、电气工程师和模具调试钳工等20余名精英团队。产品设计初期通过工程布局、仿真、三维软件设计来完成。现具有多家高精密加工配套工厂，具备加工中心等加工设备及精确的三坐标检测实验室。,沈阳天宇智能设备有限公司,辽宁省沈阳市于洪区西江街223-15号1-5-3,,2018-12-20,周天宇,100万元人民币,91210114MA0YCB4Y7U,tyzn16.com
正合普惠金融,成都正合联众网络科技有限公司,深圳正合普惠金融服务有限公司于2015年12月23日在深圳前海注册成立，总部位于成都。公司以完整、专业的风控团队为核心依托，与银行、专业机构、信托、第三方支付等金融机构建立了良好坚固的合作关系， 致力于为广大白领人士、小微企业、工薪阶层等高成长群体提供创新型、高质量的资金解决方案及信用服务。,成都正合联众网络科技有限公司,中国（四川）自由贸易试验区成都高新区天府大道北段1700号9栋1单元15楼1519号,510109000705872,2015-12-29,王静,1000万元人民币,91510100MA61T42W2X,baike.baidu.com
协鑫集成科技股份,协鑫集成科技股份有限公司,协鑫集成科技股份有限公司（002506.SZ）致力于打造成全球领先的一站式智慧综合能源系统集成商，成为以技术研发为基础、设计优化为依托、系统集成为载体、金融服务支持为纽带，智能运维服务为支撑的一体化“设计+产品+服务”包提供商，构建差异化的领先的商业模式。,协鑫集成科技股份有限公司,上海市奉贤区南桥镇江海经济园区,310226000457712,2003-06-26,舒桦,506240万元人民币,91310000751873021H
慕声定制耳机,西安慕声电子科技有限公司,hello ear是一个高品质定制耳机品牌。hello ear通过与清华大学和北京科技大学合作，大量采集相关数据并进行分析，为人耳建立相关数据库的同时也为人的耳朵开发了类似尺码化的耳机定制标准。,西安慕声电子科技有限公司,西安市碑林区互助路66号西部电力国际商务中心17层1728号,610103100027255,2014-04-18,俞辰,277.77万元人民币,916101030987507308,www.helloear.com
雀享宝,雀享科技（广州）有限公司,雀享科技是一家新零售服务提供商，专注于为用户提供经营工具、营销方法、跨界商业方案、品牌塑造等全链路服务，帮助商家连接线上线下用户、实现数据化运营、简化供销流程，提高经营效率的同时进行全渠道商业化变现，旗下还拥有“雀享宝”是一个服务于实体小店的互联网服务平台。,雀享科技（广州）有限公司,广州市天河区珠江新城华明路9号2808房之三(仅限办公),,2018-10-22,殷春波,100万元人民币,91440101MA5CJ5PP86,www.quexb.com
妈妈派育儿,深圳市嵇康信息技术有限公司,妈妈派育儿隶属于深圳市嵇康信息技术有限公司，于2017年初上线，主要从事O2O母婴服务。月嫂服务是妈妈派育儿的核心业务，公司创始团队 秉持“称心育儿伙伴，就在妈妈派”的经营理念，将着力解决市场一般家政公司普遍存在的信息不透明、服务质量低下、月嫂年龄偏高、沟通能力不足带来的种种问题， 将通过建立标准化母婴护理服务体系、培养及打造一批专业优质的月嫂服务团队，为客户提供最优质、贴心的母婴护理服务。。,深圳市嵇康信息技术有限公司,深圳市南山区蛇口街道太子路111号深圳自贸中心7J,440301118489679,2016-12-28,方阿建,250万元人民币,91440300MA5DRH642T,www.padmom.com
西岸联合珠宝,深圳市西岸联合珠宝有限公司,“Angel Gift(天使礼物)”是西岸联合珠宝创立的国际儿童珠宝品牌，天使礼物签约全球知名珠宝设计师，结合中西方珠宝文化特色，专为孩子设计定制别具意义的成长礼物，满足父母给儿童送礼的需求。设计产品符合中国、欧盟、美国的安全标准，给孩子爱的保障。,深圳市西岸联合珠宝有限公司,深圳市罗湖区东晓街道翠竹北路石化工业区1栋3层A-03,440301105357535,2011-04-27,王欢,325万元人民币,9144030057314305XE,angelgift.cc
黎曼猜想科技,深圳市黎曼猜想科技有限公司,黎曼猜想科技是一家小程序代开发公司。,深圳市黎曼猜想科技有限公司,,440300205214699,2018-08-17,李朝幸,110万元人民币,91440300MA5F9D8560
软岛科技,软岛科技（重庆）有限公司,"""公司成立于2005年,实际跨境电商服务平台运营历史已达十来年,是一家专业提供数字娱乐产品和游戏增值服务 的全球性跨境电商平台服务的高科技公司。核心业务是“数字 娱乐产品跨境电子商务增值服务平台”——即通过成熟运营的全球跨境电商增值服务平台,面向中国的数字娱乐服务产品提供商、游戏厂商、游戏运营商和增值服务提供商提供海外市场的产品发布、 营销推广、互联网运营、海外电子收支清算、7*24小时多语言呼叫、物流仓储管理等一体化的海外在线运营服务,帮助中国优秀数字娱乐产品、游戏和增值服务实现海外市场的销售拓展,帮助其把""",软岛科技（重庆）有限公司,重庆市渝中区青年路7号时代豪苑D座43-1,500000400000451,2006-07-13,朱福旺,2239.7322万元人民币,915001037907130209,www.softisland.com
方太生活家,宁波方太厨具有限公司,方太生活家是一个学习烹饪、培养健康生活方式的平台，致力于帮助用户提升烹饪体验，享受优质生活。我们鼓励和启发人们经常地在家做饭，与家人朋友建立美味健康新关系。,宁波方太厨具有限公司,,330200400025891,2009-09-17,茅忠群,5319.1489万元人民币,9133020114479257XW
飞卢小说网,北京腾飞克科技有限公司,飞卢小说网是一个网络小说内容阅读平台，集在线看书和本地读书功能于一体，用户可以在线搜索、查看自己喜欢的不同种类的小说内容；也可以利用公司开发的阅读工具进行下载离线阅读。,北京腾飞克科技有限公司,北京市通州区新华西街60号院2号楼24层2403,110112013397496,2010-11-25,李超,100万元人民币,91110112565804911W,b.faloo.com
零号元素,北京零号元素科技有限公司,零号元素无人便利店是一个无人便利店品牌。在线下24小时无人看管加盟店中，顾客可利用人脸识别技术进入便利店，商品标记则采用了RFID技术，顾客在支付台进行移动端支付后，需要在离店前对商品的RFID条码进行扫描，确认人货匹配无误后方可离店。,北京零号元素科技有限公司,北京市朝阳区高碑乡西店村18号楼二层212室,110105023862620,2017-08-01,汤雁,107.2961万元人民币,91110105MA00GPEE6H,www.qcang.cn
长峰医院,北京长峰医院股份有限公司,"""公司由湖北省鄂州市政协委员、鄂州市十大杰出青年汪文杰董事长(副主任医师)创建,是专门从事医院投资与管理的集团公司,目前已成为长江资本、中信建投资本等资本入资的股份制公司。自在湖北鄂州市创建我国第一家血管瘤专科医院以来,集团逐步在全国三个直辖市及3000万以上人口省份完成了近20家连锁血管瘤专科医院的布局,成为全国最大的血管瘤、脉管畸形诊疗医院集团。自成立之日起,公司坚定不移实施名医战略,汇聚了众多血管瘤、脉管畸形诊疗专家,集团与多家全国一流的大型医院建立了良好的技术协作关系,常年聘请北大口腔医院、上海交通大""",北京长峰医院股份有限公司,北京市丰台区靛厂新村291号,110108012452605,2009-12-02,汪文杰,14545.4322万元人民币,911101066976941872,www.doctorjob.com.cn
眸曼,上海眸曼智能科技有限公司,眸曼是一个Adobe及iphoneX技术大牛打造的3D医美云设计平台。高效算法与强大云计算的结合，预定义与自由模式结合提供专业模拟设计，全球领先技术，专业医生反馈，大数据驱动，三大要素爆炸模拟效果，智能整体分析，量身定制。,上海眸曼智能科技有限公司,,,2018-07-05,张晨溪,100万元人民币,91310110MA1G8R377K
德而美,国药口腔医疗器械(天津)有限公司,"""公司主要从事口腔医疗器械产品的销售业务,并为用户提供口腔诊室整体布局、产品选择万案、设备安装调试、售后维修保养、产品使用培训、技术咨询等在内的一站式服务。公司与西诺德、森田、卡瓦、登士柏、诺保科、NSK等多个国际品牌的口腔设备和材料生产商建立了良好的合作关系,在向各类综合医院口腔诊室、口腔专科医院、及牙科诊所等医疗机构销售上述口腔医疗器械产品的过程中为客户提供相关的售前、售中和售后技术支持和咨询服务。""",国药口腔医疗器械(天津)有限公司,天津市河北区盈月公寓3-201,120105000020966,1998-11-11,王丽媛,3514.8831万元人民币,91120000712802351W,www.kqqcw.cn
韩城网,韩城市一卡通科技有限责任公司,韩城网从用户体验和需求出发，开设有新闻资讯、二手市场、房屋租售、求职招聘、韩城商家等众多栏目，信息量大且覆盖面广，界面设计和建站风格贴近用户，已成为韩城人网上生活、娱乐、消费的首选。,韩城市一卡通科技有限责任公司,,610581100038368,2016-03-11,徐云苍,700万元人民币,91610581MA6YD0P17P,www.hancheng.com
FMS天裁设计师,新鲜无限（北京）科技有限公司,天才设计app是一款在线的时尚生活购物平台，这里有最潮流、前卫的服饰、鞋包，穿衣的理念远超当前国内主流观点和标新立异的时尚单品，你可以在线购买到各种明星喜爱的潮流品牌，迅速提高你的时尚逼格，享受生活中的精彩。,新鲜无限（北京）科技有限公司,北京市朝阳区天朗园C座3层03商业（丰收孵化器3146号）,110105014862138,2012-04-28,黄鑫,200万元人民币,911101015960852000,www.fmsjs.com
悦心健康,上海悦心健康集团股份有限公司,上海悦心健康集团股份有限公司拟定了通过整合两岸医疗和养老资源，及并购和战略投资优质股权等集团化运营方式，转型进入以医养结合为核心的大健康产业的战略规划。公司在巩固好当前瓷砖业务同时，希望稳步推进向医养结合大健康产业进行战略转型，并且未来继续延续集团化、品牌化、多元化的经营方向发展，打造“悦心”和“斯米克”的双品牌运营战略。,上海悦心健康集团股份有限公司,上海市闵行区浦江镇三鲁公路2121号,310000400048830,1993-06-08,李慈雄,85555万元人民币,91310000607254680E,www.cimic.com
博通股份,西安交大博通资讯股份有限公司,西安博通资讯股份有限公司（简称“博通股份”）成立于1994年8月，是以计算机软件研发与推广、系统集成为主营业务的高新技术企业，注册资金6245.8万元。2004年3月，经中国证监会审核批准在上海证券交易所上市，成为西北首家上市的IT企业，股票代码600455，西安经发集团有限责任公司为第一大股东。,西安交大博通资讯股份有限公司,西安市经济技术开发区未央路130号凯鑫大厦,610132100012194,1994-08-31,王萍,6245.8万元人民币,91610132294262806L,www.butone.com
易尚3D影像馆,深圳市易尚展示股份有限公司,易尚3D影像馆是一个以三维数字化成像技术为主要研发方向，并致力于将3D数字化技术产品化的新兴技术企业。公司研发并生产3D扫描仪，人体3D扫描仪、文物三维扫描仪、全自动彩色三维扫描仪，人脸三维扫描仪等。专注于3D数字化与3D打印技术，将两项技术进行融合创新，提供装备及服务一体化综合解决方案，应用于工业制造、生物医疗、教学创意消费等领域。,深圳市易尚展示股份有限公司,深圳市福田区福强路4001号（深圳文化创意园）AB座三层B301,440307103034984,2004-04-28,刘梦龙,15460.0613万元人民币,91440300761957587B,studio.3dplus.cn
金三元,辽宁金三元环境建设股份有限公司,"""大连金三元生态园林工程股份有限公司是具有国家二级资质的城市园林绿化企业,从事园林工程施工、园林景观设计企业注册资本3000万人民币。是集园林景观、绿化设计、施工为一体的专业性企业。曾多次被授予“全国建设行业十大品牌企业”、“中国绿化施工示范企业”、“中国城市园林建设十大杰出企业”、“中国园林绿化行业优秀百强企业”、“全国建设行业最具成长力十佳企业”、“全国优秀施工企业”以及省、市级“社会知名信誉企业”、“AAA级信誉企业”等荣誉称号，并通过了（ISO9001：2008）质量管理体系认证。""",辽宁金三元环境建设股份有限公司,辽宁省大连市甘井子区凌水街道小平岛村（小平岛C区C组团）梦海南园134号,210200000068446,2001-03-28,韩福连,5100万元人民币,91210200726035018D,www.dljsy.cn
汇丰源,宁夏汇丰源牧业股份有限公司,公司是一家从事牛场运营、奶牛集约化养殖、种畜繁育、,宁夏汇丰源牧业股份有限公司,贺兰县洪广镇金山村110国道西侧,640122200015963,2012-08-14,张自强,7100万元人民币,916401005962340853
