名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
BlueSmart蓝慧,蓝慧科技（北京）有限公司,BlueSmart是一家为母婴市场提供智能硬件、人工智能设备创业公司。公司致力为未来家庭创造关怀连接器。以帮助年轻一代人用科技更好关爱家人等。BlueSmart隶属于蓝慧科技（北京）有限公司。,蓝慧科技（北京）有限公司,北京市朝阳区酒仙桥北路9号（厂区）10幢二层A5-09,110000450308282,2016-03-16,周登平,200万美元,91110105MA0047CK81,bluesmart.com
浩云科技,浩云科技股份有限公司,"""浩云科技是一家安防整体解决方案提供商,致力于金融行业安全防范产品的研发、生产和系统解决方案，安防工程设计、施工、维护，应用于大型商业银行、股份制商业银行等，以及公安、司法、监狱、教育、交通、边检等领域,，此外还有安防硬件的生产和研发，包括摄像机、显示和存储产品、出入口控制和语音对讲等。""",浩云科技股份有限公司,,440126000005733,2001-03-08,雷洪文,40849.0226万元人民币,914401017268190159,www.haoyuntech.cn
正和药业,吉林省正和药业集团股份有限公司,吉林省正和药业集团股份有限公司是一家中西药研发、制造和销售企业。公司主要业务是中、西药的研发、生产和销售（以中成药为主）。集团公司可生产片剂、胶囊剂、颗粒剂、合剂、糖浆剂、散剂等6大剂型105个品种的药品。公司生产的药品进入国家和省级医保目录的品种共18个。公司生产的药品进入国家基本药物目录的品种共5个。公司生产的药品进入国家低价药品目录的品种共6个。,吉林省正和药业集团股份有限公司,通化市正和路888号,220500400000066,2002-06-13,孟令旭,8400万元人民币,9122050112541184XL,www.zhengheyaoye.com
纽斯郡房地产,上海纽斯郡房地产咨询有限公司,新趋势地产公司是一家新型地产经纪公司。与传统单打独斗的个体经纪不同，新趋势以公司整体服务客户，统一进行市场推广，通过专精于各区域市场的团队之间的紧密协力合作，使房产销售更高效、更专业、更全面、更规范；为客户更好更快买卖房产的同时，更为他们带来前所未有的服务体验。新趋势地产希望通过日益革新的市场与销售创新，以及持之以恒的高标准、高质量的房地产服务规格，推动行业进步。在这个目标的鞭策下，新趋势完成了多项业界史无前例的创举：我们是第一家为客户提供包括专业家居布置等四十项增值服务的地产公司；是第一家为公司团队经纪提供扩充医疗保险的地产公司；是第一家做客户满意度调查且分数接近满分的地产公司。是第一家进行OPEN HOUSE 质量监控的地产公司。新趋势以让客户满意为核心理念，早在2016年公司平台部门就已经开始做售后服务满意度调查。分数一直高居4.85分以上，接近满分5分。2017年四季度完成A轮融资，投资方为IDG资本、小米科技。团队表示，A轮融资资金将用于互联网产品开发、金融业务开拓以及日常运营，并于2018年下半年收购华人温哥华中文购房第一平台----温房网（成立于2012年，立志于做海外第一的中文房地产网络平台，目前致力于服务加拿大温哥华的华人房地产市场。 我们全心全意为海外中文房地产市场服务，业务目前覆盖：新房，二手房，公寓，别墅，联排别墅，土地等交易，将很快拓展到包括土地房产开发，租房，团购等多个领域）。新趋势地产是当前唯一一家结合线上与线下同时开拓温哥华和多伦多市场的华人地产公司，为客户开启了一个跨越加拿大东西部的服务平台。将致力于将这个平台向全球继续扩展，建立一个面向全球华人的国际化地产交易首选平台。,上海纽斯郡房地产咨询有限公司,上海市崇明区港沿镇港沿公路1700号6幢1519室,,2018-11-15,刘宇成,500万美元,91310000MA1K22UT1B,www.johome.com
自然元素,深圳市自然元素农业发展有限公司,"""深圳市自然元素农业科技有限公司成立于2016年2月，位于深圳前海新区，注册资本为500万人民币。由一群富有责任、梦想、具有探索精神的优秀团队创立，公司拥有雄厚的资金实力，先进的管理理念，强大的技术后盾。公司秉承""""创新、实干、发展、共羸""""的经营宗旨，以""""用格局构筑平台，用责任引领行业，用专注落地情怀""""作为发展理念。以""""用良心做良品“作为终身使命。致力于新农业领域的创新与发展。公司前期以其强大的资源整合能力，整合原生态、天然的农产品和农副产品，用匠心精神打造自主的农产品品牌，完善供应链，打通上下游渠道，使每一个""",深圳市自然元素农业发展有限公司,深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）经营场所:深圳市龙华新区龙华街道清湖社区卫东龙工业区2栋303,440306115166799,2016-02-26,解运泽,500万人民币,91440300360059217N,www.zrysu.com
Unistacks,上海联栈信息科技有限公司,Unistacks是一家面向金融云客户的大数据云服务商，采取运营收益分成的方式为金融云上的客户提供大数据Pass/Saas服务。同时，为了满足特定金融客户需求，帮助其建设私有企业大数据（云）平台。,上海联栈信息科技有限公司,上海市奉贤区青村镇光明东街1号第20幢1031室,310120002703056,2015-03-27,韩启微,670万元人民币,91310120332484099Y,www.unistacks.com
美趣APP,厦门美趣信息科技有限公司,美趣是一家减肥美体方案提供商。主要是针对减肥美体人群，提供一些减肥美体的方案让用户的身材变更好，拥有丰富的瘦身贴士和任务帮助用户逐步达成瘦身目标，而且用户还能够随时把用户的减肥经历记录在美体日记里。,厦门美趣信息科技有限公司,厦门市软件园二期观日路52号401单元A区,350203200440356,2014-04-21,姚博雅,168.7765万元人民币,91350203302984930Q,www.meiquapp.com
镭霆激光,深圳镭霆激光科技有限公司,深圳镭霆激光科技有限公司是国内综合型激光加工系统供应商，公司是集研发、生产、销售及服务为一体科技型企业。公司由我国激光与自动化行业资深专家、资本运营专家和具有丰富投资管理经验的投资专家共同发起成立，现有员工100余人，拥有一支长期从事激光加工系统研发、生产、营销和服务的专业团队。,深圳镭霆激光科技有限公司,深圳市龙岗区坂田街道新雪社区上雪工业城北区8号G栋厂房1楼,440307109199366,2014-04-21,王小兴,500万元人民币,91440300094399699F,www.lightninglaser.cn
张强医生集团,上海张强医疗科技股份有限公司,张强医生集团是一家血管专科医生集团，通过引进AccuVein、Venefit、Vscan等下肢静脉曲张诊疗设备，提供下肢静脉曲张、静脉血栓、下肢动脉硬化闭塞症、颈动脉狭窄症、腹主动脉瘤的诊治。目前该公司将VR场景技术运用到手术中，并根据病人的病情严重程度设计不同时长，依用户反馈和喜好开发不同场景，使病人身体的疼痛和心理的焦虑得到有效缓解。,上海张强医疗科技股份有限公司,中国（上海）自由贸易试验区郭守敬路351号2号楼A639-22室,310115002429379,2014-09-10,张强,598.17万元人民币,91310000312534546G,www.topdoctor100.com
令狐充,广东令狐充科技有限公司,令狐充是一个提供充电桩信息、分享、讨论等功能的平台，专注于电动汽车的充电导向，隶属于广东令狐充科技有限公司。,广东令狐充科技有限公司,中山市火炬开发区会展东路1号德仲广场1幢404室之二,442000001575833,2017-04-21,植治邦,1000万元人民币,91442000MA4WFKU51T,www.linghuchongtech.com
