名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
cococean,贝特比商贸（北京）有限公司,cococean是一个椰子主题饮品品牌，风格轻松简单，网传“网红”店。奶茶店大小的店铺，基本以外卖带走为主，内设座位八个以内。创始人之一是法国蓝带厨艺学校毕业的高级甜品师，坚持以最轻松的方式呈现最好最高级的甜品。品牌潜力大，准备开多家分店。,贝特比商贸（北京）有限公司,北京市朝阳区工人体育场北路8号院4号楼1层5108,110105018203182,2014-11-24,史欣,50万元人民币,91110105318263927M
妙思,广州妙思电子科技有限公司,广州妙思电子科技有限公司致力于打造中国最大、最专业的投影边缘融合、大屏幕互动、体感互动、体感试衣间、企业定制体感互动企业，拥有庞大的服务网点，广州妙思电子科技有限公司高覆盖、高效率的服务获得多家公司和机构的认可。广州妙思电子科技有限公司将以最专业的精神为您提供安全、经济、专业的服务。,广州妙思电子科技有限公司,广州市越秀区大南路2号2603、2604、2605房（仅限办公用途）,440104000317667,2012-05-24,王启欣,1000万人民币,91440104596174297E,www.muses.cc
乐农网,桂林搜游商务发展有限责任公司,乐农网是根植于中国农业行业、集农业信息与商务服务为一体的行业网络平台。致力于提供行业资讯、实用技术、政策法规、行业标准、展会等方面的动态信息，并且提供网站建设、网络广告、农产品大超市网店等业务。隶属于桂林搜游商务发展有限责任公司。,桂林搜游商务发展有限责任公司,桂林市七星区漓江路２６号国展购物公园二楼Ｆ－２－６,450305200003855,2008-09-12,刘玉,10万元人民币
黑河格瑞,黑龙江格瑞茵环保工程有限公司,格瑞装饰是一家房屋装修服务商。主要业务包括装潢材料批发、整体家装、商业区与装饰等。致力于为客户提供完美的一条龙个性化装修以及售后服务。,黑龙江格瑞茵环保工程有限公司,,,2018-03-07,翟永存,1000万元人民币,91230800MA1B0FLQ6M
漫格互娱,北京漫格互娱科技有限公司,漫格互娱是一家手机游戏开发商，集研发与运营于一体，专注于棋牌游戏的开发，倾力打造地方特色麻将游戏。旗下游戏包括卡五星等。,北京漫格互娱科技有限公司,北京市海淀区安宁庄东路23号楼2幢4层4116室,110108019938309,2015-09-29,李会永,100万元人民币,91110108MA00104N62,www.111mj.cn
Schaino,慧石汇通（北京）网络科技有限公司,国内领先的致力于人工智能技术在供应链运营效率提升的企业服务平台。团队深耕供应链及跨境行业多年。对行业痛点有着切肤之痛，对行业发展有着真知灼见和预判。通过供应链智能仓配协作等系统数据集成和算法优化运营，提高供应链预测准确度、提高资金使用率、仓库周转率和整体运营效率。让世界再没有难管的供应链！,慧石汇通（北京）网络科技有限公司,北京市海淀区西小口路66号中关村东升科技园B-2楼D101A-172室,110108022155308,2016-10-10,张家斌,100万元人民币,91110108MA008MUX1A,www.schaino.com
棉立方,杭州朗歆服饰有限公司,棉立方是杭州朗歆服饰有限公司旗下的女性服饰品牌。设计时尚，价格优惠，深受消费者喜爱。,杭州朗歆服饰有限公司,杭州市江干区艮山东路299-9号2楼,330104000019797,2008-01-10,蒋建根,100万元人民币,913301046706056589
中材科技,中材科技股份有限公司,中材科技股份有限公司主要从事风电叶片、玻璃纤维及其制品、锂电池隔膜、高压复合气瓶、过滤材料及其他复合材料制品的研发、制造和销售。公司目前中国最大的特种纤维复合材料行业，高新技术企业和技术装备研发中心，也是中国国防工业最大的特种纤维复合材料配套研制基地。“十五”期间公司共承担国家科技计划项目29项，承担国家科技部、国防科工委等省部级科研项目107项；共荣获国家科技奖励5项，获得国防科工委科技进步一等奖等省部级科技奖励40余项。公司拥有国家专利31项，专有技术67项，公司生产的先进复合材料成功应用于我国自主研制,中材科技股份有限公司,江苏省南京市江宁科学园彤天路99号,,2001-12-28,薛忠民,129086.4296万元人民币,91320000710929279P,www.sinomatech.com
阳光下,厦门杨光夏网络科技有限公司,我们的产品与优势:,厦门杨光夏网络科技有限公司,厦门市思明区公园南路29号三楼之七,350203200577264,2015-07-15,杨金旺,300万元人民币,91350203M0000N8G50,www.allinsun.com
君耀电子,北京君耀雷神电子有限公司,"""君耀电子（台湾证交所上市企业，股票代码：6422）历经15年的耕耘与发展，已发展为世界知名的电路保护器件专业供应商。, 集团总部位于松山湖国家高新技术产业开发区，在深圳、上海、北京、台北、美国SantaClara成立营销公司，并在东莞、惠州等地建立制造中心。, 2015年君耀电子被评为“广东省高新技术企业”、“中国电子元件百强”、“中国电子元件成长性品牌5强”、“中国半导体知名品牌”,集团年营业额逾四亿元人民币。, 君耀电子生产经营过压、过流保护元器，主要有：MOV压敏电阻、TVS瞬态电压抑制二极管、GDT陶瓷气体放电管、SPG玻璃气体放电管、PTC自恢复保险丝、ESD静电保护元件和TSS半导体放电管。应用涵盖汽车、消费电子、电源驱动、工业配电、再生能源、电信、家电、计量仪器、医疗电子、工业控制、照明、安保系统、建筑控制及自动化、音频/视频设备、计算机及其周边设备等多个领域。""",北京君耀雷神电子有限公司,,110108008037984,2005-03-15,黄少仙,400万元人民币,91110108772563575M,www.brightking.com
大策元,广州大策科技有限公司,广州大策科技有限公司是一家智能教育服务商，该公司专注于智能教育的公司，致力于打造中小学生个性化学习平台，研发出智能助教机器人平台。通过AI技术实现内容分级，降低阅读障碍，提高阅读兴趣；并微课辅导，全面整合优质课程，打造完美语文学习社区，通过语音识别改变传统的写作方式，让孩子出口成章成为习惯，并提供作文精细批改服务，快速提升写作能力，网络内容挖掘机系统（阅读部分）、自主研发的内容（导流用的课程）、用户阅读写作产生的UGC（阅读写作数据）、老师或机构上架的PGC（专业课程）。,广州大策科技有限公司,广州市天河区科韵北路100-108号H7(仅限办公用途),440106001570307,2016-06-17,文华秀,105.263158万元人民币,91440106MA59DEX62Y,www.pythe.cn
棒米体温计,杭州棒糖网络科技有限公司,棒米是一家致力于通过智能硬件+移动互联网+大数据的模式，为用户提供个性化健康解决方案的公司。公司目前专注于女性健康领域，团队成员大都毕业于名校，且来自知名的大公司，包括谷歌、阿里巴巴、腾讯、小米、网易、搜狗、海康微视等。公司愿景是通过移动互联网提升人类健康水平。,杭州棒糖网络科技有限公司,杭州市滨江区长河街道越达巷92号12楼1202室，浙江省杭州市滨江区长河街道越达巷92号1201室,330108000184499,2014-11-14,楼晓都,531.4626万元人民币,91330108322897156R,www.bongmi.com
富昌维控,福州富昌维控电子科技有限公司,富昌维控电子科技是一个电子硬件设备生产商，专业从事自动化领域产品研究、开发与销售的高科技公司，公司生产工业人机界面和通用型PLC等产品，应用于机械配套、冶金、化工、石油等行业，已取得多项软硬件知识产权。,福州富昌维控电子科技有限公司,福州市鼓楼区软件大道89号福州软件园A区26号楼五层西侧,350100100208581,2009-01-13,王伟,1000万元人民币,913501006830940172,www.we-con.com.cn
模块化组装屋,杭州老庄文化创意有限公司,模块化组装屋是一个模块化组装屋项目，为都市农业的提供基础，做景区基础设施的供应商，在家庭后院安一个乐高版组装小屋。,杭州老庄文化创意有限公司,,330108000123899,2013-07-05,江云珠,580万元人民币,913301080709855970
泰富电气,哈尔滨泰富电气有限公司,哈尔滨泰富实业有限公司（简称泰富电气）是民营高科技股份制企业，成立于2000年，注册资金5000万元。是目前国内最大的专业研发、生产、销售直线电机及自动化集成装置的高新技术企业。哈尔滨泰富电气有限公司 是目前国内最大的专业研发、生产、销售直线电机及自动化集成装置的高新技术企业。,哈尔滨泰富电气有限公司,哈尔滨开发区哈平路集中区哈平西路９号,230199400002017,2003-04-10,杨天夫,16500万美元,91230199744190927K,www.tech-full.com
重庆创丰,重庆创丰电子商务有限公司,"""重庆创丰通过互联网连接农村小店,形成线上平台+线下连锁,以县城为中心,串联农村小店的集合配送,在农村建立商品及服务销售网络.让特色农产品 “走出去”,让不会上网的用户购买到更多更便宜的产品和服务。""",重庆创丰电子商务有限公司,重庆市江津区鼎山街道江州大道600号御景华庭4幢裙楼吊2-11号,500381008122176,2015-07-08,周志强,2000万,91500116346018136W,www.cf-eb.com
瑞聚股份,福建瑞聚信息技术股份有限公司,"""公司是一家专业为中国移动、中国联通、中国电信等通信运营商提供通信技术服务的高科技企业,业务范围涵盖通信技术服务的核心流程,包括通信网络规划设计、通信网络优化、信息系统集成、通信工程施工等业务,内容涉及无线通信、有线通信、交换通信、数据通信、通信电源、通信建筑、计算机系统集成等多个技术专业领域。""",福建瑞聚信息技术股份有限公司,福建省福州市鼓楼区软件大道89号福州软件园F区3号楼7层,350100100167577,2006-06-15,毛永泉,5095.888万元人民币,91350100789026581U,www.ridgetech.com.cn
仨家春公社,江苏仨家村生态农业科技有限公司,仨家春公社电商平台致力于为中国城市家庭提供健康食材整体解决方案及一站式智慧生活方式服务。仨家村321矩阵系统致力于打造中国第一家社群型公司。公司+自组织运营。让系统中的个体或机构互为客户、互为员工、互为老板。让社群自组织团队参与到公司运营。以社交为中心，系统链接，让社群团队在舞台的中央，智慧创造。并建立社群型公司的人文与精神情怀，塑造全新的社群价值观。互联网，移动互联网为社群型自组织，企业和家庭内外搭起一座便捷沟通，互信的桥梁，实现c2b电商闭环，建立csa生态系统，同时，实现企业资源共享，提高效率，智客协,江苏仨家村生态农业科技有限公司,南京市玄武区钟灵街50号,320102000299245,2015-04-08,戴旭初,1000万元人民币,913201023026875300,www.58sjc.com
H3C新华三,新华三技术有限公司,以客户需求为发展方向，新华三聚焦新IT技术领域，打造高度融合的新IT生态圈，帮助各行各业实现传统IT向新IT的融合与演进，推动全产业的转型、升级与变革。根植中国，作为新IT的引领者和新经济的推动者，新华三长期服务于运营商、政府、金融、电力、能源、医疗、教育、交通、互联网、制造业等各行各业，将卓越的IT创新与全社会共同分享，加速社会向信息化和智慧化的迈进步伐，助推新经济快速发展。,新华三技术有限公司,杭州市滨江区长河路466号,330100400034256,2003-09-26,于英涛,8000万美元,91330100754408889H,www.h3c.com
匠驴智能作业狗,上海匠驴网络科技有限公司,“匠驴智能作业狗”采用线上小班直播课+个性化智能作业推送批改+真人学管师跟进学生学习过程的平台，针对学生自身的知识点缺陷，进行针对性的作业追踪与推送，同时配备了真人学管师，旨在让学生能够获得个性化的辅导，使学生在掌握学习方法的同时，获得相对可控的学习效果。“匠驴智能作业狗”是吉地教育和独课教育的战略合作项目。,上海匠驴网络科技有限公司,上海市杨浦区国通路127号16层（集中登记地）,310110000942098,2017-11-15,吴则磊,500万元人民币,91310110MA1G8KD12B
瘦课网,山东瘦课网教育科技股份有限公司,Sooc（School Online Open Courses 学校在线开放课程）云平台针对高校用户，提供定制开发的互联网教学平台，充分发挥“互联网 教育”的核心理念，将移动化学习、碎片化学习方法用于实际教学工作。构建以高校专业课程为主、创业课程、就业课程为辅的丰富课程资源集群，为老师提供最方便快捷的免费教学工具，为学生提供最喜欢的移动学习平台。,山东瘦课网教育科技股份有限公司,山东省烟台市莱山区迎春大街170号金贸中心17楼1706、1707、1708室,370600228079331,2003-03-28,黄贵洲,1111.11万元人民币,91370613747848878C,group.soocedu.com
德诺车道,江苏德诺车道汽车服务股份有限公司,江苏德诺车道汽车服务股份有限公司致力于汽车后市场服务领域，依托稳定的销售渠道和良好的口碑，向汽车整车销售企业（4S店）、汽车美容装潢店及汽车用品零售商等提供太阳膜、汽车用品批发业务，2015年子公司开始为客户提供汽车内饰镀金业务，以宾利、奔驰、宝马等品牌的百万级车型为主。,江苏德诺车道汽车服务股份有限公司,无锡市安镇先锋中路25-7,320205000125466,2009-07-09,许卓璋,8307万元人民币,91320205692114956P,www.denuochedao.com
绿色空间,北京绿色空间生物科技股份有限公司,"""公司是一家集科研、销售、服务为一体的高科技环保企业。公司以为社会服务的强烈责任感而不断探索创新,通过大量的调研认识到城市日益增长的生活垃圾对环境污染的严重性,研发了生物方法处理天然有机垃圾的先进设备,通过整合社会优势资源,打造了环保减排项目-“绿色空间”高速发酵天然有机垃圾处理设备。公司人有志于科学治理城市有机污染源,为国家的环境保护事业负起企业应有的责任。""",北京绿色空间生物科技股份有限公司,北京市海淀区远大路39号1号楼703-2室,110106013147802,2010-08-17,张志强,571万元人民币,9111010856039348X8,www.bjgreenspace.cn
莫耶瓷业,莫耶瓷业（上海）有限公司,莫耶瓷业是一家陶瓷制品生产商，公司拥有陶瓷台灯、吊灯、吸顶灯、壁灯、落地灯等五大系列300余款产品，覆盖了家居陶瓷的各个领域，包括家居装饰、日用陶瓷、茶具、餐具、商务礼品等。适用于酒店、会所、别墅等高端空间及家居装饰。,莫耶瓷业（上海）有限公司,上海市普陀区怒江北路561弄10号1楼西侧101室,310000400612743,2010-01-08,郑怀权,655.5352万元人民币,91310000698803920K,www.moiidea.com
永麦通信,上海永麦通信科技有限公司,上海永麦通信科技有限公司，总部位于复旦大学国家大学科技园公司在智能视频与图像处理，视频图像大数据分析与挖掘，互联网内容管控等领域，能够提供国内领先的完整产品与应用系统解决方案。上海永麦致力于将最先进的计算机视觉技术在安防与工业视觉领域的应用与推广。,上海永麦通信科技有限公司,上海市徐汇区华泾路507号3幢239室,310104000536996,2013-01-29,刘财善,100万元人民币,91310104062578019D,www.winminecv.com（未上线）
漫漫漫画,北京有梦文化有限公司,漫漫漫画是由动漫文化公司梦之城打造的一款的正版漫画阅读应用。漫漫漫画秉承正版原创，每日提供搞笑条漫、最新热门连载、独家首发精美绘本以及新意专题，致力于打造最全的正版漫画资源平台。,北京有梦文化有限公司,北京市海淀区中关村南大街17号3号楼9层909,110108020111560,2015-11-02,王玲,1176.4706万元人民币,91110108MA001KHEX4,www.manmanapp.com
卡车司机,卡车司机（北京）科技有限公司,卡车司机是一家从事物联网技术研发与推广的互联网公司。公司专注于货车领域，确立了货车物联网O2O的商业模式，通过整合货车物联网全产业链的战略资源(如汽车销售、车载终端、北斗芯片、电子地图、3G通信、金融支付、车辆保险、油品、汽配、维修救援及物流服务等)，建立了货车物联网服务品牌。,卡车司机（北京）科技有限公司,北京市朝阳区静安里37号楼（左家庄孵化器0157号）,110105019776565,2015-08-28,冀晓斌,500万元人民币,91110105355299937Y,www.kachexiongdi.com
*ST金岭,山东金岭矿业股份有限公司,"""山东金岭矿业股份有限公司是一家以铁矿石开采,铁精粉、铜精粉、钴精粉的生产、销售及机械加工和发电业务为主业的公司.公司的主要产品包括铁精粉、铜精粉、钴精粉.2006年11月,山东金岭矿业成功完成了对山东淄博华光陶瓷股份有限公司的资产重组后,公司变身为中国第一家铁矿石资源类上市公司。""",山东金岭矿业股份有限公司,淄博市张店区中埠镇,370000018051744,1996-09-28,刘远清,59534.023万元人民币,91370000164100307E,www.sdjlky.com
海天材料,泉州海天材料科技股份有限公司,海天材料是一家集研发、生产、商贸及投资为一体的高科技纺织企业，为国内外客户提供包括纺织原料、面料、服装设计与成衣制作以及贸易在内的系列产品与服务。,泉州海天材料科技股份有限公司,,350502100004735,1999-02-24,王启明,13100万元人民币,91350500259724921M,www.htt.cn
北京培文,北京培文阳光教育科技有限公司,北京培文阳光教育科技有限公司是一家幼儿园及学前教育服务商。,北京培文阳光教育科技有限公司,,110108017427152,2014-06-20,霍焕学,500万元人民币,911101083064493613
火腿ham,北京三海晟科技有限公司,北京三海晟科技有限公司致力于为中高端餐饮提供基于云、网、端软硬件结合的餐饮管理、场景社交解决方案。将线下用餐体验智能化，实现餐饮4.0。并且通过电子化硬件以及其配套软件缩减用餐者之间的距离。,北京三海晟科技有限公司,北京市丰台区南三环西路91号院1号楼109-86室,110106019656402,2015-08-10,王美,100万元人民币,91110106355317218W,www.51ham.com
江扬环境,武汉江扬环境科技股份有限公司,武汉江扬环境科技股份有限公司事工业水处理设备研发、生产、销售和工业水处理工程服务业务近20年，在工业水处理行业技术上具备一定知名度。主要从事为煤化工、石油石化、冶金、市政、电力等下游行业大型项目提供集研发、设计、制造、工程施工、安装调试、运营管理、售后服务为一体的系统性水处理产品和技术服务。,武汉江扬环境科技股份有限公司,,420115000000065,1994-04-23,朱跃军,10600万元人民币,91420115300012441R,www.jyhb.com.cn
索帕斯家居,深圳市索帕斯家居科技有限公司,深圳市索帕斯家居科技有限公司成立于2016年11月，专注于高端家居供应链管理与服务。充分发挥互联网技术优势整合家居资源，为目标客户提供基于O2O+C2F模式的高品质个性化家居消费服务。,深圳市索帕斯家居科技有限公司,深圳市龙岗区龙城街道龙城大道2号南宝大厦9楼,440307118092512,2016-11-23,昌红丽,500万元人民币,91440300MA5DPJ7L2Q
微鹅科技,宁波微鹅电子科技有限公司,微鹅科技是一家无线充电技术开发运营商，致力于第二代无线充电技术的研发、商业化应用的推广。主要产品是基于A4WP的Rezence标准的无线充电设备和无线充电解决方案等。,宁波微鹅电子科技有限公司,镇海区庄市街道中官西路777号,330211000144397,2015-04-30,余峰,663.46万元人民币,9133021134061683XK,www.weietech.com
moff电子烟,驰旸文化（深圳）有限公司,moff电子烟是一个集电子烟及社交于一体的垂直电商平台。,驰旸文化（深圳）有限公司,深圳市宝安区西乡街道金海路15号华盛辉综合楼417室,440306118323722,2016-12-15,李旺锋,100万元人民币,91440300MA5DQPGG0D
鼎盛王朝或鼎盛文化,承德鼎盛文化产业投资有限公司,承德鼎盛文化产业投资有限公司是一家致力于文化投资、创意、推广、营销的综合实体。主要开展以文化产业为主的项目投资、开发与营销。其中包括：超大型实景演出及影视剧的投资、制作；文化旅游景区的配套开发；文化旅游产品的研发；大型主题文化活动的策划组织、交流、宣传与推广；以及相关旅游地产的建设与经营。,承德鼎盛文化产业投资有限公司,承德双滦区双塔山镇下店子村,130803000008637,2009-12-29,杨志国,5329.35万元人民币,91130803699221703N,www.dswhtz.com
华锦文化,辽宁华锦文化交流有限公司,【项目简介】产品系列：书法、绘画、机器人。销售渠道：互联网APP线上宣传，线下之前老客户资源利用。从事教育行业20年，行业优势：资深的行业资源，师资力量雄厚，渠道优势：学校生源，线上APP推广,辽宁华锦文化交流有限公司,,210100000053580,2009-12-07,范淑珍,500万元人民币,91210100696523116H
