名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
食药网,食药网（北京）科技发展有限公司,食药网是专注食品药品保健品销售的网站，是北京市食品药品质量安全企业联盟的主要成员，目前已经搭建“食安北京”B2B2C电子商务平台，汇聚食品药品行业知名商家，专注高品质食品药品销售。,食药网（北京）科技发展有限公司,北京市海淀区永丰屯538号1号楼255室，北京市海淀区永丰屯538号1号楼253室,110108018671020,2015-02-16,赵龙,5000万元人民币,91110108330406724B,shiyaowang.com
找化网,上海云化信息科技有限公司,找化网是一家提供化工供应链管理服务的垂直电商平台，网站提供撮合交易、自营商城、供应链金融、物流仓储、新闻资讯和行业动态为一体的全产业链生态闭环服务。我们拥有专业的团队、丰富的线下资源以及雄厚的资金支持，找化网立志成为行业标杆，为化工行业的转型升级做出改变。,上海云化信息科技有限公司,中国（上海）自由贸易试验区浦东南路1271-1289号13层1305-1306室,310141000294031,2016-04-25,姬庆彬,500万元人民币,91310115MA1K3ATY3E,www.91zhaohua.com
新剑股份,杭州新剑机器人技术股份有限公司,杭州新剑机器人技术股份有限公司始创于1998年，专业从事研发生产微型精密元件【包括精密切削轴、精密磨光轴、冷轧齿轮及蜗轮蜗杆、CNC精密异型轴、座椅水平调节器、微型减速器等产品】；磁流变液及器件、智能传动部件、小型谐波减速器、小型一体化关节、小型人机协作机械臂、服务机器人相关的系列产品，提供从研发、设计、实验到制造的系统性技术解决方案，为客户提供优质的功能性产品。,杭州新剑机器人技术股份有限公司,浙江省临安市昌化工业园区（昌化镇双塔村）,330185000029321,1999-01-08,单新平,3578万元人民币,91330185704312301P,www.seenpin.com
快连科技,北京百城快连科技有限公司,北京百城快连科技有限公司（简称快连）成立于2014年，是一家专注于移动互联网领域，研究国内领先的WiFi软硬件一体解决方案以及云端管理服务的高科技企业，总部及研发基地设立于风景秀丽的北京市海淀区中关村上地信息产业基地，并在全国各地设有分支机构。“快连wifi”是国内市场占有领先的无线营销Wi-Fi产品，“快连wifi”已为餐饮、酒店、休闲娱乐场所、汽车4S店等提供Wi-Fi广告。,北京百城快连科技有限公司,,110108016821696,2014-03-07,郭向阳,1000万元人民币,91110108061258304W,www.100wifi.cn
远创达,苏州远创达科技有限公司,远创达是一家ISO9000 / ISO14000认证的射频功率半导体公司，总部设在中国苏州市。在多个射频功率半导体使能器（包括核心LDMOS和GaN）的器件和应用领域进行垂直整合，并增加了GaAs和VDMOS。此外还拥有完全自动化和专业的后端装配线，同时以成本效益的无厂房方式经营业务。,苏州远创达科技有限公司,苏州工业园区华云路1号C5楼2层,320594400023493,2008-08-27,MA GORDON CHIANG,149.814万美元,91320594678981201X,www.innogration.net
峰绍科技,杭州绍峰科技有限公司,杭州绍峰科技是一家研发、生产、销售玻璃样品瓶，试剂瓶，氟化瓶，PTFE硅胶垫片，不锈钢解剖针，微量药勺，药刮，药铲，标准磨口罗纹橡胶塞的公司。,杭州绍峰科技有限公司,浙江省杭州市拱墅区莫干山路789-9号101室(托管608),330105000220687,2011-08-05,潘云峰,51万元人民币,91330105580257071K,shaofenglab.chinabzp.com
小萝卜文化,杭州小萝卜文化艺术有限公司,小萝卜王国是一个乐高玩具租赁服务平台，通过与小区、学校周边的培训机构合作，在每个机构放置一个自主研发的提货柜，用户向平台方付一定的租赁费和押金后，即可在提货柜自提乐高玩具，该平台为其提供以及玩具的清洁、消毒、回收等服务。同时通过开设乐高教育培训中心，为用户提供乐高培训课程，并定期举办乐高动物城、星球大战、机器人等乐高展会。,杭州小萝卜文化艺术有限公司,杭州市滨江区西兴街道滨康路101号7幢501、502室,330108000249396,2015-12-10,刘乾,112.61万元人民币,91330108MA27WFK42R,tinynoble.cn
办办网,上海置荟谷信息科技股份有限公司,办办网成立于2012年，隶属于上海置荟谷投资管理有限公司。办办网是永久免费的写字楼租赁平台，致力于将写字楼租赁行业互联网化。办办网和传统写字楼租赁网站的差别,上海置荟谷信息科技股份有限公司,,310104000519342,2012-06-13,胥雪瑾,2550万元人民币,91310113598136366P,bj.51banban.com
黑犀科技,四川黑犀科技有限责任公司,黑犀科技是一家科技公司，主营职责是为实体企业做软件开发、维护、网站建设的多维一体化公司。致力于帮助中微小型企业摆脱2-3年寿命的宿命，为其实现成功转型，走出现在亏损现状。,四川黑犀科技有限责任公司,,510112000183793,2017-03-23,曾维通,500万元人民币,91510112MA6CM4LW5F
安达生活,厦门宏运利达贸易有限公司,安达生活AnDaLife 作为一个推崇美好时尚的健康平台。,厦门宏运利达贸易有限公司,厦门市思明区湖滨四里北64号湖光大厦第6层D单元之三,350203200604545,2015-10-27,黄子玲,10万元人民币,91350203MA2XN9UA3L
天天说钱,深圳市天天说钱投资咨询有限公司,天天说钱是一家财经投资新媒体，为用户提供原创的财经评论，以独立的观察视角为用户解读财经知识，具备有深度的市场剖析。运营公众号天天说钱为用户提供财经投资文章、资讯，与各地财经新闻等。,深圳市天天说钱投资咨询有限公司,深圳市福田区莲花街道景蜜村10栋406房,440301111509185,2014-10-23,赵笑梅,500万元人民币,914403003193550818
滚雪球,深圳前海滚雪球财富管理有限公司,金融港是深圳前海滚雪球财富管理有限公司的理财产品分销平台，致力于搭建大资管时代下的整合服务，通过先进的互联网（移动）技术，将线上信息流、线下业务流无缝整合，实现理财产品开发商与销售机构、理财顾问的信息对称和服务流转。,深圳前海滚雪球财富管理有限公司,深圳市前海深港合作区前湾一路鲤鱼门街一号前海深港合作区管理局综合办公楼A栋201室（入驻深圳市前海商务秘书有限公司）,440301108632533,2014-01-06,张石原,5000万元人民币,91440300087846550T,www.xueqiu360.com
大镭核技术,浙江大镭核技术应用设备有限公司,浙江大镭核技术应用设备有限公司是来自海外著名加速器国家实验室海归博士领衔创办的专注于电子直线加速器成套设备研发、制造的技术密集型企业，其前身是一家长期从事电子射线设备技术研究、独立承担过省重大科技专项高能加速器研究开发的电子科学研究所。这是一个具有深厚底蕴、又充满年轻活力的创新团体：既有长期从事加速器设备研究的享受国务院特贴的教授级高工、来自Fermi以及SLAC国家加速器实验室的博士、资深的电子技术专家，又有一批毕业于国内著名高校的年轻工程师和技术骨干。,浙江大镭核技术应用设备有限公司,,330900000010561,2011-01-12,陆启明,566.6525万元人民币,91330900568166070W,www.bigradium.com
智康1对1,北京环球智康时代教育咨询有限公司,智康1对1是为国内中小学生提供1对1教育服务的高端品牌，先后在北京、上海、广州、深圳、天津、杭州、成都、西安、南京、武汉等地成立分支机构，目前已有近100所辅导中心，数千名教职员工，成为行业内领先、美誉度颇高的1对1辅导品牌之一。,北京环球智康时代教育咨询有限公司,北京市石景山区实兴大街30号院3号楼2层D-0818房间,110000450112232,2009-09-17,樊保荣,1035万美元,91110107692303175M,www.izhikang.com
航瑞科技,四川航瑞信通科技股份有限公司,航瑞科技是一家通信工程施工服务商，专注于从事通信工程施工总承包、建筑工程施工总承包、钢结构工程专业承包、建筑机电安装工程承包等业务，并可提供通信铁塔设备安装、维护服务。,四川航瑞信通科技股份有限公司,中国(四川)自由贸易试验区成都市高新区吉庆三路333号1幢4单元13层1号,511300000047386,2009-06-19,丁和平,1064万元人民币,91510100689930792G
