名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
包清天,广州学路新程信息科技有限公司,包清天是一家主打“包场+清仓+天天更低”特色购物服务的网站，主要从事服务业的“尾货市场”，利用阶梯式变价和病毒式营销，使商家“闲时”也满场，使闲置场地资源变废为宝。广州学路新程信息科技有限公司旗下网站。,广州学路新程信息科技有限公司,广州市天河区五山路科华街251号之22-24栋自编1023-41（住所有效期至2017年11月30日）,440106000983322,2014-06-28,钟金奎,50万元人民币,914401013044021804,www.huidonglc.com
易参,北京果蝠科技有限公司,易家是一家基于SaaS的股权管理服务提供商，为上市前各阶段的企业提供一站式股权/期权架构解决方案及SaaS管理平台，解决企业经营发展最重要的问题。,北京果蝠科技有限公司,北京市海淀区中关村大街1号15层1507-405,110105022546715,2016-12-01,黄怡然,100万元人民币,91110105MA00A16M2H,inssent.com
天网智源,北京天网智源科技有限公司,北京天网智源科技有限公司是一家高新技术开发销售商。公司是集研发、销售、服务为一体的企业，现公司已拥有微波射频、图像处理、加固计算机、数据采集与处理、航空电子、嵌入式设计、系统集成、结构设计等各方面的技术人员，形成了一支从部件到系统，从硬件到软件、有一定理论基础和实践经验的研发和销售队伍。公司充分运用先进的测试技术、信息技术、嵌入式设计、射频、光学等先进技术，专业从事航空、航天、船舶、兵器等国防科技工业领域的综合数据应用（不同任务系统的数据采集、分析、处理等）、计算机及其应用技术、传感器技术、测量与测试系统集成、微波射频产品设计等的研究、开发、设计、制造、服务等工作。,北京天网智源科技有限公司,北京市丰台区中核路3号院3号楼6层609室,110228023707696,2017-07-03,刘肖,2000万元人民币,91110228MA00FWCX25
未来星,武汉未来之星教育科技有限公司,未来星是一家以k12艺术教育为主，致力于打造一站式教育的平台。创办6年来，从30平小店发 展到15000平连锁，目前已有29家校区，200名专业教师，为10000个家庭带来艺术的价值和快乐。未来星创造性的将培养孩子的综合素质和艺术教育相结合，用6年的时间成为行业领导者，成为同行效仿的对象，隶属于武汉未来之星教育科技有限公司，该公司创办于2011年。,武汉未来之星教育科技有限公司,武汉东湖新技术开发区高新六路佛祖岭社区B区36B号,420100000451917,2014-11-24,钱雷,588.235294万元人民币,91420100303641729U,www.chinawlx.com
微目科技,武汉微目科技有限公司,武汉微目科技有限公司创立于2009年，是由科学家、企业家共同创立的高科技公司、国家级高新技术企业，坐落于国家自主创新示范区——东湖新技术开发区。,武汉微目科技有限公司,武汉东湖开发区东信路11号,420100000158734,2009-07-28,彭志伟,300万元人民币,91420100691863349J,www.microinfo.cn
MOBA游戏,成都龙之力科技有限公司,成都龙之力科技有限公司是一家专门从事VR游戏研发的公司，目前公司产品专门针对网吧市场提供的以VR第一人称视角所做的FPS类型的MOBA游戏。,成都龙之力科技有限公司,中国（四川）自由贸易试验区成都高新区天府大道中段1388号1栋8层8100号,510109000855220,2016-06-23,肖韬,131.5789万元人民币,91510100MA61WEEL2H,www.loongforce.com
照见科技,深圳市照见科技有限公司,深圳市照见科技有限公司是一家致力于石墨烯热健康生活应用的公司。,深圳市照见科技有限公司,深圳市南山区粤海街道深圳湾科技生态园9栋B座12层11号房,,2018-03-02,张亮,1000万元人民币,91440300MA5F0RYL1X
极薪保,苏州桉君捷网络科技有限公司,极薪保是一个人力资源产业金融和蓝领服务平台。以劳务公司（债权人）转让其应收账款为前提，为劳务公司提供应收账款管理、薪资代发及融资于一体的综合性金融服务。,苏州桉君捷网络科技有限公司,苏州市相城区元和街道人民路4555号繁花中心A楼东座15层1506,,2018-09-10,左煌,350万元人民币,91320594MA1X5RXJ55
寻荟记,海南荟研电子商务有限公司,寻荟记是一个专注于芦荟植物类护肤品牌。寻荟记采用海南库拉索有机芦荟，美国萃取技术，产地直接萃取的优质新鲜高浓度芦荟原液，并拒绝添加香精、酒精、色素等易至敏成分。在供应链方面，寻荟记从最源头的原料开始，在海南包下产地，自己种植有机芦荟，在营销层面，寻荟记定位植物类成分护肤品，2016年上线第一款产品，从消炎、抗氧化、晒后修复等功效性切入，用户多以18-25岁的年轻人为主，大学生居多。隶属于海南荟研电子商务有限公司。,海南荟研电子商务有限公司,海南省海口市龙华区国贸路6号瑞特广场三楼3405室,,2015-09-28,林瀚,400万元人民币,91460100MA5RC2458Y
请他教,北京请他教互联科技有限公司,请他教是一所中小学上门辅导O2O服务商，平台根据学生需求匹配老师，帮助老师拓展生源；线上交易，线下授课，切实解决“家长找好老师难、老师生源难觅”的痛点，致力于为儿童们创造一个上门辅导平台。,北京请他教互联科技有限公司,北京市海淀区中关村东路66号1号楼21层2507-018,110108018680409,2015-02-26,邓志烙,375万元人民币,91110108335468203M,www.qingtajiao.com
