名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
中存超为,北京中存超为科技有限公司,中存超为是一家存储服务提供商，开发具有自主知识产权的企业级数据存储系统，采用先进的闪存优化加速架构，兼顾企业对高性能和大容量的存储需求。,北京中存超为科技有限公司,北京市海淀区中关村东路18号1号楼3层会所3201、3202室,110108019123677,2015-05-18,沈杰,200.74万元人民币,91110108335580334R,www.leadstor.com
昂瑞生物医药,深圳昂瑞生物医药技术有限公司,"""昂瑞生物医药是一家肿瘤免疫治疗开发商。深圳昂瑞生物医药技术有限公司（OncoVent）是一家以单克隆抗体技术(mAb)为平台，发展联合肿瘤免疫治疗的处于临床阶段的生物技术公司，目前公司正处于临床阶段。公司落户在深圳前海开发区，注册资本: 9,259,259美元。主要投资人为：中国上市公司深圳海普瑞药业有限公司，加拿大上市公司Quest Pharmtech, 和 OncoQuest。公司由共同创始人，华人科学家史跃年博士出任CEO，负责协调运作全球优势资源，推进Oregovomab（卵巢癌）和Brevarex mAb-AR20.5（胰腺癌）的全球临床试验及FDA、CFDA的报批工作。""",深圳昂瑞生物医药技术有限公司,深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司),440301501158533,2016-07-26,李锂,925.93万美元,91440300MA5DH42M40,www.oncovent.com
黑口袋PocketNoir,广州市硅愉科技有限公司,黑口袋PocketNoir是一个智能硬件新品发布平台，公司面向机场优质客流群体，开设售卖Bose、徕卡等品牌及新型智能硬件产品的线下智能体验门店，并积累用户体验数据为品牌商和广告商服务。黑口袋致力于搭建全球专业智能新品发布及服务的平台，在全国旅游交通枢纽和重要城市线下渠道布局，为旅客和消费者提供全球智能产品的线下体验和购买，并通过线上会员导流，为会员持续推广数码新品资讯和电商导购，延长传统线下零售模式的服务。,广州市硅愉科技有限公司,广州市天河区海安路13号之一801（仅限办公用途），广州市花都区花东镇九一村空港大道9号C栋706（仅限办公用途）,440121000274820,2016-05-16,孙建,1710.5714万元人民币,91440114MA59CUWF8X,www.pocketnoir.com
北京行旅国际,北京艾优薇文化科技有限公司,行旅国际是一家企业商旅一站式解决方案提供商，以线上线下结合为企业商务出行提供出行解决方案， 自主研发的“AUVGO”差旅管理系统，基于云端为企业提供差旅管理服务，可以帮助企业降低差旅成本、提高办公效率。并且对企业差旅行为进行智能管控和分析，重心偏向于企业端，帮助企业梳理、规范内部差旅流程。,北京艾优薇文化科技有限公司,北京市朝阳区安慧里四区15号楼院2号楼2-4内6层607室,110117016293077,2013-09-12,相晶,1300万元人民币,91110105078505535U,www.auvgo.com
聚汇民生商贸,贵州聚汇民生商贸有限公司,贵州聚汇民生商贸有限公司一家旨在城市化进程中“关注健康 聚汇民生”的综合性商贸有限公司，立足于提供优质天然绿色食品，产品涵盖市场有大型酒店、餐饮连锁、直营等。,贵州聚汇民生商贸有限公司,贵州省贵阳市观山湖区贵阳世纪城0组团商业第2C幢1层1号,520190000061321,2014-05-19,杨锐,100万元人民币,915201903088737134,www.24yph.com
广东文一,广东文一朝阳集团有限公司,广东文一集团创建于1991年，总部位于东莞市道滘镇广深高速出入路口旁，是一家致力于办公文化用品，OA产品，IT产品，医药，餐饮，美容美发，商业地产，电子商务，通讯网络，茶叶贸易等多种业务为一体的大型多元化综合商贸集团企业。,广东文一朝阳集团有限公司,东莞市道滘镇广深高速路出入口旁,441900000057960,2004-07-08,叶建勋,5000万元人民币,91441900764920501L,www.win1group.com
易挖网,南京一挖挖网络科技有限公司,易挖网，专业的二手工程机械O2O电商平台，面向全国范围服务二手挖掘机买卖交易。以独特的专业买手一站式1对1购机服务，打造诚信的二手工程机械交易平台。,南京一挖挖网络科技有限公司,南京市雨花台区郁金香路17号C栋801室,320105000238182,2015-07-01,杨天利,200万元人民币,91320114339349869M,www.ewawang.cn
金和新材料,宁波金和新材料股份有限公司,金和新材料是一家锂离子电池及材料研发商，公司的产品包括镍钴酸锂、镍钴锰酸锂、LⅢ钴酸锂、L5C钴酸锂、球钴等，同时公司的产品还包括正极前驱体、锂离子电池等，同时公司为用户提供了相关服务与技术支持等。,宁波金和新材料股份有限公司,余姚市城区谭家岭东路,330281000017971,1998-11-10,陈韶峰,7500万元人民币,9133020071117981X8,jinhe.cn.ningboexport.com
路美传媒,路美文化传媒（上海）有限公司,路美传媒是一家伴随中国高铁蓬勃发展成长起来的媒体整合运营商，以高铁媒体为核心，资源布局铁路、航路、城市路，总部在上海，在郑州设立办事处。,路美文化传媒（上海）有限公司,,310230001043011,2016-08-10,李奎林,1000万元人民币,91310230MA1JXL7M8K
安博,北京安博创赢教育科技有限责任公司,安博是一家教育服务提供商，创始于美国硅谷，2000年开始在中国发展。安博致力于搭建标准化、信息化、国际化的教育服务平台，并依此建立优质教育服务资源的协作、共享与推广机制。在面向升学的基础教育服务领域，安博在国内外拥有多所直营全日制中小学校，这些学校是安博教育集团进行教育教学研究、国际合作、资源集散、技术与服务创新的基地，它们也都是当地或全国知名的学校。以这些直营学校为圆心，安博教育集团在国内拥有数十所特色共建学校及数百所资源共享中小学校。在面向就业的职业教育和企业培训领域，安博教育集团利用安博云服务平台和应用技术型人才培养体系，在全国范围内，与数十所大学合作共建学院、共建专业，依托布局在环渤海、长三角、珠三角等经济发达区域的实训安博教育基地为数百多高校提供全方位的实训服务，另外，遍布在全国二十多个城市的拓展培训基地每,北京安博创赢教育科技有限责任公司,北京市石景山区石景山路54号院1号楼12层1202,110000450039865,2008-01-18,陈佳仁,2500万美元,91110108670553552T,www.ambow.com
