名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
三峰环境,重庆三峰环境集团股份有限公司,三峰环境是中国垃圾发电行业领军企业、国务院国企改革“双百企业”、2018中国环境企业50强之一，专业致力于垃圾焚烧发电项目投资、建设、EPC总承包、核心设备制造和运营管理全产业链服务,重庆三峰环境集团股份有限公司,重庆市大渡口区建桥工业园建桥大道3号,500000000001999,2009-12-04,雷钦平,130000万元人民币,91500000699250053X,www.cseg.cn
碧峰峡,雅安东方碧峰峡旅游有限公司,碧峰峡是一家旅游景区运营商，被评为国家AAAA级旅游景区，包含黄龙峡、天仙桥、天然盆景、千层岩瀑布等众多景点。游客可以通过网站预订景区门票、酒店、餐饮等服务，并可享受一定的优惠套餐。,雅安东方碧峰峡旅游有限公司,雅安市碧峰峡,513101000005314,1998-01-07,张勇,5800万元人民币,91511802709081418Q,www.bifengxia.com
e洗车,北京微积分网络科技有限公司,E洗车是一个O2O洗车服务平台，公司主要提供到店洗车和上门洗车两种服务。有洗车需求的用户可以在平台上直接选择合适的时间，进行在线预约洗车服务，到达预约时间后，公司将安排专业人员上门洗车，以及用户可以开车去线下店铺进行洗车,北京微积分网络科技有限公司,北京市东城区安定门外大街2号安贞大厦17层06室,110105014583031,2012-01-18,段东仁,2690.0553万元人民币,91110101589083864N
刚竹医疗,深圳市刚竹医疗科技有限公司,深圳市刚竹医疗科技是一家医疗器械领域研发型的高科技企业。公司致力于IVD产品原材料的开发和优化，体外诊断设备和试剂的研发，重点是POCT设备和试剂的开发；在护理领域开展自动化和信息化的研究，开发具有创新性的专业护理设备，减轻看护的压力，提升护理质量。,深圳市刚竹医疗科技有限公司,深圳市南山区西丽街道茶光路1089号深圳集成电路设计应用产业园511-1,440301115638084,2016-04-06,罗成,421.0527万元人民币,91440300MA5DA2QDXD,www.gangzhumed.com
童乐乐,童乐乐科技成都有限公司,童乐乐是一个儿童游乐畅玩平台，致力于整合儿童娱乐、 亲子游等服务资源。让孩子在游乐中学习，培养孩子的情商，社交及团队协作能力，让孩子在无限畅玩中成长为快乐小达人。专注于0~14岁儿童娱乐需求，以包月服务的模 式，打造一个连接室内外儿童游乐商户和儿童消费家庭的O2O线上平台。,童乐乐科技成都有限公司,中国（四川）自由贸易试验区成都高新区吉泰五路118号2栋6层3号，成都高新区吉泰五路118号2栋6层3号,510109000832408,2016-05-27,邓柯,100万元人民币,91510100MA61UYUH5D,www.tonglele61.com
Yohome优房管家,陕西优家置业有限公司,优房管家是以互联网综合网站和移动手机App软体搭建起来的O2O物业服务平台，旨在向北美独立、半独立房屋业主提供房屋周期养护、装修、智能家居、保险以及上门洗车等优质高效的物业便民服务；同时整合并帮助相关中小服务商拓展市场，升级管理经营模式。,陕西优家置业有限公司,,610132100171155,2016-10-17,王莹,300万元人民币,91610132MA6TYXBC89,www.youjiawuguan.com
玩巨人,深圳市唯壹智能物联有限公司,玩巨人是一家用新零售思路做玩具租赁的公司，成立于2017年。创始人曹跃2016年到日本出差时，看到遍地的零售自助终端，受到启发，回国后便开始策划该项目。目前，玩巨人已经用零售柜的方式切入儿童玩具领域，为0-14岁儿童打造一个绿色玩具共享平台。,深圳市唯壹智能物联有限公司,,440300201604834,未知,曹跃,111.2933万元人民币,91440300MA5EL8Y369,www.wanjuren.net
易达乐享,易达乐享（北京）网络科技有限公司,易达乐享（北京）网络科技有限公司，位于顺义后沙峪绿地启航国际，是一家年轻的互联网创业公司，由原新浪微博员工于2015年7月创建。 公司以互联网数据和学术数据为基础，采用互联网信息聚合、自然语言处理、数据挖掘比对等技术，进行大数据产品的开发与服务。 努力打造优秀的大数据文本比对系统和建设学术授权数据库。,易达乐享（北京）网络科技有限公司,北京市朝阳区朝阳北路145号13号楼（六里屯孵化器3667号）,110105019527211,2015-07-20,王勇,300万元人民币,91110105344394752C,www.celunwen.com
医联,成都医云科技有限公司,医联是一款专属于医生的社交服务平台。用户均为通过认证的在职医，提供医学问答、图说病例、匿名社交和医生圈等功能，致力于帮助医生群体更加方便快捷地获取来自行业内的优质信息，同时拓展自身在医疗行业内的人脉关系，扩大社交范围，增加自身影响力。,成都医云科技有限公司,成都高新区天华一路99号6栋2层3号,510109000460096,2014-06-26,王仕锐,320.83万元人民币,91510100397830968C,www.medlinker.com
利群集团,利群商业集团股份有限公司,利群商业集团股份有限公司是集百货零售连锁、商业物流配送、品牌代理与运作、电子商务等多业态于一体的大型商业集团。公司注册资本为人民币6.84亿元，其前身是设立于1997年的青岛长江商厦有限公司，1998年改制为青岛长江商厦股份有限公司，2011年公司整合原利群集团旗下零售、物流等板块资源，进行资产重组，同时公司更名为青岛利群百货集团股份有限公司。青岛利群百货集团在近几年的不断进取中，取得了跨越式的发展。,利群商业集团股份有限公司,青岛市经济技术开发区香江路78号,370200018031227,1998-01-22,徐恭藻,86050.046万元人民币,91370200863877764G,www.liqungroup.com
