名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
达飞控股,深圳达飞科技控股有限公司,深圳达飞金融控股有限公司是总部位于深圳前海的一家互联网金融公司，拥有国内顶尖的金融投资和互联网技术团队，运用金融大数据分析，旨在打造一个能为借款人与投资人同时提供最为安全便捷的资金对接信息平台。,深圳达飞科技控股有限公司,深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）,440301111552781,2014-10-29,高云红,160000万元人民币,91440300319635251Q
金正环保,烟台金正环保科技有限公司,烟台金正环保科技有限公司，是以膜法水处理技术为核心的新型环保科技公司，以特种膜元件研发、膜元件制造、膜系统应用开发为主营业，在德国技术基础上，采用国际领先的美国陶氏膜原材和国际一流自动化设备，规模化生产DTRO膜组件，并将DTRO膜技术应用于化工行业高浓度难处理废水、酸分离、碱分离、垃圾渗滤液深度处理、再生水资源回用、高盐高COD污水零排放预浓缩领域。,烟台金正环保科技有限公司,山东省烟台市莱山区经济开发区瑞达路,370602200087371,2012-07-05,李越彪,2000万元人民币,913706135992875532,www.jinzhenghb.com
湖北视佳医,湖北视佳医眼镜光学有限公司,视佳医专注青少年近视防控，主要业务涵盖医学验光配镜、近视非手术矫治、视觉异常防治等领域，其中非手术矫治近视——角膜塑形术是该院的最大特色。拥有眼科教授、主任医师等4名、副高硕博人才8名，在职员工300余人，是湖北省较大的专业眼视光服务机构。,湖北视佳医眼镜光学有限公司,,420116000054263,未知,陈庆申,200万元人民币,91420116771351589C,www.027eye.com
帮推名片,深圳制片帮网络科技有限公司,帮推-轻奢级电子名片，为拥有名片，特别是商务人士打造专属的极简、轻奢名片。提供百种高端电子名片模板，支持一键分享、一件拨号、一键导航等功能。彻底告别扫描纸质名片APP，只需在微信小程序中添加即可享用这些功能，且不占用手机内存。,深圳制片帮网络科技有限公司,深圳市南山区南山街道软件科技基地芒果网大厦5F306室,440300202554812,2017-09-29,朱悦,100万元人民币,91440300MA5ERC13XF,www.51vimeo.com
书香连锁酒店,书香酒店投资管理集团有限公司,书香酒店投资管理集团有限公司是经国家工商行政管理总局核准，由中国500强企业苏州创元投资发展（集团）有限公司控股的集团型企业。公司拥有“书香世家”、“书香门第”、“胥城大厦”、“书香府邸”多个酒店品牌。现拥有33家企业、管理26家酒店（已开业23家）。其中：有座落在苏州古典园林的五星旗舰店书香世家平江府酒店，有具备休闲度假功能的树山温泉酒店，有承担过世博会指定接待任务的上海书香世家酒店等22家书香文化主题酒店。公司还拥有城堡酒店管理公司、餐饮物业管理公司、食品公司、远香堂创意艺术品公司、书香旅行社、书香会展,书香酒店投资管理集团有限公司,苏州市平江区景德路366号,320500000041268,2003-08-22,朱巍,12680万元人民币,9132050875321488X3,sxsjjd.fliggy.com
慧结算,杭州辉智网络科技有限公司,慧结算是杭州辉智网络科技有限公司旗下SAAS产品，是新服务业前台业务与后台财税融合平台及经营财务数据聚合系统。内嵌BAT企业经营财务及中台管理系统最佳实践，一站聚合多渠道、多业态业财数据，满足企业全业务、全渠道、全口径、全过程业财融合管控诉求。,杭州辉智网络科技有限公司,浙江省杭州市滨江区长河街道建业路511号华创大厦4楼-48、-49,330108000359559,2017-07-03,滕忠献,55.5555万元人民币,91330108MA28UK989J,www.hjiesuan.com
英雄互娱,英雄互娱科技股份有限公司,英雄互娱是一家手机游戏开发运营商。主要为用户提供手机移动游戏产品、电子体育竞技游戏产品的开发、运营，以及移动电竞比赛的组织、推广等服务。旗下已开发手游产品有《全民枪战》，《天天炫舞》，《弹弹堂2》等。致力于为海内外用户提供优质的移动游戏。隶属于北京英雄互娱科技股份有限公司。,英雄互娱科技股份有限公司,陕西省延安市延川县文安驿工业园区管委会综合办公楼401房屋,110108003312259,2001-09-26,应书岭,13860.9431万元人民币,91110108600373652C,www.yxhyu.com
正泰集团,正泰集团股份有限公司,正泰集团是一家智慧能源解决方案提供商。已发展成为我国新能源与电力能源设备制造领军企业，产业覆盖“发电、储电、输电、变电、配电、用电”全产业链，布局智能电气与高端装备、清洁能源与新材料、智能家居与传感技术、物联网与新一代移动技术以及金融、物流与现代服务等板块。,正泰集团股份有限公司,浙江省乐清市柳市镇工业区正泰大楼,330702000058685,1994-03-15,南存辉,150000万元人民币,9133000014556638XG,chint.com
风致堂,浙江风致堂生物科技有限公司,公司是一家主要以风致堂中药汉草凝露的研发生产销售为主的生物企业。,浙江风致堂生物科技有限公司,杭州市西湖区文二西路820号3幢5050室,330106000543152,2016-09-27,庄智民,1000万元人民币,91330106MA27YNWW0L
钱坤宝,南京钱坤宝金融信息服务有限公司,钱坤宝是专注于为医疗、通讯、电力、冷链物流等行业提供供应链金融服务的理财平台。依托国内大中型优质核心企业，通过互联网技术，为中小微企业提供快捷的金融服务，为投资者搭建安全透明的互联网金融理财平台。,南京钱坤宝金融信息服务有限公司,南京市秦淮区中山南路230号,320100000173743,2014-08-07,傅彬彬,1000万元人民币,91320100302632222C,www.qiankunbao.com.cn
福森传感,合肥福森传感科技有限公司,福森传感是一家专注于温度与湿度领域的感测，控制与记录的高新技术企业，专门从事温度传感器和热湿度组件的开发，生产和服务，现已开发湿度传感器，应用于智能楼宇、通讯机房、医药、烟草、纺织等温湿度敏感厂房监测。,合肥福森传感科技有限公司,合肥市高新区玉兰大道767号机电产业园西三路-1号4层425-430,340191000041292,2014-10-23,刘利,400万元人民币,91340100394468350K,www.focusens.com
金色未来,苏州金色未来信息咨询股份有限公司,"""公司是一家专注于企业人才解决方案的综合性专业人力资源公司, 多年来致力于为企事业机构提供全方位、多层次的人力资源服务。公司的主营业务为人才供求信息的收集、整理、储存、发布和咨询服务;人才推荐;人才招聘。报告期内,公司主营业务未发生重大变更。    公司提供的服务主要有高级人才寻访(猎头)服务、培训咨询服务等。    公司立足于苏浙沪,经过多年的运营,逐步辐射华东、华中等主要区域。公司的客户群体涵盖了机械、电子、汽车零部件制造、医药医疗、新能源、互联网等行业。""",苏州金色未来信息咨询股份有限公司,苏州高新区狮山路22号人才广场903-905室,320512000020528,2002-10-18,徐文杰,500万元人民币,91320500743131634N
东莞英汉思机器人,东莞英汉思机器人科技有限公司,Enhanced Robotics 英汉思机器人是一家老年人康复医疗机器人研发商，从事老年人康复医疗机器人的高科技企业。公致力于开发面对于老年用户的新一代智能动力外骨骼产品，帮助解决老龄化进程中所带来的医疗与康复问题，提高老年人生活品质，使中国的老年人再一次享受生活。,东莞英汉思机器人科技有限公司,,441900004474510,2017-10-30,朱瀚琦,100万元人民币,91441900MA4X9KP66T
Sya,北京赛亚数据科技有限公司,赛亚数据科技有限公司前身是Sya赛亚体验科技工作室，是一家以用户体验为核心的移动互联网设计与技术服务公司，公司创始人为北京邮电大学网络经济与信息化研究中心李晓龙博士。,北京赛亚数据科技有限公司,北京市海淀区高里掌路1号院2号楼1层101-232,110108017746318,2014-08-19,李晓龙,50万元人民币,911101083066766442,www.sya.org.cn
子约,上海小沙信息科技有限公司,子约是一款美甲O2O平台，在线上提供美甲服务，隶属于上海小沙信息科技有限公司。,上海小沙信息科技有限公司,上海市青浦区朱家角镇康业路901弄98号3层D区309室,310118003079885,2014-12-24,刘沙,110万元人民币,91310118324294906G,暂未收录
优伲可,长沙优伲可文化传播有限公司,优伲可是一家从事教育咨询服务的公司，文化活动的组织与策划；教育信息咨询。(依法须经批准的项目，经相关部门批准后方可开展经营活动),长沙优伲可文化传播有限公司,,430102000235929,2014-09-19,刘建华,80万元人民币,9143010339422978X8
锐吉科技,深圳市锐吉电子科技有限公司,锐吉科技是一家智能家居产品生产商，凭借专业领先的技术实力和追求极致的用户体验，公司先后推出镜面智能显示、防水智能显示、智能魔镜、互动数字标牌、智慧浴室、智慧厨房、智慧衣橱、智能美妆镜等一系列优质产品。目前专注于B端市场，包括智能家居、消费&新零售、酒店地产和健康医疗四大行业。,深圳市锐吉电子科技有限公司,深圳市龙岗区宝龙街道南约社区宝南工业区2号厂房4楼、5楼,440307105625502,2011-08-08,金飞,350.8771万元人民币,914403005800565019,raysgem.com.cn
蘑菇租房,上海墨果物业管理有限公司,蘑菇公寓是一家长租公寓品牌运营商，专注于为都市白领提供租住服务，旗下运营近万套房源覆盖全城地铁沿线的高档社区，通过租客认证打造了一个可信赖的白领租房社区，并以会员制、俱乐部的形式运营用户，通过丰富的线上线下活动为都市白领创造了优质的租住生活体验。蘑菇租房于2014年在上海创立，是移动互联网时代“新租房”模式的开创者。为公寓商家提供公寓SaaS管理系统，除了管理房源还对接了流量、电子合同、金融、支付、大数据、智能硬件等多元化的产品服务，构建租房行业全产业链深度管理方案，贯穿从录房到租后的所有环节。为租客提供真实租房平台，实现找房、签订电子租房合同、支付房租与水电煤等生活缴费、报修、投诉等全流程的在线解决方案。蘑菇租房致力于通过新技术的探索和运用，建立和有效管理高质量的租房服务标准，以真房源推动租房产业正向发展。让租住更简单、更便捷。,上海墨果物业管理有限公司,上海市奉贤区解放东路1008号1225室,310120002264839,2014-01-06,周月,145.4545万元人民币,913101200900170401,mogoroom.com
饭蛋,上海饭蛋投资股份有限公司,上海饭蛋投资股份有限公司成力于为餐饮企业提供一站式营销解决方案，为广大消费者提供最真实的餐厅评级，提供最人性化的就餐体验。 上海饭蛋公司自主设计的手机App——饭蛋，是一款集订餐、等位、点餐、沟通、互动、支付、评论、分享等为一体的，依托餐饮引擎而建的互动社交平台。,上海饭蛋投资股份有限公司,上海市普陀区金沙江路1340弄172支弄14号3号楼306室,310000000136769,2015-01-12,姜明燕,500万元人民币,913100003243822953,www.fandan.cn
北京天力发,北京天力发智能测绘科技有限公司,北京天力发科贸有限责任公司是在1996年注册于北京中关村高科技园区的一家高科技地理空间信息企业，是服务于测绘及地理信息相关产业的先进设备和测量系统解决方案的提供商，所涉及领域覆盖天空（航空遥感测绘、无人机及航测软件)、地面（大地测绘、工程测量、移动三维扫描)及地下、水下（地下管网探测、水下地形测绘、变形监测、地质勘察）、地理信息数据采集、处理及应用。多年来我们积累了丰富的产品研发及系统集成经验，我公司20年如一日，坚持第一时间带给用户测绘最新技术和装备，用我们的信誉和真诚为客户创造使用价值，以一流的产品、优,北京天力发智能测绘科技有限公司,北京市石景山区八大处实兴大厦409室,110107003653172,1996-05-28,赵树田,500万元人民币,911101071011839343,www.tianlifa.com
