名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
凝慧电子科技,云南凝慧电子科技有限公司,凝慧电子科技有限公司是一家氮化镓外延片及微波功率器件产业服务商。成立于2014年。公司专注于高端通用芯片（GaN功放芯片）、微电子元器件（包含GaN射频器件、GaN微波功率器件、通信用功率器件及其他器件）、新型高端应用材料（GaN外延片）等的研发与成果转换和生产、销售等。,云南凝慧电子科技有限公司,云南省昆明市大板桥街道办事处7号办公楼7-114室,530000000043140,2014-09-03,秦铁昌,9183.6735万元人民币,91530000316289859D,www.ninghuikeji.com
开勒环境,开勒环境科技（上海）股份有限公司,开勒环境科技(上海)股份有限公司主营业务为大型工业风扇（即HVLS风扇）的研发、生产、销售、安装及相关技术服务。公司主要产品为大型工业风扇。　　公司产品广泛应用于以下三大领域：一是工业厂房车间，二是仓储物流中心，三是商场会场、机场车站、运动场馆以及展馆礼堂等公共场所。基于其自身的显著特征和良好功能，大型工业风扇对小型风扇、空调等传统通风调温设备在前述领域的应用形成了一定的替代性和补充性。,开勒环境科技（上海）股份有限公司,上海市松江区新桥镇新格路505号3幢四楼4601室,310227001506510,2010-02-08,卢小波,4837.52万元人民币,91310000551515561K,www.kalefans.com
AI RECRUITAS,南京葡萄诚信息科技有限公司,AI RECRUITAS是一家人工智能招聘机器人服务提供商。是南京葡萄诚信息科技有限公司旗下的一款产品。AI RecruiTas（人工智能人才招聘专家）是该公司目前正在研发的人工智能招聘机器人，将能够达到全面替代专职招聘人员的要求，实现：面试候选人、分析候选人面试表现、预判候选人未来职业发展方向等这几个功能。同时，AI Recruiter通过结合背景调查业务中积累的大量真实简历以及最先进的人工智能算法，搭建一个信息完全真实的候选人数据库，根据不同岗位需求将合适候选人推送给企业实现招聘过程智能化，为公司的人才招聘提供一站式解决方案。,南京葡萄诚信息科技有限公司,南京市建邺区江东中路359号国睿大厦二号楼3楼,320113000405567,1970-01-01,方小雷,200万元人民币,91320113MA1P0QB61R,www.airecruitas.com
麦趣尔,麦趣尔集团股份有限公司,麦趣尔集团股份有限公司是自治区规模较大、技术含量较高的现代化食品加工企业。,麦趣尔集团股份有限公司,新疆昌吉州昌吉市麦趣尔大道,652300050001933,2002-12-30,李勇,17413.9457万元人民币,916523007452118491,www.maiquer.com
易天智科技,深圳市易天智科技有限公司,深圳市易天智科技有限公司是一家具备专业开发团队。公司专业致力于计算机信息采集处理技术服务、数字化城市管理信息咨询服务、计算机系统维护服务、移动App开发、消费类IC应用软硬件技术开发等专业服务。设计了大量成熟的产品应用方案，开发了多款上架App，更在光流定点、GPS定高、视觉避障领域取得突破性的进展，并且得到用户的一致好评，公司旨在通过提供领先的技术、方案与服务，帮助企业实现产品的差异化和加速产品的研发、生产和上市。,深圳市易天智科技有限公司,,440301117347780,2016-09-05,刘倚彤,100万元人民币,91440300MA5DKED08W,www.youtoofly.com
云片网络,杭州云片网络科技有限公司,云片是云通讯服务提供商，致力于为企业提供短信服务解决方案，其短信服务使用标准化的Restful接口，同时还具有网上支付和发票申请流程。旗下产品包括国内短信、国际短信、语音验证码等，可服务于电商行业、金融行业、创业者等。,杭州云片网络科技有限公司,浙江省杭州市西湖区紫霞街176号互联网1号楼1001-8室,330106000266814,2013-04-23,刘大林,5000万元人民币,91330106067857586W,www.yunpian.com
江小白,重庆江小白酒业有限公司,江小白是一个互联网思维的酒类品牌，提供时尚新品45度小瓶白酒，重庆江小白酒类营销有限公司旗下品牌。,重庆江小白酒业有限公司,重庆市渝北区青枫北路10号3幢（北部新区双子座A座（3号楼）9楼1#）,500905007876071,2015-03-23,陶石泉,1500.6002万元人民币,915000003317089430,www.ijovo.com
食菜网,湖北汉菜网网络信息技术有限公司,食菜网是一家食材供应平台，专注于为餐饮商户提供省钱、便利的食材供应平台，隶属于湖北汉菜网网络信息信息技术有限公司。,湖北汉菜网网络信息技术有限公司,武昌区临江大道96号武汉积玉桥万达广场（一期）写字楼13层01、11-12单元,420106000394568,2014-11-24,陈凯,2000万元人民币,91420106303774476W,www.bestshicai.com
领途教育,领途教育咨询（北京）有限公司,Liderar 领途是全球首家结合VR、云计算、大数据、语音识别、行为分析等技术手段进行人才潜质评估与开发的专业组织。,领途教育咨询（北京）有限公司,北京市海淀区高里掌路1号院6号楼301-18,110108021815874,2016-08-11,刘佰明,610.650000万人民币,91110108MA007H9J4D,www.liderar.com.cn
绿城一修,北京协力成工新能源汽车科技有限公司,绿城一修是一个“互联网+云仓+云修”的电动汽车智慧维修平台。实时获得车辆数据，通过发展云修及云仓合伙人，形成修理及配件仓配能力，建设维修技术库及故障案例库，形成智慧维修支持系统；最终基于大数据，为车企提供C2F解决方案，以及供应链金融服务等增值服务。,北京协力成工新能源汽车科技有限公司,北京市丰台区卢沟桥南里2号院3号楼五层5128室,110106019005955,2015-04-24,庞忠,2000万元人民币,911101063397543895,www.xielijituan.cn
