名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
潜寻新能源,苏州潜寻新能源科技有限公司,新能源电池的技术开发。,苏州潜寻新能源科技有限公司,苏州高新区金山路10号105-5室,,2018-08-03,杨涛,500万元人民币,91320505MA1X0DD07K
智航新能源,江苏智航新能源有限公司,江苏智航新能源有限公司成立于2012年7月，是一家专注于动力型锂电池正极材料、锂电池、电池组等产品的研发、生产、销售及服务于一体的高新技术企业。,江苏智航新能源有限公司,泰州市海陵区九龙镇龙园路213号5幢,321200000028942,2012-07-03,王唤,11467万元人民币,91321200598630380K,www.zhnewenergy.com
安徽汇能动力,安徽汇能动力股份有限公司,安徽汇能动力股份有限公司主要经营范围为蒸汽、蒸汽产品销售，热力管网营运及配套服务。主要业务范围是从事城市集中供热（蒸汽、蒸汽产品销售，热力管网营运及配套服务）及新能源开发等业务。,安徽汇能动力股份有限公司,安徽省蚌埠市长征路220号,340300000135715,2014-12-31,吴雁,8125万元人民币,913403003254945208
苏州规划,苏州规划设计研究院股份有限公司,苏州规划设计研究院股份有限公司是一家规划设计和工程设计服务商。立足苏州、走向全国，以技术性、经济性、政策性、社会性的业务理念为指导，以规划延续性、延伸性的业务路线为特色提供涵盖城乡规划、市政规划、交通规划、景观规划、建筑工程设计、市政工程设计、景观工程设计等。,苏州规划设计研究院股份有限公司,苏州市十全街747号,320500000029608,1992-03-26,李锋,6600万元人民币,91320500466951123Y,www.szpd.cc
灵智创优,北京灵智创优科技有限公司,北京灵智创优科技有限公司是一家专注于互联网学习产品研发以及互联网教育生态建设的科技企业。“精准课堂”是我们的核心产品，是公司专为中国50000家教育培训机构实现互联网+转型而量身打造的以“让学习变得更容易”为使命，“让学习唾手可得”为愿景，通过云、移动、大数据技术，让每一个同学都能享受更加优质的学习服务和学习体验。,北京灵智创优科技有限公司,北京市海淀区高里掌路1号院15号楼3层2单元301室-559号,110108018640237,2015-02-11,孙玉欣,542.2993万元人民币,9111010833037032XA,www.51cth.com
飞航科技,武汉飞航科技有限公司,武汉飞航科技有限公司主要致力于无人机系统定制开发业务。目前研发的产品主要有面向高校和科研院所的无人机实验室产品，包括飞控研发系统、导航研发系统、图形图像传输系统、地面站系统、无人机姿态与旋翼转速测试系统、算法仿真系统、飞行模拟训练系统等。同时公司正在致力于无人机核心技术的研发，推出农业、测绘、航拍、气象等行业应用无人机产品。,武汉飞航科技有限公司,武汉市东湖新技术开发区高新大道788号十五冶办公楼13层1301号,420100000473173,2015-02-12,奚海蛟,196.08万元人民币,9142010030365970X9,www.feihangkeji.com
米土巴巴,云南米土巴巴网络技术有限公司,云南米土巴巴网络技术有限公司成立于2008年，2015年11月米土巴巴公司总部迁移至北京，成立米土巴巴（北京)网络技术有限公司，2016年3月份，米土巴巴公司Q板挂牌，企业代码：209571，米土巴巴是一家专业的移动互联网方案提供案，B2C电子商务平台的企业，社区O2O服务平台、研发、运营、培训为一体的服务提供商，公司旗下主要运营：米土商场，米土巴巴两大平台。,云南米土巴巴网络技术有限公司,云南省昆明市盘龙区联盟街道办事处辖区内环城北路与万华路交汇处天宇景苑2702-01,530100100102530,2008-11-13,余应翔,1000万元人民币,91530100681273396F,www.metoo100.com
yoy,永一阀门集团有限公司,永一阀门集团有限公司组建于一九八四年。工业园总占地面积六万六千平方米，建筑面积五万三千五百平方米，注册资金壹亿零壹拾捌万元。公司拥有现代机械加工中心、数控机床、普通机床等专用设备500多台套，并有最大加工直径3.5米的特大型立式车床。拥有金属材料理化试验、机械性能力学试验、超声波测厚、无损探伤、光谱分析、金属热处理、安全阀全性能测试中心、弹簧拉压试验等专用设备。,永一阀门集团有限公司,浙江省永嘉县瓯北镇东瓯工业区,330324000030512,2003-03-28,赵春岳,10018万元人民币,91330324145396798H,www.yoyvalve.com
小宅门,杭州小宅门网络技术有限公司,杭州小宅门网络技术有限公司是一家集资产处置、房产与金融、供应与需求，产品与服务的互联网平台。小宅门的平台是互联网/移动互联网技术与传统二手房交易的结合，完成O2O(线上与线下)互联交换，降价了传统行业的成本、提高了交易的效率，给用户更好的应用体验。,杭州小宅门网络技术有限公司,杭州市江干区凯旋路137号二楼-109,330104000231703,2014-04-28,徐佳丽,604.156600万人民币,91330104098413224Q
广州脉谷,广州脉谷网创人力资源服务有限公司,广州脉谷是一家IT/互联网/电子商务行业人力资源服务商，公司一直坚持以“无人脉，无商机”“快速、专业、精准”的企业理念，致力于为客户提供最合适的高端人才。脉谷猎头专注于IT/互联网/电子商务行业，打造IT/互联网/电子商务行业猎头为第一品牌的猎头公司，为高速发展的品牌企业提供猎头服务；总部设在广州，公司业务覆盖全国各地，形成了以杭州、上海为中心的华东区和以广州、深圳、东莞为中心的华南本部的客户服务体系。拥有专业的猎头顾问团队。脉谷猎头以“快速、专业、精准”的企业理念，专注为国内外知名及高速发展的企业提供人力资源一体化解决方案并寻访高端或稀缺人才；丰富的人才资源库，包括：电商运营精英、020线上线下营销精英、COO高级管理人才、市场推广营销人才、稀缺 CTO及IT技术类人员、JAVA架构师等。,广州脉谷网创人力资源服务有限公司,广州市天河区黄埔大道西100号之一1406房(仅限办公用途),440106001175924,2015-04-16,苏楚纯,100万元人民币,9144010634016145X3,www.e-lietou.com
云雅信息,成都云雅信息技术有限公司,成都云雅是一家亚马逊第三方软件服务商，专注于跨境电商产品研发和技术服务，主要产品包括亚马逊卖家服务软件“卖家精灵”、亚马逊关键词反查搜索引擎“AsinSeed”。,成都云雅信息技术有限公司,中国(四川)自由贸易试验区成都高新区天府五街200号蓉创广场1号楼A区6、7层,510109000386169,2013-08-08,陈志武,100万元人民币,91510100075369291T,www.iyunya.com
睿介寻子,郑州睿介网络科技有限公司,睿介寻子建立了一套完整的寻找走失儿童体系，提升了国民关于儿童走失问题的认知和意识，呼吁全国网民积极行动起来，积极推行亚当警报系统和安珀警戒系统。并通过人脸识别技术，帮助家长尽快找回失踪的孩子。隶属于郑州睿介网络科技有限公司。,郑州睿介网络科技有限公司,郑州高新区西三环路149号7幢12层33号,410199000083890,2014-12-05,李介,1000万元人民币,91410100317467581A,www.ruijiexunzi.com
马甲线,北京出点汗网络科技有限公司,1.公司技术基因来自百度搜狐等公司，团队成员30人以内。,北京出点汗网络科技有限公司,北京市海淀区海淀南路19号四层4028A,110108019325563,2015-06-17,刘鑫,130.4348万元人民币,91110108344376095C,www.firmabs.cn
北汽集团,北京汽车集团有限公司,北汽集团是一家汽车整车制造商，专注于整车制造与动力总成技术的研发与应用，旗下产品包括乘用车、越野车、商用车及新能源汽车等。目前，已涵盖整车研发与制造、通用航空产业、汽车零部件制造、汽车服务贸易、投融资等业务领域。,北京汽车集团有限公司,北京市顺义区双河大街99号,110000005034385,1994-06-30,徐和谊,1713200.8335万元人民币,911100001011596199,www.baicgroup.com.cn
豪宇韬鹰,成都豪宇韬鹰科技有限公司,是一家致力于全球VR动态捕捉设备制造和VR动态捕捉软件开发的新兴高科技企业。公司推出了具有完全自主知识产权的低成本高精度动作追踪及捕捉系列产品---鹰眼1号，公司第一代鹰眼系列摄像头Howe13能在大空间区域内对人和物体进行三维动态跟踪定位，捕捉物体的运动轨迹，并拥有多项独立知识产权及相关专利。公司诣在成为国内领先的“VR”整体解决方案提供商。,成都豪宇韬鹰科技有限公司,,510109001103129,2017-05-05,李彬,500万元人民币,91510100MA6CPET832
