名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
卓越科技,北京天天向上卓越信息科技有限公司,“趣找车”是一家汽车信息修复管理平台。该平台是北京天天向上卓越信息科技有限公司独立开发的一款汽车信息修复管理平台。 “趣找车”依托移动互联网的快速便捷，利用互联网大数据，多线条、多维度地提供失联车辆线索。同时，“趣找车”搭建交互平台，将用户、委托方、受托方聚合起来，规避掉传统找车效率低、执行成本高、操作过程不规范等问题。,北京天天向上卓越信息科技有限公司,北京市房山区燕山岗北路2号D座配楼三层3092,,2018-10-22,胡成林,500万元人民币,91110304MA01F6B49B,quzhaoche.cn
共享户外交易平台项目,重庆共享户外用品有限责任公司,公司将以共享户外交易平台为基础纽带，聚焦体育旅游细分市场，着力培育上下游微创空间，精心打造体育旅游生态系统。为消费者营造更低的使用成本、更高的体系效率、更好的用户体验。,重庆共享户外用品有限责任公司,重庆市南岸区海棠溪街道广黔路91号1-1号 查看地址,500108010203527,2018-01-02,陈博,3万,91500108MA5YQ1B44D
慧联达科技,深圳慧联达科技有限公司,"""慧联达科技主要从事以射频技术为基础的无线通信产品和软件的开发,生产与销售,为电信及广电运营商提供移动通信网络覆盖全面解决方案，为政府及行业客户提供智慧城市解决方案。 公司拥有国内最优秀的射频技术研发团队、大数据云计算研发团队;拥有100多项自主知识产权;拥有覆盖全国的销售和产品服务网络，在国内设有21个省级分公司。 实施以射频和云计算技术为基础的扩展战略，自主研发和生产移动通信网络覆盖产品、无线接入产品、天线产品、物联网产品、移动互联网等系列产品，业务涵盖通讯、互联网、物联网领域。""",深圳慧联达科技有限公司,深圳市宝安区沙井街道沙井松山西路14号,440306115746751,2016-04-14,冯彬,6250万元人民币,91440300MA5DAKPQ90,www.smartcomtech.cn
花香麻,北京麻世纪流行面料研发有限公司,花香麻是一个创新结合花纤维与麻面料的面料供应商。产品利用花纤维与面料相结合，创造出花香的面料品类，同时可以制作多种鲜花纤维可创造花香系列产品，产品内容丰富。,北京麻世纪流行面料研发有限公司,,110106008640958,2005-07-14,季卫坤,1500万元人民币,9111010677767571X0,www.mmmmmm.com.cn
紫光股份,紫光网安科技（北京）有限公司,紫光股份有限公司结合全球信息产业的发展趋势及自身优势业务的特点，将公司战略聚焦于IT服务领域，致力于打造一条完整而强大的“云—网—端”产业链，向云计算、移动互联网和大数据处理等信息技术的行业应用领域全面深入，并成为集现代信息系统研发、建设、运营、维护于一体的全产业链服务提供商。,紫光网安科技（北京）有限公司,北京市海淀区中关村东路1号院2号楼4层416,110108018699428,2015-03-04,丁磊,100万元人民币,91110108335422192U,www.unis.cn
新伟科技,开封市新伟电子科技股份有限公司,开封市新伟电子科技股份有限公司的主营业务是建筑工程安全监控服务，主要通过公司的建筑工程远程监控系统，为建筑工程提供远程安全监控服务。公司的主要产品是建筑工程远程监控系统。,开封市新伟电子科技股份有限公司,河南自贸试验区开封片区郑开大道296号自贸大厦A座804室,410292000007020,2011-02-17,翟怡蒙,6065.401万元人民币,9141020056864989XK,www.kfxwdz.com
优卡思维,武汉史蒂芬凯科技有限公司,优卡思维是一个个性化学习和智慧教育系统，致力于为学习者提供教学课件，收集和整理知识，可视化地组织思维、呈现知识，给教师提供了组织探究式学习的平台。连接优卡社区，提供知识的协同和分享功能。,武汉史蒂芬凯科技有限公司,武汉市东湖新技术开发区关山大道1号软件产业园4.1期E3栋12层01号04室,420100400016099,2012-01-12,Stefan Zimmermann,175.33万元人民币,91420100587962048H,iloveilka.com
Lesli,杭州青灯网络科技有限公司,Lesli是一个拉拉交友约会平台，立志打造纯粹的拉拉交友平台，是拉拉必备的脱单、交友、涨知识社区。,杭州青灯网络科技有限公司,浙江省杭州市滨江区聚业路26号金绣国际科技中心A座806室,,2018-04-11,吴巧巧,100万元人民币,91330108MA2B1X0F9D
大奇策电商,深圳市大奇策电子商务有限公司,大奇策是一家线上品牌打造销售一体整合方案供应商，专注于策划并执行电商合作项目，针对不同行业，不同规模的产品品牌提供定制化解决方案。,深圳市大奇策电子商务有限公司,深圳市龙岗区坂田街道坂澜大道与雪岗南路交叉处嘉霖华禧5栋5-G209,440301113003894,2015-05-29,冯周莉,100万元人民币,91440300342669417H
嘀哩科技,福州市嘀哩科技有限公司,致力于为ACG爱好者搭建一个资源与社交的全方位平台，是一家专注动漫二次元视频播放业务的公司，旗下产品《嘀哩嘀哩》、《看撒动漫》深受用户喜爱。嘀哩嘀哩网站是兴趣使然的无名小站，是年轻人口中的D站，创立于2013年。先只是作为个人补番与追番的无名小站，在经过一段发展后，由于受到众多动漫爱好者的好评，彼此间口碑宣传，日益壮大。目前，D站主要为广大动漫迷提供国内外优秀经典动漫，尤其是在追新番动漫、旧番动漫的层面上满足了大批二次元用户的需求。可以说，无论网友喜欢哪种类型，嘀哩嘀哩都能一网打尽，为动漫迷们带来一场美妙的,福州市嘀哩科技有限公司,福建省福州市晋安区日溪乡综合大楼2#楼三层358室,350100100541406,2016-08-09,余婷婷,70000万元人民币,91350100MA34A6BL99,www.dilidili.wang
