名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
快乐传媒,湖南快乐文化传媒股份有限公司,"""公司主营业务是媒体代理、媒体自营和品牌推广服务。    媒体代理是指为客户的广告投放进行媒体数据分析,制定媒体策略,并按照客户确认的广告投放计划代理客户实施媒体购买、媒体投放及媒体监测工作。媒体自营是指本公司利用自有媒体为客户发布广告的行为。品牌推广是以提升客户品牌价值和产品销售为目标,为客户提供品牌营销策略,广告策划、创意、设计、制作,市场调研、市场营销策略,促销活动、展览展示活动与公关活动等服务。    公司未来将继续立足于媒体代理业务,进一步挖掘自有媒体的广告价值,在稳步发展现有业务的基础上,坚持创新""",湖南快乐文化传媒股份有限公司,长沙高新开发区文轩路27号麓谷钰园C2栋10楼1001-1008号,430000000004455,2002-11-11,张赤心,3201万元人民币,91430100745939899Q,www.59happy.com.cn
中欧环保,四川中欧环保科技有限公司,中欧环保是一家污水处理服务提供商，公司主要从事乡镇污水处理、市政污泥处理和畜禽粪便处理等业务，同时，公司还涉及相关技术、设备的引进等。,四川中欧环保科技有限公司,成都市青羊区腾飞大道189号15栋901号,510105000519525,2015-08-06,邓翔,3000万元人民币,91510105MA61UHLM2T
兼职君,内蒙古在路上信息咨询有限公司,我们的产品与优势:,内蒙古在路上信息咨询有限公司,内蒙古自治区呼和浩特市赛罕区维多利摩尔城C座公寓818室,150105000149466,2015-08-25,李建强,3万元人民币,91150105353116842Q,暂未收录
板牙救援,北京奥商网络科技股份有限公司,板牙救援是一款汽车救援APP平台，专注于利用云计算、大数据等新技术，解决用户的汽车救援需求，提供汽车维修服务，隶属于北京奥商网络科技股份有限公司。,北京奥商网络科技股份有限公司,北京市朝阳区来广营赢秋苑20号楼2层C098号，北京市朝阳区阜通西大街12号楼4层401,110105020711820,2016-02-19,关武,160万元人民币,91110105MA003NYQ5P,www.banyar.cn
熊抱商务,郑州熊抱电子商务有限公司,郑州熊抱电子商务有限公司，作为郑州跨境贸易电子商务服务试点项目合作单位，是在河南综合保税区注册，拥有自营进出口权和区内仓储物流服务资格，通过海关通关系统办理企业备案手续，在海关监管下建立完善合法的跨境电商国际商品供应清关物流服务平台。,郑州熊抱电子商务有限公司,郑州经济技术开发区航海东路1508号C座208室,410198000044532,2014-06-12,赵钊,500万元人民币,914101003979360921,www.bearhug.com.cn
铭育科技,深圳市铭育科技有限公司,深圳市铭育科技有限公司是初创于2015年的在线教育高新技术企业。,深圳市铭育科技有限公司,,440301114236200,2015-10-30,谭义梅,1000万元人民币,91440300359176010P,yj.qk100.com
智慧全景,智慧全景（北京）信息科技有限公司,专注零售企业的互联网转型需求，尤其是百货商场的支付场景优化需求。针对大型百货商场类零售企业，提供整体的支付场景优化平台产品。通过提高零售企业的经营效率，降低经营成本，产生直接受益。通过后期对零售企业经营数据、会员数据、行业数据的整体交叉分析，实现零售企业大数据驱动业务提升及营销效果，产生爆发价值。,智慧全景（北京）信息科技有限公司,北京市通州区胡家垡村甲8号院2号楼4层418室，北京市通州区翠景北里1号楼19层1910号,110112019874612,2015-09-16,丛玲,1000万元人民币,911101123579545792,www.promni.cn
镭科激光,深圳镭科激光精密有限公司,镭科激光是一家国内领先的激光医疗设备企业，主要为用户提供调Q激光治疗仪、超脉冲CO2激光振镜系统、铒激光治疗仪等产品，应用于整形美容科、皮肤科、外科、耳鼻喉科、口腔科和妇科等医学科室。,深圳镭科激光精密有限公司,深圳市宝安区松岗街道象山大道69号工业园2栋10楼A区,440300200045190,2017-02-07,贾养春,500万人民币,91440300MA5EC7C42J,www.lekolaser.net
天九幸福,天九共享控股集团有限公司,天九幸福控股集团创办于1992年，是一家以上市公司孵化为核心业务的大型企业集团，在全国30个省（直辖市/自治区）拥有60家全资子公司和控股公司。2011年，荣登中国慈善捐赠百强榜20强。是中国最大的企业加速器。在全国30个省会城市与副省级城市拥有83家全资子公司和控股公司，300家参股公司。企业使命：为企业加速，让伙伴幸福。天九致力于打造全球最大的连锁企业孵化器，10年内将帮助1000家连锁企业走向全国，走向世界。促进10万家优秀企业抱团发展，合作共赢。天九致力于打造中国最大的上市公司孵化器，10年内将帮助1000家优秀企业成功上市。,天九共享控股集团有限公司,北京市朝阳区北苑家园绣菊园7号楼3层301-3,110105013130758,2010-08-13,李忠和,6715.11万元人民币,91110000560418843A
络结网络,广州络结科技有限公司,络结网络是一家专注于提供社交服务的公司，公司致力于一个打造陌生人交友社区，公司旗下核心产品为“淘美APP”，一款社交APP，目前公司的主要业务是线上平台的建设以及线下渠道的整合拓展。,广州络结科技有限公司,广州市天河区天河北路侨林街47号1106房之38F6房（仅限办公用途）,440106001126053,2015-02-06,陆燕峰,1000万元人民币,91440101331359640N,taomeiapp.com
