名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
云图睿视,四川云图睿视科技有限公司,云图睿视是一家人脸识别系统研发商，专注于研发基于视频流的实时人脸识别系统，具备基于深度神经网络学习的人脸检测技术、基于深度语义上下文信息的行人检测技术、基于超球面嵌入的人脸识别算法等，致力于为用户提供机器视觉领域的软硬件解决方案，服务领域覆盖公共安全、司法、教育等多个行业。,四川云图睿视科技有限公司,绵阳市涪城区绵安路35号（科技城软件产业园）,510703000070879,2014-11-06,赵亮,200万元人民币,91510703314405502N,www.facelab.cn
亿钱贷,深圳市亿钱贷电子商务有限公司,亿钱贷系深南股份旗下独立运作的互联网金融平台，致力于为中小微企业和投资人之间构筑金融体验的桥梁，提升金融服务效率，配置优质金融资产。,深圳市亿钱贷电子商务有限公司,深圳市福田区福田街道福华三路与金田路交汇处卓越世纪中心4号楼21层02,440301109258227,2014-04-29,周世平,2000万元人民币,914403003059821133,www.yiqiandai.com
百步呼,长沙百步呼网络科技有限公司,百步呼是一款集合您身边生活服务电话信息的便捷通讯录，为您提供您周边百米内订餐、快递收件、便利店送货上门、办公用品等服务电话信息。,长沙百步呼网络科技有限公司,,430103000154903,2014-07-17,毛健,100万元人民币,9143010339664061XG
考虫,北京多知科技有限公司,考虫英语是一家大学生英语备考在线培训平台，专注大学四六级考试、考研英语考试、雅思考试、托福考试、专四专八考试和实用英语学习的课程，提供完整的学习配套资料、在线模拟考试、随堂测试、能力评估报告、课后答疑等考试学习的完整解决方案。,北京多知科技有限公司,北京市海淀区知春路128号1号楼3层303-277,110108016486397,2013-11-21,李好宇,260万元人民币,91110108085547784H,www.kaochong.com
天天有货,上海点未信息科技有限公司,上海点未信息科技有限公司是一家通过分析货运数据，为物流双方提供精准车货信息的互联网物流平台。公司致力于通过技术提高货运行业的运输效率，为行业内的物流公司、车队、专线提供资源整合解决方案。,上海点未信息科技有限公司,中国（上海）自由贸易试验区毕升路289弄1号B01B室,310115002412661,2014-08-21,尹金玉,76.2195万元人民币,91310115312281534F,www.ttyhuo.cn
Aruba,安移通网络科技(中国)有限公司,Aruba is a leading provider of next-generation networking solutions fr enterprises,安移通网络科技(中国)有限公司,,110000410257049,2005-06-15,金松华,810万美元,91110108775453443Y,www.arubanetworks.com
天合物联,大连天合物联科技有限公司,大连天合物联科技有限公司专注于物联网解决方案及软、硬件产品研发，同时提供定制化物联网技术服务。从其产品线来看，天合物联的产品主要分为两大系列：[TUAIO-t嵌入式物联网中间件]系列和[传感一体机]系列。,大连天合物联科技有限公司,辽宁省大连高新技术产业园区火炬路32A号B座八层802室,210231000100581,2016-09-29,刘剑宇,500万元人民币,91210231MA0QFPNFXX,www.tianunion.com
宅居网,北京宅居科技发展有限公司,北京宅居科技发展有限公司成立于2016年05月，是一家专业的房产强销公司，公司自成立以来已经成功服务过万科、绿地、首开、中昂等开发商，并获得甲方的一致好评。 公司自成立以来就已经确定是一家只做增量客户的强销公司，保证了所有员工不需要长期扛盘，入职即有高额提佣收入。而且在成立初期就确定了扁平化管理的思路，这使得公司能够给予员工更高额的提佣，目前宅居网的员工提佣是行业整体水平的2倍左右。加入我们，拥抱高薪。 欢迎有志人士加入我们的大家庭。,北京宅居科技发展有限公司,北京市北京经济技术开发区科创五街38号院2号楼6层635,110106021060186,2016-04-15,王雪,500万元人民币,91110106MA004XGY9K,bjzhaiju.com
理岩,武汉理岩控制技术有限公司,是一家具备芯片研发设计能力的高科技公司，和多家科研院所以及著名高校有着广泛的项目合作，研发团队成员包括多名曾就职于国际知名IT公司资深工程师、博士、研究生等。主要从事芯片及系统的研发设计，包括汽车电子设备的研发设计，汽车电子控制系统开发，自营和代理各类商品和技术的进出口。,武汉理岩控制技术有限公司,武汉市东湖新技术开发区汤逊湖北路武汉长城创新科技园1号标准厂房B206室,420100000493963,2015-04-27,陈枫,300万元人民币,91420100333470684X,www.11467.com
易想电子商务,四川易想电子商务有限公司,"""Google AdWords 成都体验中心,运营方，跨境电商""",四川易想电子商务有限公司,成华区建设南支路4号3栋3-1号,510108000258411,2013-11-14,任芳,200万元人民币,91510108083305861P,www.yithec.com
冠军冰场,北京零度阳光体育文化有限公司,冠军冰场CHAMPIONRINK国内首家专业冰场管理机构，首个商业冰场连锁品牌，中国滑冰协会（CSA）、中国冰球协会（CIHA）及亚洲滑冰协会（ISI）成员及冰上运动后备人才基地、国家花样滑冰等级测试指定场馆，具有更国际化的设备设施、专业教学、服务体系。,北京零度阳光体育文化有限公司,北京市海淀区远大路一号地下一层BC-B202,110103001933183,2001-01-17,吴之谊,88.4213万元人民币,911101087002619735,www.championrink.com
沧海科技,哈尔滨沧海科技有限公司,沧海科技是一家专注于无线科技的无线网络设备及无线解决方案供应商，始终致力于为客户提供可行的、稳定的、高性价比的无线行业解决方案。,哈尔滨沧海科技有限公司,,230199100093852,2010-02-08,贾春明,500万元人民币,91230103696838687F,www.canghaikeji.com
欢腾电竞,北京网大欢腾教育科技有限公司,欢腾电竞是一个电竞教育培训服务平台。通过培训课程销售、教材销售、考试认证，搭建电竞实验室服务为院校提供一站式解决方案；同时通过就业推荐和定向委培的方式为学校和双创学院打通培训招生与就业的通道。为电竞爱好者提供电竞游学项目、知识付费、电竞私教软件的服务。,北京网大欢腾教育科技有限公司,北京市朝阳区安立路56号15号院3号楼1708,110105012574798,2010-01-19,陈阳,100万元人民币,91110105699584280M
炫米科技,广州炫米信息科技有限公司,炫米科技是一家极具创新思维的企业，主要从事软件开发、信息技术咨询服务、数字动漫制作、游戏软件设计制作、信息系统集成服务、网络技术的研究和开发、计算机技术开发、多媒体设计服务等工作。,广州炫米信息科技有限公司,广州市黄埔区广汕三路31号三楼312房（自主申报），广州市天河区大观中路513号蚁米双创园C区自编003（仅限办公用途）,440106001093515,2014-12-25,赵俊杰,160.5万元人民币,91440106327523647A,www.shinemi.cn
伊甸亚太体智能,江西伊甸教育科技有限公司,九江幼儿园一站式综合服务机构,江西伊甸教育科技有限公司,江西省九江市九江经济技术开发区长城路121号恒盛科技园5号楼302,360402210024241,2014-03-19,沈友亮,200万元人民币,91360406094894390Q
劲米科技,上海劲米网络科技有限公司,劲米科技是一家智能投研SaaS云服务提供商，通过金融大数据分析技术，为机构与专业投资者提供完整的投前，投中与投后云服务解决方案，专注于投后系统化、智能化的分析和决策。,上海劲米网络科技有限公司,上海市浦东新区周祝公路268弄2号405室,310115002994352,2016-03-15,张雪峰,200万元人民币,91310115MA1H7JCB0M,www.ben-mi.com
阿香厨餐饮培训,杭州西豆餐饮管理有限公司,阿香厨餐饮培训是一家专业从事特色小吃培训服务机构，隶属于杭州西豆餐饮管理有限公司，该公司是一家专业从事各地特色小吃培训、研发、咨询管理与策划服务为一体的综合性餐饮发展企业。,杭州西豆餐饮管理有限公司,浙江省杭州市萧山区一方大厦1幢705室,330108000278197,2016-05-12,叶涛,100万元人民币,91330108MA27XKWG6A,www.xiaoshipeixun.com
甜城,北京东安荣盛科技发展有限公司,甜城是一家智慧农业场景式解决方案提供商，投入智慧农场的研发，构建生产、销售一体化的平台，致力于建立农业企业生态链。甜城金服根据甜城农服的数据，建立农业征信模型，并提供一系列金融服务，为甜城农服的场景实现提供有效保障。,北京东安荣盛科技发展有限公司,,110105013051700,2010-07-19,张磊,200万元人民币,91110105558528285R
