名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
瓯速科技,上海瓯速信息科技有限公司,立足智慧住建，助推智慧城市！,上海瓯速信息科技有限公司,上海市静安区广中西路777弄14号9幢405室,310108000482188,2010-10-09,颜少蔚,3000万元人民币,91310106563070731K,www.ousutec.com.cn
骐瑞（TRUEMAX）,杭州骐瑞机电设备有限公司,杭州骐瑞机电设备有限公司，始创于2003年，是一家集研发、制造、贸易和海外投资于一体的工贸型工程机械供应商。公司总部设在杭州，下辖二家全资子公司，一家贸易公司，和多个合作生产基地。并建立了“TRUEMAX ”著名品牌和独立网站。,杭州骐瑞机电设备有限公司,浙江省杭州市下城区朝晖路182号国都发展大厦1幢23层A座,330103000037094,2003-09-11,马群,3000万元人民币,913301037517494855,www.truemax.cn
美盛游戏,杭州美盛游戏技术开发有限公司,美盛游戏是一家专注于手机游戏的移动互联网游戏企业，致力于加码自身在游戏研发领域的权重，同时开启多条产品线加速在手机游戏市场的布局。公司的主要产品有网页游戏《梦回三国》和手机游戏《星学院》等，在多个国家和地区得到发行，受到了较大关注。,杭州美盛游戏技术开发有限公司,杭州市拱墅区祥园路35号2楼,330100000038908,2008-04-11,郭瑞,2000万元人民币,91330105673957624P,www.dishun.net
氟特电池,苏州氟特电池材料股份有限公司,"""苏州氟特电池材料股份有限公司主营业务为新型锂离子电池用电解质材料的研发、生产和销售。现阶段主导产品为锂离子电池用电解质的核心材料—导电盐双氟磺酰亚胺锂(Li[N(SO2F)2]，CA登录号171611-11-3,以下简称LiFSI)，辅助产品为双氟磺酰亚胺阴离子的衍生产品双氟磺酰亚胺钾（以下简称KFSI）和离子液体。　　公司的产品与新能源、新材料、节能环保等战略性新兴产业密切相关，是国家重点扶持和鼓励发展的新兴产业。公司核心战略方向是瞄准快速增长的锂离子动力与储能电池市场对锂盐电解质材料的巨大需求，以实现新""",苏州氟特电池材料股份有限公司,江苏扬子江化学工业园东海路10号,320592000047623,2010-06-25,周志彬,2341.8889万元人民币,913200005580160448,www.fluolyte.com
恒威油品,北京华业恒威油品新技术有限公司,“恒威油品”专业研制开发、生产、OEM加工及销售具有节能减排作用的高质量燃油添加剂系列产品，为我国燃油添加剂领域的元老级企业，公司的核心竞争力是其领先的产品研发能力，公司聘请了具有丰富产品研发经验的高级外籍油品专家，与世界同业最先进的实验室和主要原材料制造商有着紧密的技术和商务合作关系，掌握本领域当今世界最先进的科技发展信息。  “燃油宝”是其主打产品之一。,北京华业恒威油品新技术有限公司,北京市海淀区学院路30号方兴大厦402室,110000007999932,2005-03-02,汪洋,2000万元人民币,91110108772597679U,www.howwy.com
金网信息,浙江金网信息产业股份有限公司,"""公司主要从事电子政务领域的系统集成、软件开发及服务和软硬件产品销售,主要客户为各类政府、高校和事业单位等。""",浙江金网信息产业股份有限公司,浙江省宁波市海曙区后河巷20号15幢,330200000039722,1998-08-07,郭辉,1200万元人民币,91330200711150072W,www.jinwang.com.cn
Jills,贵州吉安顺达机械设备有限公司,,贵州吉安顺达机械设备有限公司,未知,520103001074342,2017-03-07,王蒙,10万元人民币,91520103MA6DWK7DXQ
三棵树,三棵树涂料股份有限公司,三棵树涂料股份有限公司主要从事建筑涂料、装修漆、家具漆、工业涂料、胶粘剂和树脂等健康产品的研制和销售；成为公安部“派出所形象改造工程”指定用漆，入选“2008奥运工程名优产品及品牌目录”。公司先后被评为全国诚信守法企业、全国企业文化建设先进企业、全国优秀民营科技企业、福建省省级技术中心、福建省高新技术企业、福建省创新示范型企业、福建省农行AAA级信用企业、纳税大户等殊荣。,三棵树涂料股份有限公司,福建省莆田市荔城区荔园北大道518号,350300100001580,2003-07-17,洪杰,13312.8915万元人民币,91350300751385327E,www.skshu.com.cn
浙江元幸,浙江元幸信息科技有限公司,浙江元幸信息科技有限公司是一家从事移动互联网业务的高科技公司，是香港创业板上市的大型电信软件开发企业兰德（浙大兰德，HK8106）的全资子公司。拥有移动增值和互联网的运营丰富的经验，极具创新的业务策划能力，强大的技术开发实力。公司产品现有手机视频、呼叫中心及彩信应用增值业务等。目前，手机及互联网视频业务已经称为国内领先的厂商之一。,浙江元幸信息科技有限公司,,,2004-05-19,张璟,1500万人民币,913301047626347711
菠萝米科技,北京菠萝米科技有限公司,菠萝米科技采用独创的技术方案，完美解决VR设备存在的画面颗粒感及比例失调等问题，并将体积做到足够小，成本在几百元内。自主知识产权，已获得国家专利证书，5K乃至8K画质是行业最高显示效果。PC+移动的一体机设计代表着未来趋势，内置安卓系统软硬件，外接PC电脑，把观看视频的便捷与追求VR游戏的极致体验融为一体。,北京菠萝米科技有限公司,,110105021334846,2016-05-13,王帅平,100万元人民币,91110105MA005UX22M,www.boluo-mi.com
