名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
百弓网络,上海百弓网络科技有限公司,百弓网络是一家进行保险需求评测，提供专家一对一咨询的网络服务平台。致力于使用互联网+的模式去改变传统保险行业的弊端，为用户提供量身定做的保险计划书。平台在各家保险公司产品中挑选出最适合用户的一款，并提供一对一的网络咨询服务。,上海百弓网络科技有限公司,上海市金山区亭林镇松隐育才路121弄22号1幢932室,310116003537796,2016-06-29,张钧,180万元人民币,91310116MA1J8JFD3T
蜗牛游戏,苏州蜗牛数字科技股份有限公司,蜗牛数字是一家游戏研发及虚拟运营服务提供商，主要从事3D网络游戏、移动端游戏等的研发及运营，同时提供一系列围绕移动游戏的增值服务和解决方案。公司的主要代表作品有《九阴真经》、《太极熊猫3：猎龙》等游戏。未来三年蜗牛数字将围绕游戏研发核心技术、专业游戏设备开发、虚拟现实技术研发三个方向进行产业布局，并且会依托现有的数字技术逐渐向未来的虚拟现实技术过渡，实现“全平台、全球化“。目前蜗牛数字主要从内容与服务切入VR领域，主要涉及VR游戏、VR虚拟体验、VR情景式交互三领域。,苏州蜗牛数字科技股份有限公司,苏州工业园区金鸡湖路171号,320594000023464,2000-10-30,石海,12000万元人民币,91320000723546250X,about.snail.com
大境界教育,杭州大境界教育科技有限公司,大境界教育是一家集企业家成长、学习落地、资源整合为一体的综合服务型企业，致力于构建新商业生态平台。专注为客户提供最精准、实用的培训和服务。,杭州大境界教育科技有限公司,浙江省杭州市滨江区西兴街道聚园路8号2幢主楼3层347室,330102000203481,2016-08-18,刘世勇,100万元人民币,91330102MA27YH5Y92,www.djjedu.com
南京学安,南京学安网络科技有限公司,南京学安是为校园和公共环境安全提供产品及服务的公司。南京学安开发、研制、生产了集安全信息化云平台、智能手机软件、安全资源知识库、智能校园广播融合设备等为一体的安全信息化综合解决方案，规范了教育安全信息化建设标准。,南京学安网络科技有限公司,,320192000030415,2015-06-19,张亮,500万元人民币,913201923393823430,www.ss360.org
德诚汽车销售,郑州德诚汽车销售有限公司,德诚汽车销售是一家以客车配件及汽车配件为主营业务内容的外贸公司。以客车配件、整车销售模式迈向了国际市场，公司主营客车配件、车辆销售、车辆租赁服务和旅行社等。,郑州德诚汽车销售有限公司,,410198000025415,2011-11-11,张伟,1001万元人民币,9141010058604080XC,dcauto.diytrade.com
一见,北京创客榜科技有限公司,一见是一家投融资直约服务提供商，专注于呈现具有互联网基因的创业团队和创业项目，为投资人提供项目筛选推荐、在线沟通、线上联络创始人等服务，为创业者提供领域阶段精准匹配、线上直聊投资人、投递BP、交换联系方式、投资人线上公开约见时间等服务。,北京创客榜科技有限公司,北京市海淀区中关村东路1号院3号楼7层709,110108017785783,2014-08-27,范晓燕,69.444444万元人民币,91110108306735923A,yijian.tv
九驾,哈尔滨脚印文化传播有限公司,九驾是直考教练与学员的C2C交易平台。平台建立直考教练职业群体，学员可以自助选择教练，能大量减少学员学习等待时间及费用等。,哈尔滨脚印文化传播有限公司,哈尔滨经开区南岗集中区长江路368号2606室,230199101036189,2016-03-03,王克丰,50万元人民币,91230199MA18X4UE29,暂未收录
郑州灵犀科技,郑州灵犀软件科技有限公司,郑州灵犀科技是一家基于移动互联网的互动娱乐产品、应用软件产品研发、销售的高新技术企业，公司产品线横跨移动互联网平台的娱乐、教育、社交应用等多个领域。,郑州灵犀软件科技有限公司,郑州高新技术产业开发区长椿路梧桐街交叉口国家大学科技园孵化1号楼12B18室,410105000496054,2014-07-10,曹春波,500万元人民币,91410100396871039J,www.zzlingxi.com
金鸿控股,金鸿控股集团股份有限公司,中油金鸿能源投资股份有限公司是一家集天然气长输管道建设、城市燃气管道建设、天然气销售及运行管理、天然气利用技术咨询开发、CNG加气站建设与运营等业务的企业。公司主营天然气长输管道及城市燃气管网的建设和运营，在初步形成的天然气上下游格局的基础上，通过建立多气源互补体系和多运销渠道，开拓多类型用户市场，实现由天然气中间商格局向一级运营商的产业链系统的一体化转化、扩张的战略发展。近年来，公司将天然气长输与城区供应相结合，逐步突出清洁能源、节能减排的产业优势，已成为国内天然气领域中下游重要的能源运营商。,金鸿控股集团股份有限公司,吉林市高新区恒山西路108号,220000000098225,1985-02-11,陈义和,68040.8797万元人民币,91220000124483526G,www.spjhe.com
光瑾丰信息技术,上海光瑾丰信息技术服务有限公司,一家客户关系管理服务的外包商,上海光瑾丰信息技术服务有限公司,上海市嘉定区福海路1011号1幢B区1210室,310114002755935,2014-07-23,侯晓军,450万元人民币,91310114398647217K,pukinte.com
树成智能,陕西树成智能科技有限公司,树成智能是一家儿童陪伴机器人研发商，其主要产品小胖机器人具有全科教学、百科全书、单词翻译、童话寓言教学功能，以及移动投影，体感游戏，语音互动，空气净化，定时提醒，远程遥控，视频聊天，家电智控，运送物品，紧急报警等功能。其他产品还有疆域无人机、耀灵智能背包以及其他外围产品。,陕西树成智能科技有限公司,西安市高新区高新路36号8幢10201号房,610131100134904,2014-04-29,闫战国,100万元人民币,91610131399071280F,www.scznai.com
空调零件配套项目融资商业计划,成都亚瑞特机电设备有限公司,这是一个 智能硬件 领域的项目。,成都亚瑞特机电设备有限公司,,510112000114978,2014-04-08,王俊,50万元人民币,915101120971180124
菲沙基因信息,武汉菲沙基因信息有限公司,武汉菲沙基因信息有限公司位于武汉国家生物产业基地——光谷生物城，是一家集第三代测序技术服务、三维基因组学技术服务、癌症基因组医学服务、生物信息软件开发、生物信息技术服务、基因组数据库搭建、基因检测技术研发等生物信息上下游产业于一体的高新技术企业。,武汉菲沙基因信息有限公司,武汉市东湖高新技术开发区高新大道666号武汉国家生物产业基地项目B、C、D区研发楼B1栋,420100000329371,2012-12-26,陈东生,1354.6882万元人民币,91420100059165483B,www.frasergen.com
邻家胡同,杭州青莓科技有限公司,邻家胡同是一个中老年社区平台，利用线上和线下相结合的模式，主要针对中老年群体，为其提供文化、娱乐、生活等领域服务，旨在帮助中老年人解决孤单、缺乏认同感、精神空虚等问题。,杭州青莓科技有限公司,浙江省杭州市西湖区西溪银座2幢1层121室,330106000809467,2019-02-15,蒋小飞,100万元人民币,91330106MA2GK7003P,www.hutong888.com
沧运集团,沧州运输集团股份公司,沧州运输集团股份公司主要经营道路旅客运输、汽车客运站经营、物流服务及与之相关的汽车销售与售后服务等业务，公司一直是“交通运输部重点联系道路运输企业”，连续多年被中国交通运输协会评为“中国物流百强企业”，2012年公司被中国交通运输协会评为“2012中国服务业500强”第482名、“中国物流百强”第73名，被中国道路运输业协会评为道路旅客运输一级企业，公司拥有“沧运”、“亲情旅程”、“沧运物流”、“高客”四个注册商标。,沧州运输集团股份公司,沧州市新华西路85号,130900000000983,1996-12-19,曹向东,10000万元人民币,91130900109540641D,www.cangyun.cn
庄里街,石家庄万维信息科技有限公司,"""我们的核心团队都有着充分互补的强大优势，创始人CEO，董永章，有15年丰富的五金机电行业经验，成熟的商品资源和渠道资源，我们的CTO，技术合伙人是大家熟知的“1号店”韩军先生，他一手打造了""""1号店“商城系统，曾担任51Job.com主要负责人，现负责本项目系统开发工作。""",石家庄万维信息科技有限公司,石家庄长安区和平东路518号,130102000024160,2011-07-15,董永章,300万元人民币,91130102579553682H,www.zhuanglijie.com
图梭,北京吾图科技有限公司,图梭是一款专注于用照片记录生活、定制相册以及与好友互动的APP，主要有照片整理、定制相册、用户与真实的好友圈子安全互动、为图片故事编制成书、杂志及影集的功能。隶属于北京吾图科技有限公司。,北京吾图科技有限公司,北京市顺义区空港街道裕丰路16号院13号楼2层202室,110000450275150,2014-12-18,符素婵,20万元人民币,91110108396036172N,www.tussot.com
理丹电子,广东理丹电子科技股份有限公司,广东理丹电子科技有限公司成立于1995年，注册资本4000万元，是一家集研发、制造、销售于一体的消费类电子产品的高新技术企业，主要产品：仿古留声机、CD组合音响、DVD组合音响、塔式音响、带蓝牙的圣诞灯串、蓝牙系列数码产品、钟控收音机、收录机等消费类电子产品。 产品先后通过UL、ETL、MET、GS、SAA、PSE、3C、CE、EK、CB、TISI等安全认证。,广东理丹电子科技股份有限公司,中山市南区丹荔路15号,442000000315182,2002-08-08,刘志雄,4220万元人民币,914420007417428456,www.leetac.com
文安智能,北京文安智能技术股份有限公司,文安智能是一家计算机视觉产品及解决方案提供商，公司自主研发一系列图像识别核心算法，主要产品为高清智能摄像机，产品广泛应用于智慧交通、安防领域、智慧景区及司法监狱等领域。,北京文安智能技术股份有限公司,北京市海淀区上地东路1号院7号楼4层,110108008559902,2005-06-20,陶海,4632.7868万元人民币,911101087763518288,www.vion-tech.com
易写科技,北京易写科技有限公司,北京易写科技有限公司是国内最专注的电商服务的软件公司，公司位于北京市，是一家拥有自主知识产权的高新科技公司，并相聚获得中关村高新、国家高新认证。北京易写科技有限公司旗下B2B2C、B2C、B2B、O2O拥有自主的知识产权。公司定位中高端电子商务提供商、最适合二次开发的电子商务系统。 核心成员均来自一线互联网电商公司，有京东、海尔电商、苏宁易购等工作经历，对互联网、电子商务有深刻理解，有着丰富的电商运营经验，具有大型电商平台架构和技术开发经验。 这是易写科技不同于其他电商软件提供商，更是易写科技核心竞争力！,北京易写科技有限公司,北京市昌平区科技园区超前路37号院16号楼2层C2338,110114020127858,2015-11-02,王朋,100万元人民币,91110114MA001MD3X6,www.ejavashop.com
国联水产,湛江国联水产开发股份有限公司,湛江国联水产开发股份有限公司（股票代码：300094）始建于2001年，坐落在中国大陆最南端―广东省湛江市，现已成为集种苗、养殖、饲料、加工、销售、科研开发为一体的大型水产集团股份制的合资企业。 企业目前总人数4000多人，其中广州、上海、北京、沈阳、山东、美国等地都设立相应的分子公司。公司主营的对虾、罗非鱼等水产养殖系列产品，产品远销海内外遍及5大洲，其中对虾出口创汇超亿美元，占中国对虾出口美国市场总额的40%，出口占据国内同行业之首。2010年7月，公司在深圳证券交易所证实挂牌上市，创当地民营企业迈进资,湛江国联水产开发股份有限公司,湛江开发区平乐工业区永平南路,440800400000951,2001-03-08,李忠,77837.562万元人民币,91440800727060629M,www.gl-fish.com
添客空间,添客（上海）众创空间管理有限公司,我们是一家以股权投资及资源驱动为主要特色的连锁型创业孵化加速机构，以提升创业企业价值为使命，这里是完成第一笔融资的地方，我们与塞恩资本、景林投资、36氪、经纬中国、京东金融、蚂蚁金服、亚马逊等多家领先企业达成战略合作,添客（上海）众创空间管理有限公司,,310110000775238,2015-11-13,韦彰延,1000万元人民币,91310110MA1G80WY9T
上海育医,上海育医企业管理咨询有限公司,上海育医是一家定位于医药卫生领域的教育、信息和技术应用的公司，公司经营的“杏林帮”是一个医药领域的互联网品牌网站。公司的教育业务部从事医护人员的考试培训和继续教育，公司商务拓展部从事医院和药厂的市场营销项目和应用软件系统的开发，目前已有多项产品服务于医药企业。,上海育医企业管理咨询有限公司,上海市杨浦区武东路198号810-4室,310110000582961,2012-02-20,何严,100万元人民币,91310110590414034A,www.med330.com
千龙科技,杭州千龙科技有限公司,杭州千龙科技是一家手机游戏开发商，目前公司旗下的手机游戏有《撸西游》、《神魔降临》、《乱唐OL》、《王国印记》、《斗神诀》、《乐闹三国》等，在九游、91手机助手、360手机助手、小米游戏中心、联想乐商店、当乐游戏中心6大安卓平台上线，与国内知名手游渠道均有良好合作。,杭州千龙科技有限公司,杭州市西湖区留下村工业区块7号1幢110室,330106000275028,2013-06-14,吴鹏,4665万人民币,913301060709605252,top.chinaz.com
鑫融基,河南鑫融基金控股份有限公司,河南鑫融基金控股份有限公司是一家立足于河南，面向全国为中小企业提供包括综合信用担保、资产管理、投资管理等全面融资方案的综合性金融控股企业。目前，公司业务以中小企业综合信用担保服务为主，通过设立或收购资产管理公司开展资产管理业务、设立或参股投资管理企业开展债权、股权等投资业务。,河南鑫融基金控股份有限公司,洛阳市涧西区中州西路92号院1幢5楼西侧,410300120086102,2009-07-17,年永安,163900万元人民币,914103006921750896,www.xrjjk.com
创匠科技,杭州创匠信息科技有限公司,创匠科技是一家移动支付及商户营销解决方案服务商，致力于通过实现线上、线下的闭环，为用户提供系统独立部署。基于微信、支付宝、银行API接口，自主开发出BCRM管理系统、第三方支付收银系统、商户营销平台灵活打包，实现私有化部署，并可以一键更新迭代。,杭州创匠信息科技有限公司,浙江省杭州市滨江区阡陌路459号B楼2001室,330108000290290,2016-07-04,马征,1000万元人民币,91330108MA27Y4QM9D,www.chuangjiangx.com
普友科技,北京普友科技有限公司,普友科技是一家提供医疗器械及解决方案的公司。公司产品有胰岛素泵、一次性胰岛素泵用贮药器和输注器、新一代语音提示手持式糖化血红蛋白检测仪等，涵盖高精准血糖监测及治疗产品、糖尿病管理系统软件等治疗和慢性病管理产品。同时，公司还提供部分医用耗材及骨科高分子产品的解决方案。,北京普友科技有限公司,北京市海淀区天秀花园古月园26号楼2层北侧东门,110108012422056,2009-11-20,刘昌,2000万元人民币,91110108697725780Y,www.puyoutech.com
福日电子,福建福日电子股份有限公司,"""福建福日电子股份有限公司是福建省电子信息产业骨干企业之一,是一家主营电子元器件、电子整机类产品和进出口业务的公司.公司电子元器件业务中的彩显FBT(行输出变压器)产品产销量位居全国同行业前三名.公司参股企业主攻4-6英寸芯片制造,目前已成为国内龙头企业.此外,公司还涉足LED产业.在电子整机业务方面,公司重点发展液晶显示器的加工生产.在进出口业务领域,公司业务规模进入福建省外贸行业进出口总额前三名。""",福建福日电子股份有限公司,福州开发区科技园区快安大道创新楼,350000100010845,1999-05-07,卞志航,45644.712万元人民币,91350000705101389R,www.furielec.com
达能股份,廊坊达能新能源技术股份有限公司,"""公司是一家清洁能源供热服务运营商,从事的主营业务是生产和销售蒸汽以及提供一体化热能供应服务。公司负责客户热能供应环节的方案设计、相关技术改造,进行热能原材料采购、热能运行装置的购置、运营和维护,最终输送蒸汽给客户。公司与客户均签订了长期的热能供应协议,实现了将生物质能向热能的转化,有利于发展循环经济,改变传统的能源结构,环保和节能效益显著。""",廊坊达能新能源技术股份有限公司,三河市燕郊开发区迎宾路北路东侧，神威环岛东北角创业大厦,131000000034764,2013-12-09,屈立强,2400万元人民币,91131082084981247N,www.lfdaneng.com
兴瑞硅材料,湖北兴瑞硅材料有限公司,兴瑞硅材料是一家有机硅系列产品生产商，主要从事有机硅系列产品，氯碱的生产及热电联产业务，主要生产成本为大宗原材料的采购具体包括工业盐，金属硅甲醇等。,湖北兴瑞硅材料有限公司,宜昌市猇亭区猇亭大道66-2号,420500000017981,2008-01-22,李书兵,60000万元人民币,91420500670369106J
天津海顺,天津海顺物流有限公司,天津海顺物流有限公司是一家综合性的第三方物流公司，创立于2005年4月1日，注册资金500万人民币；海顺物流是经国家商务部批准，具有国家一级代理资格的国际性货运代理公司；是由交通部审批和认证的船务代理公司，持有NVOCC（编号NO.MOC-NV03470）资质的国际性货运代理；CCA（中国货运联盟）会员、WCA（世界货运联盟）会员；天津工业大学实习、实训、实践基地。,天津海顺物流有限公司,河西区琼州道恒华大厦2-1-1103室,120103000024860,2005-04-01,夏毅,500万元人民币,911201037706455692,www.haishun.co
拓景信息,湖南拓景信息科技有限公司,拓景信息是国内最具实力的物流信息化解决方案提供商之一。立志成为国内最大的干线物流信息交易平台领导者，560正用实际行动引领中国零散物流市场走向成熟和完善，提升行业管理水平。,湖南拓景信息科技有限公司,,430193000096551,2015-06-29,汤冰,200万元人民币,91430100344705100Y,www.humaiwang.com
金秋科技,安顺新金秋科技股份有限公司,"""公司主营业务是农作物种子的选育、繁殖、种植、推广和销售,主要产品为杂交玉米种子及杂交水稻种子。公司集“科研、开发、生产”于一体,主要研发生产“安单、顺单”系列龙头产品,公司生产的杂交玉米品种具有优质、高产、耐瘠薄等特性,在海拔较高的高原气候地带具有非常强的适应性,深受西南等地农户的青睐。为丰富公司的产品体系,公司逐步开展了脱毒马铃薯、小麦种子、豆类种子等农作物种子的研发、生产和销售,产品品种更加多样化,以满足农户的不同种植需求。""",安顺新金秋科技股份有限公司,贵州省安顺市西秀区太平小区西段右侧４３９号,,2007-12-19,刘鹏,3000万元人民币,91520400666991488K,www.xinjinqiu.com
艺象,北京中丝博艺科技有限公司,艺象是国内第一个规模化的丝绸艺术衍生品原创品牌。独家签约数百华人艺术家原画作品，基于自身二十年的丝绸设计、生产经验，通过互联网/物联网思维，彻底去除中间环节，将原创直接连接用户。艺象真正实践“互联网+”，拥有一套完整的线上、线下商务系统，利用系统控制，保障艺术作品版权、产品品质和用户利益，实现一切数据化，数据透明化。,北京中丝博艺科技有限公司,北京市通州区新华南路190号14幢1层138,110112020462368,2015-12-29,倪东侃,50万元人民币,91110112MA002TX15K,www.artsilk.cn
银星能源,宁夏银星能源股份有限公司,公司主营新能源发电、新能源装备制造、检修安装服务三大业务， 新能源发电产业包括风力发电和太阳能光伏发电；新能源装备制造产业:包括风电设备制造和光伏发电设备制造两条产业链；检修安装服务业务:主要从事新能源发电工程建设、安装、集成、运维、检修等，并能承接火电、煤炭企业部分设备检修业务。,宁夏银星能源股份有限公司,银川市西夏区六盘山西路166号,640000000005475,1998-06-28,高原,70611.8997万元人民币,91640000228281734A,www.nxyxny.com.cn
天景食品,吉林天景食品有限公司,天景食品是从事鲜食玉米食品生产的大型农产品加工企业，主要产品包括速冻玉米食品、玉米汁饮料、玉米花丝功能饮品、玛咖饮料系列等8大系列200多个品种。公司还拥有产品自主研发机构，先后与中国农业大学、吉林农业大学、中国食品研究院等科研院校建立了长期合作关系。,吉林天景食品有限公司,长春市净月旅游经济开发区金宝街2399号,220000400003705,2002-04-22,曲广深,2057.9万美元,912200007370203803,tjsp.tmall.com
