名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
数聚工研,数聚工研（北京）科技有限公司,数聚工研致力于通过围绕专科的AI SAAS，将专家的临床经验赋能于基层医生。数聚工研的Medthink 专科人工智能产品，聚焦于将AI技术结合具体病种的诊疗过程场景相结合，并致力于通过围绕AI化的专科诊断标准/指南/临床共识，将专科专家的能力放大到基层医生，从而能够使更多的患者在基层享受到更高水平的诊疗服务。,数聚工研（北京）科技有限公司,北京市房山区拱辰街道办事处学园北街11号教育实习楼十层81013,110108019265989,2015-06-09,朱鹏翔,62.5万元人民币,91110111348344373J,www.dfusion.cn
洗悦,广西爱极氪科技有限公司,洗悦通过lbs定位商家推出包月，包年洗车服务。,广西爱极氪科技有限公司,南宁市良庆区金沙大道339号阳光新城·蓝波湾8号楼01号,450100000320900,2015-11-23,黄祈祯,1021万元人民币,91450100MA5KA3J08D,www.vxiyue.com
嘉宝易汇通,深圳嘉宝易汇通科技发展有限公司,深圳嘉宝易汇通科技发展有限公司是全新的跨境综合服务平台，旨在为跨境电商提供更加快速、便捷、低成本、高质量、高规范的综合服务。项目总体包括跨境电商进口及出口全流程一站式综合服务，目前已开展进口保税直邮业务，具体为国内经营进口产品的电商平台及商家提供保税区备货并在订单产生时直接从保税他发货的业务，整个过程不涉及关税及增值税，大幅降低成本，且可以实现当日清关当日发货，完全阳光正规。,深圳嘉宝易汇通科技发展有限公司,深圳市盐田区沙头角街道工业东街光明家私工业大楼2B(即3栋2B）,440301108119548,2013-10-15,李凌宝,1000万元人民币,91440300080797442A,www.jiabao.com
宁武新材,宁国市宁武新材料科技有限公司,宁国市宁武新材料科技有限公司是一家智能硬件研发制造提供商。,宁国市宁武新材料科技有限公司,宁国市梅林镇田村村,341881000062856,2018-10-12,丁仕武,1050万元人民币,913418810665109279,www.chinaningwu.com
正则咨询,四川正则工程咨询股份有限公司,"""公司隶属于工程管理服务行业,该行业主要指从事工程项目管理的企业,受工程项目业主方委托,对工程建设全过程或分阶段进行专业化管理和服务活动。公司自成立以来主要从事工程造价咨询服务和工程招标代理服务。工程造价咨询服务一般可以分为预算阶段的咨询服务、竣工阶段的结算服务和全过程造价控制服务,前两种一般为项目的单一环节的编制或审核业务,而全过程造价控制服务覆盖了从项目的立项到竣工的整个过程,包括前期立项的必要性研究,设计方案经济比较及概算编制,施工图审核及预算编制,招投标及合同签定,施工过程造价确定及控制,各个阶段的索""",四川正则工程咨询股份有限公司,"""成都市武侯祠大街266号华达商城D-1210,1212室""",510000000013007,2000-08-07,罗琦,1500万元人民币,91510000720824948X,www.zcca.com.cn
威尔弗,广州威尔弗汽车用品股份有限公司,"""公司一直专注于汽车防护杠,踏板,行李架,挡泥胶(板),排气管等一系SUV,MPV,吉普车,皮卡车外饰产品的研发与制造及销售。公司在汽车行业已具有十余年行业经验,现有两大生产基地,总部位于广州市白云区太和镇大源东路,占地面积10000多平方米,员工300多人,其中专业工程师及设计师30余人,并正在规划投资建立广东清远第二大生产基地,率先引进大型数控弯管机;数控折弯机,数控剪板设备及等离子切割机等先进的生产设备,强化生产管理,年产量达到100万件\套。创新是公司的核心理念,公司顺利通过了多项国家产品专利认证书的""",广州威尔弗汽车用品股份有限公司,广州市白云区太和镇大源东路自编168号,440111000321976,2011-09-02,柳全涛,1229.861万元人民币,914401015818717439,www.winforauto.com
速报,北京别人家的科技有限公司,速报是一套智能信息监测服务系统，定位为企业信息通道，为企业提供封闭社区（如微信、知乎等）内的信息推送及分析。速报通过每分钟在社区内抓取信息，运用人工智能自然语言情感分析，根据相关词汇出现的频率等数据，分析消息文本情绪是否积极并分级，判断信息关联度强弱、重要性（积极性与否），提供决策依据。,北京别人家的科技有限公司,北京市海淀区信息路甲28号C座(二层)02C室-481号,110108020107136,2015-11-02,他得青,1000万元人民币,91110108MA001K1K7A,subao.ai
税务信用云,信通（贵安）大数据科技有限公司,税务信用云是一个大数据税务金融服务平台。围绕共享开放、融合创新的产品理念，以税务数据为核心，融合工商、银行、政府、企业等多部门数据，通过对海量数据进行采集、预处理、分析，畅通政银、政企、政府部门之间的数据共享渠道，实现平台整合。并根据不同应用场景的需求，实现对用户的精准画像，以数据模型定制、数据应用推送、数据与产业融合等方式，分别为企业、金融机构、政府和社会公众提供个性化大数据服务。,信通（贵安）大数据科技有限公司,贵州省贵安新区大学城数字经济产业园2号楼10层1号,520900000080541,2016-07-13,王广彬,5000万元人民币,91520900MA6DM7U696,www.swxyy.gov.cn
微袋鼠,深圳前海微袋鼠互联网科技有限公司,微袋鼠是一个引流获客服务平台，致力于通过搭建平台、建立商户与用户的链接，传递商户价值信息，驱动用户完成互动式激励分享，用户对接商户价值需求，各方完成价值交换与提升。,深圳前海微袋鼠互联网科技有限公司,,440301112592278,2015-04-16,程信怀,2000万元人民币,91440300335255523D,www.wds138.com
百练教育,天津百练教育科技集团有限公司,天津百练教育科技集团有限公司是一家会计培训机构。作为全国会计培训的领跑者——百练会计教育率先采取“互联网+传统会计培训”模式，打造全新O2O线上辅助、无纸化题库、在线直播课堂、手机APP学习终端、个性化辅导方案、开设非智力因素课程等，保证学员全天24小时随时随地学习。与用友新道、纳税人俱乐部等多家知名企业签订人才培养协议，专门打造适应企业发展的会 计人才。让你不单单做一个只会做账的会计，更加入报税演练课程等面向企业的课程，完美 对接企业需求。,天津百练教育科技集团有限公司,天津市南开区鞍山西道与南丰路交口处信诚大厦1-1102(科技园),120104000127296,2009-10-15,李永建,2000万元人民币,91120104694088173Y,www.kuaiji91.com
