名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
锐健电子,深圳市锐健电子有限公司,锐健电子设计与产各类精密机械零件。,深圳市锐健电子有限公司,深圳市龙华区福城街道茜坑社区茜坑新村老围一区182号101西边,440301103981877,2003-10-23,张岳期,500万元人民币,91440300755651071Y,www.szruan.com.cn
带我看,带我看科技（深圳）有限公司,带我看是中国投资者在虚拟现实之中寻找美国房地产的在线平台项目，以虚拟现实将中国消费者通过网路无分地域限制地置身于美国房地产中。带我看是一个全方位的服务平台：场外交易、租赁物业、学生住房等等。目前已有众多美国房产合作伙伴。,带我看科技（深圳）有限公司,,440301118074703,2016-11-21,MARTIGNY Florian Armand Julien,1万元人民币,91440300MA5DPFCH06
fastapi,北京欢颜科技有限责任公司,fastapi是一家AI数据标注平台。,北京欢颜科技有限责任公司,北京市平谷区刘家店镇银店大街1号328室,,2018-11-02,沈杰,100万元人民币,91110117MA01FCUM31,fastapi.tech
墨迹停车,石家庄有点电子科技有限公司,墨迹停车是一家专注于停车场车位精准化管理系统研发的科技企业，公司产品为“墨迹停车”，基于Zigbee+GPRS/WiFi技术实现对停车场 细化到车位的管理，实现车位锁的自动化，利用GIS地理信息系统，对车位进行精确定位。,石家庄有点电子科技有限公司,石家庄市友谊南大街46号2号楼229室,130101000410630,2015-08-10,刘建斌,300万元人民币,91130101347813510F,www.mojitingche.com
维库,杭州捷配信息科技有限公司,杭州维库信息科技有限公司是一家专业从事互联网信息服务、电子商务和企业应用软件开发的高新技术企业，是国内行业B2B电子商务行业的领军企业之一。,杭州捷配信息科技有限公司,浙江省杭州市下城区杭州新天地商务中心2幢西楼1209室，浙江省杭州市下城区新天地商务中心2幢西楼1201室,330103000245737,2015-04-01,周邦兵,1250万元人民币,91330103328163604H,www.jiepei.com
美人有约,西安美人有约网络科技有限公司,美人有约是一个提供上门美容服务的平台，社区体验店+上门服务模式，线上预约，用户关注微信公众号后，可以选择美容技师和美容产品，选择合适的时间预约上门。目前服务范围仅覆盖西安地区。,西安美人有约网络科技有限公司,陕西省西安市高新区高新6路立人科技园1幢1单元10401-343室,610131100193873,2015-04-10,岳显著,200万元人民币,916101313336294721,www.meirenyouyue.com
iTV,玲珑视界科技（北京）有限公司,玲珑视界科技（北京）有限公司的前身成立于2007年，致力于先进的互联网电视平台解决方案和多终端平台解决方案的研发。2010年，由UTStarcom 大规模注资，在强大的资金和技术支持下，玲珑视界一跃成为业界屈指可数的可以提供“端到端互联网电视平台解决方案”的服务商，并面向全球互联网电视服务商、运营商提供技术支持，为全球用户提供以数字电视、电脑、智能手持终端设备为载体的、多屏智能的电视体验。同时，在国内致力于打造完善的互联网多屏一体化服务平台，为客户提供全面的平台支持与专业服务。,玲珑视界科技（北京）有限公司,北京市石景山区鲁谷路35号四层,110000450150460,2010-09-17,林松,2400 万元 美元,91110107560350869U,www.itv.com.cn
盛波光电,深圳市盛波光电科技有限公司,深圳市盛波光电科技有限公司是由深圳市纺织（集团）股份有限公司和杭州锦江集团有限公司合资经营的国家高新技术企业，专业从事液晶显示器（LCD）用偏光片的研发、生产、销售和技术服务。,深圳市盛波光电科技有限公司,深圳市坪山新区大工业区青松路8号,440301103683742,1995-02-15,朱梅柱,58333.3333万元人民币,914403006188770079,www.szsapo.com
四川酒交所,四川联合酒类交易所股份有限公司,四川酒交所是一个酒类交易平台。四川联合酒类交易所股份有限公司（以下简称“酒交所”）成立于2011年8月，注册资本1亿元。是经四川省人民政府授权省金融工作局批复设立，2012年按照《国务院关于清理整顿各类交易场所切实防范金融风险的决定》和《国务院办公厅关于清理整顿各类交易场所的实施意见》的精神，顺利通过了四川省清理整顿检查验收，并经部际联席会议正式备案的酒类产品现货交易所。,四川联合酒类交易所股份有限公司,四川省宜宾市翠屏区沙坪镇泰兴路龙顺花园小区综合楼,511500000051012,2011-08-17,唐世敏,10000万元人民币,915115005796363732,www.csle.cn
华能大宗,上海华能电子商务有限公司,华能大宗，是上海华能电子商务有限公司打造的新一代大宗商品电商平台，旨在为客户提供高效的现货交易、供应链金融、智慧物流、资源共享、行业洞察、精准信息等大宗商品供应链一站式集成服务，重塑产业互联网“重度垂直”新模式，推动产业结构升级，树立央企转型标杆。华能大宗依托华能集团资源实力和品牌优势，联合供应链上下游战略合作伙伴，以共享经济为基础，坚持共创、共融、共享，构建多元化的共赢平台，打造大宗商品“创享生态圈”。,上海华能电子商务有限公司,中国（上海）自由贸易试验区陆家嘴路66号招商大厦24层01单元,310115000365508,1996-10-22,吴永钢,68000万元人民币,9131000063062909X9,www.chngdz.com
点纸纸巾,广州市友趣点科技有限公司,,广州市友趣点科技有限公司,未知,440110000312525,未知,蒲广成,100万元人民币,91440101MA59N8765D,www.yq1d.com
壹点灵,杭州袋虎信息技术有限公司,壹点灵隶属于杭州袋虎信息技术有限公司，成立于2015年8月6日，是由一群心理学专家与互联网行业人士创立的创新型互联网+心理服务平台，壹点灵运用心理测试、心情电台、专家专栏、在线课程等多种形式的服务内容，通过包括免费的“说心事”、APP私聊、电话倾诉、预约咨询服务于定制化咨询服务这四个层层递进的服务体系，为各种类型的用户提供心理服务。,杭州袋虎信息技术有限公司,上海市长宁区仙霞路350号1幢1楼196室,330108000401142,2017-12-22,徐颖奇,159.0757万元人民币,91330108MA2AYXBJ01,www.yidianling.com
